time	T	Tstar	Tstarstar	Ttot	V
1898.0.	999.0998263905515	0.657498552212324	0.008021690052977001	999.7653466328146	0.792306840465957
1934.0.5.0	998.8837709442843	0.815257287157348	0.009946613472795001	999.7089748449121	0.9824368651828881
1971.0.	998.6161475958933	1.01064231209687	0.012330757793974	999.6391206657819	1.217927696212271
2007.0.5.0	998.2848029734088	1.252506557288402	0.015282233611888001	999.552591764307	1.509459478612733
2044.0.	997.8748022097043	1.551721166310633	0.018933831129816	999.4454572071425	1.8701510889529622
2080.0.5.0	997.3678365538349	1.9216010140966961	0.02344824173989	999.3128858096691	2.316076464143448
2117.0.	996.7415285649628	2.378401344843296	0.029024162608791003	999.1489540724123	2.8668684451708053
2153.0.5.0	995.9686303931127	2.941887011618908	0.035903309679187	998.9464207144081	3.5464127890338553
2190.0.	995.016119065743	3.6359688488135298	0.044378282831393	998.6964661973857	4.383626997106349
2226.0.5.0	993.844207085628	4.489390102823683	0.054801089502963	998.3883982779523	5.413305113263373
2263.0.	992.4053096178403	5.536427628831618	0.06759191599190001	998.0093291626616	6.676988305621891
2299.0.5.0	990.6430442679068	6.817545425339102	0.083247410519697	997.5438371037635	8.223789045121514
2336.0.	988.4913892790938	8.379899709798249	0.10234727967581801	996.9736362685654	10.111051125566796
2372.0.5.0	985.8741935003143	10.277543630220563	0.125557379439	996.2772945099713	12.404666546979376
2409.0.	982.7053166572309	12.571116727101137	0.153626709843028	995.4300600941726	15.17879394129184
2445.0.5.0	978.8897753783549	15.326735275457082	0.187374862904222	994.403885516714	18.514637973745312
2482.0.	974.3263624729211	18.613739276037325	0.22766569463667902	993.1677674435925	22.49787139197178
2518.0.5.0	968.9122609993707	22.500927795496036	0.27536261892941705	991.6885514137938	27.214242984896305
2555.0.	962.5501364946691	27.050970021115653	0.331261474160333	989.9323679899427	32.742966876257036
2591.0.5.0	955.1579868861794	32.312870840144285	0.395999080404608	987.8668568067262	39.14769933195151
2628.0.	946.6815837221981	38.3127499941927	0.46994006736214505	985.4642737837509	46.465346605144745
2664.0.5.0	937.1086106451266	45.04377879566602	0.553051587606193	982.7054410283969	54.693640269798266
2701.0.	926.4826551217312	52.456836408733594	0.64478439573571	979.5842759261989	63.77929443832953
2737.0.5.0	914.9142611627841	60.45409415883325	0.7439871172122691	976.1123424388279	73.60939241359195
2774.0.	902.5857061004646	68.88797884317874	0.8488843454138211	972.3225692890554	84.00904389351665
2810.0.5.0	889.7464990255115	77.56745231782457	0.9571440173230711	968.2710953606578	94.74786227389453
2847.0.	876.6981141527567	86.27211802398996	1.0660429519667751	964.036275128712	105.5561911405155
2883.0.5.0	863.7690024759393	94.77258661033402	1.172714076848207	959.71430316312	116.1495035436913
2920.0.	851.2837109074683	102.85351854446475	1.274433101235343	955.411662553167	126.25682884092387
2956.0.5.0	839.5318745626579	110.33469949598056	1.36888732996536	951.2354613886024	135.64753282880537
2993.0.	828.7430495457052	117.08595276671306	1.454372671751221	947.2833749841678	144.15106841683783
3029.0.5.0	819.0716867954625	123.03350636814282	1.529885941930243	943.6350791055339	151.66637303134124
3066.0.	810.5937262196396	128.1578215411242	1.5951091530142572	940.3466569137764	158.16052153507684
3102.0.5.0	803.3134554592027	132.48488955405185	1.650308498990019	937.4486535122429	163.6588443861025
3139.0.	797.1773797264664	136.07399202159067	1.6961846935440121	934.9475564415992	168.23013549021874
3175.0.5.0	792.0912557211645	139.00483723902562	1.733711680843192	932.8298046410309	171.97063545173236
3212.0.	787.9369454871063	141.36619544160956	1.763991606039293	931.0671325347523	174.98958307557857
3248.0.5.0	784.5868384764219	143.24714439607416	1.788141363133752	929.6221242356271	177.397881650152
3285.0.	781.9147701533395	144.731168504305	1.807214846837384	928.4531535044789	179.30030951528752
3321.0.5.0	779.8033098721857	145.89279202849184	1.82215753934574	927.5182594400202	180.79095192295924
3358.0.	778.1478810749798	146.79616865154762	1.833786434948423	926.7778361614729	181.95116382294555
3394.0.5.0	776.858439890961	147.49501172703387	1.8427875731695962	926.1962391911611	182.84929580636242
3431.0.	775.8594677754749	148.03333421156145	1.849724383084994	925.7425263701176	183.54150564580794
3467.0.5.0	775.0889319149942	148.44659746887183	1.8550516361768001	925.390581020039	184.07313555807482
3504.0.	774.4967139536352	148.7629970154465	1.8591314346022192	925.1188424036803	184.48029738708087
3540.0.5.0	774.0428537450965	149.0047191020653	1.862249023194972	924.909821870353	184.79144373381519
3577.0.	773.6958254476503	149.1890792250172	1.864627219039778	924.7495318917032	185.02880359633465
3613.0.5.0	773.4309662221527	149.32950496346373	1.866438927816053	924.6269101134285	185.20962873166175
3650.0.	773.229111307796	149.43635672284262	1.867817631187979	924.5332856618223	185.34723860780844
