time	ATIII	II	IIa	IIa_ATIII	IX	IXa	IXa_ATIII	IXa_VIIIa	IXa_VIIIa_X	TF	TFPI	TF_VII	TF_VIIa	TF_VIIa_ATIII	TF_VIIa_IX	TF_VIIa_X	TF_VIIa_Xa	TF_VIIa_Xa_TFPI	V	VII	VIII	VIIIa	VIIIa1_L	VIIIa2	VIIa	Va	X	Xa	Xa_ATIII	Xa_TFPI	Xa_Va	Xa_Va_II	mIIa	mIIa_ATIII
1044.0.	1.903142428787666e-06	-3.4528820569524956e-174	8.390284186706854e-13	9.503339859173753e-07	9e-08	8.606873327917911e-11	1.182341585126091e-10	4.431952721617174e-12	1.265155486611375e-12	0	4.630863895475167e-11	0	0	0	0	0	0	0	-3.967264423556553e-50	1.9073015252503044e-158	-1.744641432639986e-49	7.809431139494683e-12	6.864934606522942e-10	6.864934606522942e-10	1.009999999999999e-08	5.124335980607938e-10	2.3402043533929882e-08	1.9009257465353003e-08	9.57401760822461e-08	2.453691361045252e-09	1.9487566401939182e-08	-4.093276303313465e-176	-7.232960464037654e-136	4.5066517505420616e-07
1056.0.	1.902498962069568e-06	-1.296559067065e-176	7.134585755587098e-13	9.503341114872181e-07	9e-08	8.535777766148344e-11	1.191931706934335e-10	4.243880352611283e-12	1.2051712924884829e-12	0	4.7414989076839294e-11	0	0	0	0	0	0	0	-3.9665270148414173e-50	1.015003352982138e-159	-1.744317150298336e-49	7.561822841617804e-12	6.869891255133001e-10	6.869891255133001e-10	1.009999999999999e-08	5.260734579164484e-10	2.328045224894636e-08	1.8503272808435202e-08	9.638255821831928e-08	2.452585010923164e-09	1.9473926542083523e-08	-1.523890062237248e-178	-1.797689210903272e-137	4.5066517505420616e-07
1068.0.	1.901872855519193e-06	9.007841860044748e-179	6.06714453068966e-13	9.503342182313409e-07	9e-08	8.46442805234782e-11	1.2014389637570152e-10	4.0635934862712624e-12	1.148229614565812e-12	0	4.854871176387635e-11	0	0	0	0	0	0	0	-3.965900058721398e-50	5.844629305175068e-161	-1.744041440512788e-49	7.32394889511951e-12	6.87464228004061e-10	6.87464228004061e-10	1.009999999999999e-08	5.401089710191855e-10	2.3164611107998502e-08	1.800929104628008e-08	9.700760729888998e-08	2.451451288236127e-09	1.945989102898078e-08	1.059785273045988e-180	-4.479766125273106e-139	4.5066517505420616e-07
1080.0.	1.901263680697275e-06	2.625522123170168e-180	5.159680046216815e-13	9.503343089777892e-07	9e-08	8.392870358048874e-11	1.210863235579539e-10	3.89080728661702e-12	1.094165574957106e-12	0	4.9710164336742655e-11	0	0	0	0	0	0	0	-3.965366968914683e-50	3.6355774297649216e-162	-1.743807009311633e-49	7.095437216419485e-12	6.879195899220241e-10	6.879195899220241e-10	1.009999999999999e-08	5.545484927108128e-10	2.305422904660067e-08	1.752718649769436e-08	9.761574894717766e-08	2.4502898356632603e-09	1.9445451507289152e-08	3.078772086700194e-182	-1.11940498214802e-140	4.5066517505420616e-07
1092.0.	1.900671015047748e-06	3.463063051042346e-182	4.388169924016194e-13	9.503343861288016e-07	9e-08	8.321148726488522e-11	1.2202044488003681e-10	3.7252438297121084e-12	1.042824025382644e-12	0	5.089969911168965e-11	0	0	0	0	0	0	0	-3.964913658537156e-50	2.4374256146835778e-163	-1.7436076618565497e-49	6.875930893064144e-12	6.883560012518587e-10	6.883560012518587e-10	1.009999999999999e-08	5.694004081015499e-10	2.294903073219679e-08	1.7056823226621102e-08	9.820740332437006e-08	2.449100300888314e-09	1.9430599591898413e-08	4.0907173891760994e-184	-2.8049494990998885e-142	4.5066517505420616e-07
1104.0.	1.90009444212013e-06	3.359212324823632e-184	3.732207077130958e-13	9.503344517250861e-07	9e-08	8.249305138298151e-11	1.229462573914664e-10	3.566632303474818e-12	9.940589220940655e-13	0	5.211766239724622e-11	0	0	0	0	0	0	0	-3.964528161574517e-50	1.758347386098469e-164	-1.743438135981445e-49	6.665087340377089e-12	6.887742214340718e-10	6.887742214340718e-10	1.009999999999999e-08	5.846731133516878e-10	2.284875563841017e-08	1.6598056235225068e-08	9.878298484319165e-08	2.4478823376027583e-09	1.941532688664827e-08	3.933948333409376e-186	-7.048876792603064e-144	4.5066517505420616e-07
1116.0.	1.899533551763518e-06	2.4196220535607585e-186	3.174454235959326e-13	9.503345075003704e-07	9e-08	8.177379577457077e-11	1.238637623279528e-10	3.4147091546950105e-12	9.477327427982094e-13	0	5.3364393477454433e-11	0	0	0	0	0	0	0	-3.964200312116105e-50	1.362009251235892e-165	-1.743293961132545e-49	6.462577532405381e-12	6.891749805701193e-10	6.891749805701193e-10	1.009999999999999e-08	6.003749956684848e-10	2.2753157178674922e-08	1.615073255814552e-08	9.934290191958276e-08	2.4466356065225503e-09	1.9399625004331483e-08	2.859542973656352e-188	-1.776589730473449e-145	4.5066517505420616e-07
1128.0.	1.8989879402940621e-06	9.966491398701355e-189	2.700181012837556e-13	9.503345549276922e-07	9e-08	8.105410097178636e-11	1.247729648960109e-10	3.269218189329728e-12	9.037159428898077e-13	0	5.4640223582384224e-11	0	0	0	0	0	0	0	-3.963921472431573e-50	1.130918370674298e-166	-1.743171338787583e-49	6.268085298830979e-12	6.895589805689672e-10	6.895589805689672e-10	1.009999999999999e-08	6.165144119791968e-10	2.266200189525216e-08	1.5714692265218092e-08	9.988755675914849e-08	2.4453597764176183e-09	1.9383485588020762e-08	1.1658917630264808e-190	-4.491382877597177e-147	4.5066517505420616e-07
1140.0.	1.8984572106377401e-06	-4.87903417026768e-191	2.296870975070977e-13	9.503345952586963e-07	9e-08	8.033432885444381e-11	1.256738740655565e-10	3.129910631587813e-12	8.618864484286857e-13	0	5.594547484724061e-11	0	0	0	0	0	0	0	-3.963684302374841e-50	1.004625588473977e-167	-1.743067041049047e-49	6.081306680481663e-12	6.899268962395196e-10	6.899268962395196e-10	1.009999999999999e-08	6.330996662515237e-10	2.257506869989237e-08	1.5289769379461462e-08	1.004173451752965e-07	2.444054525152763e-09	1.936690033374842e-08	-5.705215193982764e-193	-1.1389758609146448e-148	4.5066517505420616e-07
1152.0.	1.897940972450223e-06	-1.677521744026945e-192	1.9538881055315983e-13	9.50334629556983e-07	9e-08	7.961482329943515e-11	1.265665023703619e-10	2.996545146790809e-12	8.221291834290213e-13	0	5.728045926175274e-11	0	0	0	0	0	0	0	-3.963482563775598e-50	9.531933615612629e-169	-1.7429783246235142e-49	5.9019493369331445e-12	6.902793763328649e-10	6.902793763328649e-10	1.009999999999999e-08	6.501389854409692e-10	2.249214816265132e-08	1.487579271664681e-08	1.0093265643622119e-07	2.4427195407382534e-09	1.934986101455897e-08	-1.957226691509853e-194	-2.897650632738659e-150	4.5066517505420616e-07
1164.0.	1.8974388422155389e-06	-2.273056475596142e-194	1.662193646969623e-13	9.503346587264287e-07	9e-08	7.889591082211365e-11	1.274508657162258e-10	2.868887832518885e-12	7.843356291585671e-13	0	5.864547761190299e-11	0	0	0	0	0	0	0	-3.963310954465506e-50	9.641788595975894e-170	-1.742902857833139e-49	5.729732000455252e-12	6.906170445378852e-10	6.906170445378852e-10	1.009999999999999e-08	6.676404940576676e-10	2.2413041845599523e-08	1.447258665232702e-08	1.0143387313811389e-07	2.441354522388103e-09	1.933235950594227e-08	-2.6749802521166813e-196	-7.395897144620529e-152	4.5066517505420616e-07
1176.0.	1.8969504433251911e-06	-2.23349954984071e-196	1.41410569605278e-13	9.503346835352241e-07	9e-08	7.817790120793578e-11	1.2832698319669472e-10	2.746712182108788e-12	7.48403413277642e-13	0	6.004081841643253e-11	0	0	0	0	0	0	0	-3.9631649674159864e-50	1.038078358267245e-170	-1.7428386586701832e-49	5.564383971230023e-12	6.909405004334014e-10	6.909405004334014e-10	1.009999999999999e-08	6.856121873562745e-10	2.233756167838541e-08	1.4079971821787711e-08	1.019213711021864e-07	2.439959181583574e-09	1.9314387812643682e-08	-2.6018781120333496e-198	-1.894116891008884e-153	4.5066517505420616e-07
1188.0.	1.896475406139312e-06	-1.620272530708199e-198	1.2030950737785712e-13	9.503347046362861e-07	9e-08	7.746108813291335e-11	1.2919487691616042e-10	2.629799024168075e-12	7.142359267750023e-13	0	6.146675686092849e-11	0	0	0	0	0	0	0	-3.96304077116278e-50	1.187512475324089e-171	-1.7427840422125957e-49	5.405644649367651e-12	6.912503203997072e-10	6.912503203997072e-10	1.009999999999999e-08	7.040619031685343e-10	2.226552937281919e-08	1.369776575800085e-08	1.023955192932827e-07	2.4385332431390803e-09	1.929593809683141e-08	-1.907878208437672e-200	-4.867550454100874e-155	4.5066517505420616e-07
1200.0.	1.896013368031348e-06	7.879536878258581e-201	1.023611982642622e-13	9.503347225845951e-07	9e-08	7.674574977168365e-11	1.300545718201489e-10	2.5179364414004014e-12	6.817419667839425e-13	0	6.292355373267385e-11	0	0	0	0	0	0	0	-3.962935108281203e-50	1.441297673990713e-172	-1.7427375759775758e-49	5.253263099776338e-12	6.915470584920575e-10	6.915470584920575e-10	1.009999999999999e-08	7.229972924122175e-10	2.2196775873840168e-08	1.332578347230345e-08	1.0285667975803449e-07	2.4370764462673365e-09	1.9277002707587728e-08	9.159396478654666e-203	-1.25859556012118e-156	4.5066517505420616e-07
