	e	ez	w	z
75	3.36551140909229e-06	3.4539823637630157e-06	6.819493772855304e-06	1.3726523863381692e-05
76	3.381045987742721e-06	3.5060327591118506e-06	6.887078746854569e-06	1.3606888494033592e-05
77	3.3963251831271036e-06	3.557801761479691e-06	6.954126944606792e-06	1.3488071293913529e-05
78	3.411357447226115e-06	3.609284665310138e-06	7.02064211253625e-06	1.3370073222153624e-05
79	3.426150946660174e-06	3.6604770507735854e-06	7.086627997433756e-06	1.3252894951792671e-05
80	3.440713573227468e-06	3.7113747720950055e-06	7.15208834532247e-06	1.3136536882582536e-05
81	3.4550529540292256e-06	3.7619739463462165e-06	7.217026900375438e-06	1.3020999153278357e-05
82	3.469176461198722e-06	3.8122709426840576e-06	7.2814474038827764e-06	1.2906281653433178e-05
83	3.4830912212498755e-06	3.862262372016612e-06	7.345353593266485e-06	1.2792384034716915e-05
84	3.4968041240606635e-06	3.9119450770803094e-06	7.408749201140971e-06	1.267930572177873e-05
85	3.5103218315060096e-06	3.961316122911432e-06	7.471637954417439e-06	1.256704592267114e-05
86	3.523650785754205e-06	4.0103727876961605e-06	7.534023573450363e-06	1.2455603638853485e-05
87	3.5367972172403805e-06	4.059112553983966e-06	7.595909771224345e-06	1.23449776747917e-05
88	3.549767152330008e-06	4.107533100249719e-06	7.657300252579726e-06	1.2235166647170566e-05
89	3.5625664206848928e-06	4.155632292790487e-06	7.718198713475379e-06	1.2126168993734148e-05
90	3.575200662343625e-06	4.2034081779435555e-06	7.778608840287179e-06	1.2017982981769279e-05
91	3.5876753345279735e-06	4.25085897461274e-06	7.838534309140713e-06	1.1910606716246563e-05
92	3.5999957181862496e-06	4.297983067090575e-06	7.897978785276823e-06	1.1804038147632618e-05
93	3.612166924284221e-06	4.344778998164471e-06	7.956945922448691e-06	1.1698275079386853e-05
94	3.6241938998537223e-06	4.391245462495413e-06	8.015439362349136e-06	1.1593315175155469e-05
95	3.6360814338087154e-06	4.437381300258227e-06	8.073462734066942e-06	1.1489155965674848e-05
96	3.6478341625381345e-06	4.483185491032898e-06	8.131019653571033e-06	1.1385794855396089e-05
97	3.659456575284489e-06	4.528657147936847e-06	8.188113723221338e-06	1.1283229128841836e-05
98	3.6709530193168213e-06	4.5737955119884735e-06	8.244748531305298e-06	1.1181455956706251e-05
99	3.6823277049062698e-06	4.618599946692682e-06	8.300927651598954e-06	1.1080472401708386e-05
100	3.6935847101121513e-06	4.663069932839483e-06	8.356654642951638e-06	1.0980275424208902e-05
