	T	Tm	Tmw	Tw
34	53322101.02302036	535570.5738185379	18229.620520369754	167396.77853831055
35	54072100.44611683	567358.4324100005	18955.928324266253	178951.39578547273
36	54829163.64492809	601686.8284934883	19761.57794162594	191455.18567766674
37	55593006.36386319	638790.6543262232	20658.06004521436	204996.19755016678
38	56363300.063771404	678928.72852599	21658.76390366065	219671.36635138732
39	57139666.881600715	722386.3454139084	22779.318733723638	235587.45169888236
40	57921674.031862274	769478.0867761809	24038.000184813136	252862.07464146163
41	58708828.487640806	820550.48575533	25456.145206376845	271624.69741503475
42	59500567.919773415	875986.4908863038	27058.89394840084	292018.28091989516
43	60296253.57463851	936208.921758162	28875.85895487784	314200.5706592856
44	61095164.60363771	1001683.2104085735	30941.688470634926	338345.11577072216
45	61896485.77736983	1072923.2764666206	33297.33158692418	364643.46586756816
46	62699296.37608037	1150496.693927697	35991.32433353465	393307.1282783757
47	63502563.140229225	1235027.9132214955	39080.69231093055	424568.795019736
48	64305123.58947942	1327205.7614106408	42633.186550934726	458685.2250362673
49	65105673.04503058	1427789.077415456	46729.23117835848	495939.4508994952
50	65902751.499448985	1537612.1983758663	51464.126860005286	536642.9696322973
51	66694725.36068137	1657592.3806558272	56951.31442494241	581138.7555857709
52	67479771.63237388	1788735.8138871612	63325.607406915784	629803.8014296814
53	68255854.31702225	1932146.4545093002	70748.23688798351	683052.9051217927
54	69020715.59225571	2089027.6721156188	79410.13470789471	741339.7781560392
55	69771842.2522493	2260694.0274496977	89539.99829073437	805162.3456871487
56	70506453.34240904	2448572.5941196363	101409.93324536589	875064.1927725838
57	71221467.11367619	2654211.668165047	115345.85744287597	951639.3674372546
58	71913488.93417992	2879278.973390592	131736.02689768368	1035533.3870269608
59	72578782.83107963	3125564.567277166	151044.23386289997	1127446.7558585696
60	73213251.27113907	3394978.334871966	173823.40807248667	1228136.8440604664
61	73812423.10497755	3689537.860723515	200733.1501271323	1338417.7006912692
62	74371426.63113886	4011365.337572818	232557.93446402726	1459162.6048353456
63	74884993.16108184	4362657.059397445	270231.8614073991	1591300.0478023186
64	75347442.19227777	4745667.141313677	314861.93131450826	1735813.411315142
65	75752697.57747775	5162661.109247727	367759.8121334944	1893733.7821808446
66	76094302.40208757	5615870.521471633	430473.6568116332	2066133.1482086428
67	76365447.34641938	6107436.301836768	504822.16528387304	2254114.9007909633
68	76559034.8053844	6639314.941091137	592940.4868903443	2458796.2233657246
69	76667742.07420786	7213197.00708044	697315.79933795	2681292.576950709
70	76684115.09603298	7830397.707245785	820829.4624370332	2922695.524867993
71	76600693.68748176	8491726.513424387	966798.9254124546	3184045.392906424
72	76410165.56689984	9197338.99919199	1139017.891808367	3466298.8921228964
73	76105538.50471047	9946590.999107039	1341783.0615357847	3770295.8710257737
74	75680358.428305	10737868.576861283	1579914.135070378	4096718.805198031
75	75128893.41142946	11568460.198081972	1858756.0050339904	4446060.554467245
76	74446454.46404901	12434354.123952122	2184163.7734308294	4818570.584183844
77	73629564.7745417	13330182.34220997	2562447.9246377754	5214233.145503827
78	72676291.77005209	14249060.585944261	3000311.809330394	5632717.244385191
79	71586334.46780445	15182684.461386599	3504708.933445541	6073380.529029843
80	70361452.2428493	16121146.30299555	4082739.1964319325	6535206.283145824
81	69005312.8839093	17053313.244890507	4741400.9538540635	7016862.279657931
82	67523768.85115536	17966827.54851777	5487413.638250007	7516673.245054157
83	65924761.37405284	18848489.538005408	6326932.617029939	8032671.285869139
84	64218229.66819686	19684578.943669926	7265313.17557361	8562639.041904978
85	62415913.11109858	20461314.97222637	8306821.63275145	9104176.265945325
86	60531073.2127385	21165304.777512927	9454406.2575209	9654772.614795646
87	58578145.15439763	21784043.098425664	10709471.523712663	10211890.95403949
88	56572334.01300913	22306371.873847105	12071723.997368593	10773051.192431154
89	54529162.45569878	22722920.88014281	13539069.817400565	11335915.405680502
90	52464127.765186176	23026376.940445997	15107596.886647008	11898345.554185295
91	50392152.36586645	23211840.08423917	16771615.66731389	12458487.302337738
92	48327350.3378986	23276845.990961578	18523798.2771176	13014788.217324337
93	46282668.58447384	23221433.60620675	20355354.747914445	13566037.48241986
94	44269669.75955695	23048043.57069189	22256272.25876413	14111372.060323894
95	42298364.7404086	22761350.133543167	24215582.35727152	14650271.256142108
96	40377137.90639536	22368000.34076771	26221647.296130374	15182536.272744766
97	38512779.46672271	21876252.144720964	28262470.446995325	15708246.442779876
98	36710546.25069557	21295616.667405386	30325982.0316858	16227715.28942682
99	34974243.22535908	20636522.67885867	32400288.113636598	16741449.416210813
100	33306339.78745944	19909989.48196825	34473886.94788434	17250106.338630386
