time	ACA	CAR1	ERK2	PKA	REGA	excAMP	incAMP
12.0.9.0	2.40325971611101	1.5766091404256901	0.7968461926943291	1.156780622270596	1.124720167987426	0.32569873500414304	0.684309350478654
13.0.2.0	2.604232402191978	1.703814529352936	0.8615459597395431	1.163042827288666	1.069850725338867	0.352861818026031	0.724364543012316
13.0.5.0	2.807419967962438	1.843552121926175	0.927772187028509	1.196564238837274	1.007415569828737	0.38149658514292	0.780665408192393
13.0.799999999999999.0	2.996505812388537	1.987730423060259	0.9904952139143651	1.256749723120639	0.9426379570327881	0.409633406296029	0.851413021353231
14.0.1.0	3.152664155385959	2.125667851615053	1.043782535255243	1.341734884915364	0.880878004707191	0.43483579285267504	0.9335246888699731
14.0.399999999999999.0	3.257272736015767	2.24477362444192	1.08156699971988	1.4479722989196602	0.8268891434184421	0.454456037800321	1.02236415224202
14.0.7.0	3.295725757237318	2.33212617909263	1.098798938243511	1.569895454484069	0.7842679971674651	0.466073785521434	1.111778712401033
15.0.	3.261246235003356	2.376804486760467	1.092686214105795	1.699864972947777	0.755231436897695	0.46802918910053304	1.194571747390064
15.0.299999999999999.0	3.157142358018773	2.372381839480781	1.063551697947953	1.828559129084039	0.740705271758296	0.45987264463126204	1.2633863313608429
15.0.6.0	2.996343070016038	2.318684683562407	1.014896043928825	1.945837957257904	0.7405924558237501	0.442536922624081	1.311796948048558
15.0.899999999999999.0	2.798263547241321	2.222044242272049	0.9525842235385461	2.04193828546072	0.7540669170003951	0.418136897477609	1.335306343191821
16.0.2.0	2.584325666420283	2.093867791367112	0.8834868730710501	2.10873152021213	0.7797958719472271	0.38947156393692905	1.331983756590009
16.0.5.0	2.37390280163135	1.9480934950300632	0.81411990902513	2.140757474146183	0.8160683751707981	0.359431263468232	1.3026244025961011
16.0.8.0	2.181887560137122	1.798498655210215	0.749720218023845	2.135830951059063	0.8608551559763271	0.330519669023976	1.250465126583165
17.0.099999999999998.0	2.018084160761114	1.656701697923351	0.6939026819084521	2.095147322257325	0.9118363992231491	0.304602834916865	1.180586610263956
17.0.4.0	1.8879002840485881	1.5312211112452472	0.648784201167872	2.02293018110847	0.9664250821948931	0.282879431586058	1.099158674861509
17.0.7.0	1.793612294623482	1.4274793621649802	0.615352692980868	1.925739608961529	1.0218008434544381	0.26599503248211204	1.012670772377712
18.0.	1.7356426979758681	1.348389358750971	0.593883989270619	1.8115935615575771	1.074962203543616	0.254212125813836	0.927261390566751
18.0.3.0	1.713554505114089	1.295145681747843	0.584288789534824	1.6890577096499841	1.122804556670876	0.24757198486602303	0.8482266724191551
18.0.599999999999998.0	1.726671407937793	1.2679546434168731	0.5863439271153571	1.5664388405672351	1.162234775390904	0.24601599674561203	0.779749280169568
18.0.9.0	1.774336706080884	1.266567854943483	0.5998045220557711	1.451178705450002	1.19033617873655	0.24945687384058302	0.724845068932347
19.0.2.0	1.8558535227030801	1.29057715848578	0.6244093171207771	1.349495148866636	1.204595447266971	0.257801455659723	0.6854848648991331
19.0.5.0	1.9701433079861181	1.339475420402563	0.6597924055600981	1.266264620312169	1.203191545669845	0.27092994102488605	0.6628202863491021
19.0.8.0	2.115151476974079	1.412502309041636	0.705311866247968	1.205094701292011	1.185323053566221	0.288636079082745	0.6574307173889861
20.0.099999999999998.0	2.287042632732982	1.508297148334549	0.759808147568881	1.168504321260347	1.151516145489435	0.31053317011555304	0.6695121299493121
20.0.4.0	2.479282272811955	1.624391009332047	0.8213190475084541	1.1581156686996361	1.1038209684234581	0.33593493238522704	0.698943494521441
20.0.7.0	2.681807705280265	1.756602602762632	0.8868080079128011	1.174765262968069	1.045790026262748	0.36373072497344	0.745191170874244
21.0.	2.88063420919863	1.898465883881496	0.952005770076299	1.21846263210901	0.9821633769811471	0.392291522224516	0.807049146476959
21.0.3.0	3.05835783796408	2.040904356241713	1.011505299957369	1.288166711879219	0.918272775190999	0.419461683792727	0.8822683704334301
21.0.599999999999998.0	3.195971282752284	2.172439883705739	1.059248720213823	1.381415229919192	0.85929432352778	0.44269905801573206	0.9671975025928921
21.0.9.0	3.276053036808584	2.280206113921062	1.089454934364325	1.493923438332499	0.80956188425825	0.45940260081795203	1.0566136986847101
22.0.2.0	3.286707615737809	2.351841792070922	1.097841115954094	1.619337449137757	0.772137457413633	0.46739881931362404	1.143918863393035
22.0.5.0	3.224925938691572	2.37795344129083	1.082761933801038	1.749339300022835	0.7487167601059581	0.46546157425629203	1.221778631796319
22.0.8.0	3.097865068923094	2.354412794741823	1.045790435374172	1.8742222415046381	0.739802247732529	0.45367107291700903	1.2831094102293021
23.0.099999999999998.0	2.9212917122009943	2.283589761160197	0.991433393948663	1.983899815247005	0.7449933937943141	0.433445050642948	1.322160637938486
23.0.4.0	2.71577013582313	2.173941745449047	0.9260633337605031	2.069150083055536	0.7632574934427211	0.40721009116690005	1.335391261204356
23.0.7.0	2.502196330499006	2.038078232167407	0.8565093911972901	2.122808959883798	0.7931141119108731	0.37784612914088905	1.321926239478937
24.0.	2.29830741032285	1.890068968223317	0.7888379594632671	2.140650911876249	0.832733062159128	0.348122292312302	1.28353619567809
24.0.3.0	2.116982346981227	1.7429638922642021	0.727654963200929	2.121802760690223	0.879978383664466	0.320302591093783	1.2242192000641001
24.0.599999999999998.0	1.9662057721979451	1.607197225691138	0.6759627528662081	2.068665219033553	0.9324324448654271	0.29598589807756304	1.149530369528853
24.0.9.0	1.8500441102493812	1.4900400672078211	0.635399877764524	1.986418430970311	0.9874225054751321	0.27614058491584603	1.065811958723638
25.0.2.0	1.7699514025271141	1.3958671636793651	0.606642498759216	1.882246118770293	1.042061138149162	0.26124747524165504	0.9794550869896671
25.0.5.0	1.725949005083893	1.326851786678404	0.5897999923875591	1.764433796198571	1.09330753488477	0.25147056471793	0.8962940168340361
25.0.8.0	1.717473640556753	1.283748927470518	0.584717663056449	1.641489960860005	1.138058192476094	0.24680438404290403	0.8211986034179221
26.0.099999999999998.0	1.743852394358925	1.266554223125653	0.591160400674264	1.521411745139377	1.173279132770453	0.247175711080539	0.7578893904757891
26.0.4.0	1.8044342278955532	1.274944537237977	0.608881990941609	1.411173208581232	1.196193214865127	0.252495467594803	0.708956836290845
26.0.7.0	1.89841984741537	1.308480260504959	0.637593512071138	1.31646258911666	1.204530759017776	0.262664266104767	0.676029830425333
27.0.	2.024422554032692	1.366581562423798	0.676842811548631	1.241644171223248	1.196835750891439	0.27753642205196505	0.660016559264131
27.0.3.0	2.179790841447679	1.4482989260814692	0.725815570334434	1.189880185111265	1.17279186434336	0.29684682577536303	0.661335230223533
27.0.599999999999998.0	2.35975100823934	1.5519022822526671	0.7830746678303261	1.163323854928502	1.133496890575151	0.32010659223617904	0.6800605122830351
27.0.9.0	2.556501451695169	1.6743303226791442	0.846274316421678	1.163287716948608	1.081585064962657	0.34647979518341804	0.7159301563690791
28.0.2.0	2.758513105359761	1.810585250948256	0.9119210227789011	1.190301295906683	1.021097673859512	0.374666578071698	0.768185122607658
28.0.5.0	2.95043222385624	1.953232164366781	0.9752978594499361	1.244000560732876	0.9570550972581631	0.40283623078678404	0.8352602964908351
28.0.799999999999997.0	3.114051646889782	2.092249165968559	1.030697321341568	1.322841962290777	0.894786750481203	0.42866986426510706	0.9144045023842631
29.0.099999999999998.0	3.230666175819619	2.215521558789169	1.072077511736948	1.423706394708304	0.839186852750718	0.449570118808708	1.001376376345393
29.0.4.0	3.284637664936166	2.310195760773683	1.094124973927048	1.541538463838795	0.794113221577719	0.463055594131478	1.09040115837189
29.0.7.0	3.267257299191293	2.364836513468305	1.093487166337511	1.6692180506124301	0.7620874029761281	0.46727541986728904	1.1745356956179571
30.0.	3.17943113235394	2.371907156565073	1.069739529621859	1.797840099632754	0.744315945341619	0.46148622468390504	1.246457114058553
