time	species_0	species_1	species_10	species_11	species_12	species_13	species_14	species_15	species_16	species_17	species_2	species_3	species_4	species_5	species_6	species_7	species_8	species_9
6800.0.	2.478150075111124	997.5217536138887	499.999975922	176.96973716262417	725.9322442486836	2054.6248540116458	3871.0426773464915	5670.731007085738	588.9132150466747	17.45030568039412	0.5418628860888031	46.279086911968335	3953.178857581939	134.8882556473801	27.567806543072418	54.210583608824265	99.9999903689	499.999951844
7000.0.	2.482969754801525	997.5169339341985	499.999975922	176.57843605515865	722.8849662536115	2044.6375976474305	3876.8869714195885	5679.292980921805	589.3312754606927	17.42354637384601	0.5355034540555901	46.009041032617446	3953.455262893324	134.99662216797853	27.569845494829963	54.10017813646956	99.9999903689	499.999951844
7200.0.	2.486853842738778	997.5130498462612	499.999975922	176.26432196663154	720.4323773069603	2036.6012302316287	3881.594543396335	5686.189640352446	589.6668988995317	17.40203702353482	0.530465182341571	45.7939299516157	3953.67541224604	135.0836336236697	27.57146446691156	54.01154770869691	99.9999903689	499.999951844
7400.0.	2.489984145000383	997.5099195439994	499.999975922	176.0119613209651	718.4578619162667	2030.132742254424	3885.387099201471	5691.745787898437	589.9365587201969	17.384737848541203	0.5264597979195881	45.62217178581725	3953.85117579626	135.15355251826617	27.572753713142422	53.940339567871	99.9999903689	499.999951844
7600.0.	2.492507101985182	997.5073965870148	499.999975922	175.80907704878453	716.867834245096	2024.9248260302713	3888.4429153652645	5696.22260133191	590.1533625597348	17.370818281180686	0.523266735640185	45.484768212218896	3953.9917724321385	135.20977221373147	27.573782818684563	53.88309076686266	99.9999903689	499.999951844
7800.0.	2.4945406663052623	997.5053630226945	499.999975922	175.64587954490307	715.5871498898812	2020.7308171266657	3890.9053992513977	5699.830174551745	590.3277645459291	17.359613798863304	0.520715602366001	45.37467967990284	3954.1044120977294	135.25500022456185	27.574605852802875	53.83703972191274	99.9999903689	499.999951844
8000.0.	2.496179850687291	997.5037238383125	499.999975922	175.51454697777112	714.5554379050608	2017.352625320835	3892.8899497149837	5702.7375685609795	590.4681189121287	17.350591999787518	0.518673716389303	45.28636775634583	3954.194765907263	135.29140091722007	27.575265105017625	53.79997977703758	99.9999903689	499.999951844
8200.0.	2.4975011969180843	997.5024024920815	499.999975922	175.4088193187583	713.724170191343	2014.6310829383383	3894.489456895923	5705.080868753942	590.5811127263388	17.343325844592037	0.51703708659567	45.2154548287063	3954.267315464697	135.32070718866524	27.57579383329895	53.77014477731153	99.9999903689	499.999951844
8400.0.	2.498566373399899	997.5013373155998	499.999975922	175.32367959401031	713.0543192537148	2012.4382307422736	3895.778713382987	5706.969647342424	590.6721058173611	17.337472478309966	0.515723773334385	45.158467735747855	3954.3256158709164	135.34430828187246	27.57621831223402	53.746119205167105	99.9999903689	499.999951844
8600.0.	2.499425070610113	997.5004786183897	499.999975922	175.25510250670987	712.5144847656434	2010.6711504996817	3896.817954467627	5708.492149883249	590.7453989649614	17.33275641801062	0.51466893112649	45.11264243770438	3954.3724960111676	135.3633191249773	27.57655937759106	53.72676729670528	99.9999903689	499.999951844
8800.0.	2.500117331521761	997.4997863574779	499.999975922	175.19985543339195	712.0793936916008	2009.2470304760357	3897.655701271288	5709.719460503701	590.8044462853333	17.328956170953134	0.5138210604944801	45.0757737487089	3954.4102125707955	135.3786352780153	27.5768336033421	53.71117691791532	99.9999903689	499.999951844
9000.0.	2.500675427493624	997.499228261506	499.999975922	175.15534037260744	711.7286983124296	2008.0992137908001	3898.331045407038	5710.7088489654425	590.8520239577973	17.325893559273855	0.513139143297065	45.04609878643306	3954.4405694502693	135.39097660745173	27.577054206846356	53.698614984974796	99.9999903689	499.999951844
9200.0.	2.501125368555215	997.4987783204442	499.999975922	175.11946807771056	711.4460120964784	2007.1740309001348	3898.875485876746	5711.506461746309	590.8903646243613	17.323425187611083	0.512590433108232	45.02220594928725	3954.465010997604	135.40092208991769	27.577231750496644	53.688491958859686	99.9999903689	499.999951844
9400.0.	2.501488119576182	997.4984155694232	499.999975922	175.09055759376778	711.2181357086511	2006.4282583606055	3899.314406663084	5712.1494867343135	590.9212646832356	17.321435612680972	0.5121487375711581	45.00296342032859	3954.484695222101	135.40893760612855	27.57737468928236	53.680333503863416	99.9999903689	499.999951844
9600.0.	2.501780579780386	997.4981231092193	499.999975922	175.06725592137684	711.0344352059705	2005.8270784104689	3899.668265783529	5712.667895209064	590.9461701001891	17.319831868117586	0.511793074456884	44.987462740170464	3954.500551565373	135.4153981760736	27.57748980055683	53.67375782264365	99.9999903689	499.999951844
9800.0.	2.5020163717899733	997.4978873172097	499.999975922	175.0484736764421	710.8863421829876	2005.342439519751	3899.9535524795074	5713.085844137606	590.9662451423201	17.318539070912795	0.511506614392235	44.9749740968858	3954.513326668723	135.42060577307768	27.577582522973664	53.668457503220466	99.9999903689	499.999951844
10000.0.	2.502206477331081	997.4976972116685	499.999975922	175.03333349612424	710.766951738056	2004.9517383212756	3900.183557973781	5713.422805345006	590.9824275008932	17.317496892659143	0.5112758453558051	44.96491078487082	3954.523620749774	135.4248036128209	27.57765722486187	53.6641849615895	99.9999903689	499.999951844
10200.0.	2.502359749469446	997.49754393953	499.999975922	175.02112862307595	710.670698972461	2004.6367593818782	3900.3689962590356	5713.694474978404	590.9954725433115	17.31665672329126	0.511089909963349	44.956800876972295	3954.5319165930646	135.4281876260627	27.577717417435153	53.66074075577497	99.9999903689	499.999951844
10400.0.	2.5024833253984733	997.4974203636011	499.999975922	175.0112896324564	710.5930985873146	2004.3828220122714	3900.5185041900704	5713.9135061491215	591.0059888671236	17.315979390099418	0.510940078203569	44.95026459693735	3954.5386027048594	135.43091567741925	27.577765924641326	53.657964197212415	99.9999903689	499.999951844
10600.0.	2.502582959120506	997.4973207298791	499.999975922	175.00335768231213	710.5305352072373	2004.1780934434057	3900.6390444151407	5714.090099232719	591.0144668849654	17.315433322399308	0.5108193268879571	44.94499621300537	3954.543991840107	135.43311497783696	27.57780501877268	53.655725802662644	99.9999903689	499.999951844
10800.0.	2.502663289585557	997.4972403994141	499.999975922	174.99696299663992	710.4800945068174	2004.0130357676	3900.736230063014	5714.232477540061	591.0213018188186	17.31499307422123	0.510722003530626	44.940749528396054	3954.548335848074	135.43488804777851	27.577836528940036	53.65392122255454	99.9999903689	499.999951844
11000.0.	2.502728056825141	997.4971756321746	499.999975922	174.99180754957933	710.4394271720919	2003.8799604856738	3900.8145864108983	5714.347270664468	591.0268122053168	17.31463813478672	0.510643557260401	44.937326240519525	3954.5518375822207	135.43631751656787	27.577861927970485	53.652466354735665	99.9999903689	499.999951844
11200.0.	2.502780276173381	997.4971234128262	499.999975922	174.98765112566065	710.4066392950874	2003.7726696533778	3900.8777617793385	5714.439823445669	591.0312547935373	17.314351970481123	0.510580323107333	44.934566592954084	3954.5546604639394	135.4374699863188	27.577882402105764	53.651293410848425	99.9999903689	499.999951844
11400.0.	2.502822378711133	997.4970813102885	499.999975922	174.98430009441725	710.3802040530279	2003.6861667471846	3900.9286975200735	5714.514445004353	591.0348365421634	17.31412125309912	0.5105293488846391	44.9323418627396	3954.556936168376	135.43839914367433	27.577898906961934	53.6503477486368	99.9999903689	499.999951844
11600.0.	2.502856324485941	997.4970473645137	499.999975922	174.9815983686362	710.3588905305355	2003.6164236715256	3900.9697650401845	5714.574609484454	591.0377242830026	17.31393523803627	0.510488256131261	44.93054831889603	3954.558770804973	135.43914826634267	27.577912212493395	53.64958532043577	99.9999903689	499.999951844
11800.0.	2.502883693784921	997.4970199952146	499.999975922	174.97942012028597	710.3417063535328	2003.5601929885124	3901.002876256717	5714.623117870689	591.0400525061478	17.313785263240877	0.5104551283352751	44.92910236170695	3954.560249889958	135.4397522424741	27.577922939146745	53.64897061765081	99.9999903689	499.999951844
12000.0.	2.502905760720401	997.4969979282791	499.999975922	174.97766391122167	710.3278514500226	2003.5148565787513	3901.029572641248	5714.662228440061	591.0419296330377	17.31366434540817	0.510428421030665	44.92793661026494	3954.5614423487045	135.44023919785292	27.577931586945166	53.64847501447166	99.9999903689	499.999951844
12200.0.	2.502923552553837	997.4969801364458	499.999975922	174.9762479635327	710.316680778182	2003.4783036563977	3901.0510970033956	5714.69376192572	591.0434430716068	17.313566854531977	0.510406889454817	44.92699675234298	3954.562403738202	135.44063180719203	27.577938558897163	53.648075433181624	99.9999903689	499.999951844
12400.0.	2.502937897524197	997.4969657914754	499.999975922	174.97510634774937	710.3076742810572	2003.4488324396473	3901.0684513619212	5714.719186298891	591.0446632903432	17.313488251582115	0.5103895303140741	44.926239007357225	3954.563178842329	135.4409483509497	27.57794417984127	53.64775326848078	99.9999903689	499.999951844
12600.0.	2.502949463407644	997.4969542255918	499.999975922	174.9741859106281	710.3004126665398	2003.4250708867482	3901.0824435997088	5714.739685119081	591.0456471019912	17.31342487705783	0.510375534892742	44.92562808271558	3954.5638037623926	135.4412035671358	27.577948711623264	53.64749352051334	99.9999903689	499.999951844
12800.0.	2.5029587886072973	997.496944900392	499.999975922	174.97344379867732	710.2945578808244	2003.405912796808	3901.0937250794154	5714.756212641516	591.0464403104686	17.313373780530025	0.510364251283089	44.925135527167065	3954.564307601551	135.44140933793972	27.577952365321543	53.64728409601083	99.9999903689	499.999951844
13000.0.	2.5029663072179	997.4969373817815	499.999975922	174.97284546199091	710.2898373673685	2003.3904662961615	3901.102820968698	5714.769538244013	591.0470798444534	17.313332583234814	0.510355153960462	44.92473840402973	3954.5647138220115	135.44157524320084	27.577955311096243	53.64711524497577	99.9999903689	499.999951844
13200.0.	2.502972369235307	997.4969313197644	499.999975922	174.9723630449946	710.2860313756356	2003.3780123087474	3901.1101546910977	5714.780282247867	591.047595477397	17.313299367293386	0.510347819267017	44.92441822186647	3954.565041338868	135.4417090065971	27.57795768612544	53.646979106551974	99.9999903689	499.999951844
13400.0.	2.502977256848663	997.4969264321511	499.999975922	174.9719740892834	710.2829627302343	2003.3679710751508	3901.116067636888	5714.788944794511	591.0480112139919	17.313272586413735	0.5103419056582971	44.92416007275504	3954.5653054015875	135.44181685530978	27.57795960100037	53.64686934296553	99.9999903689	499.999951844
13600.0.	2.502981197577803	997.4969224914222	499.999975922	174.9716604877373	710.280488581462	2003.3598751591355	3901.120835057417	5714.795929130943	591.0483464080667	17.31325099388699	0.51033713778136	44.92395193761529	3954.5655183046038	135.4419038100192	27.577961144880344	53.64678084437669	99.9999903689	499.999951844
13800.0.	2.5029843748639378	997.4969193141359	499.999975922	174.9714076414055	710.2784937549799	2003.3533476850596	3901.1246788781855	5714.80156038114	591.0486166637329	17.313233584546065	0.510333293643208	44.92378412630361	3954.5656899600544	135.44197391866805	27.577962389652452	53.64670949095796	99.9999903689	499.999951844
14000.0.	2.502986936611585	997.4969167523882	499.999975922	174.9712037798387	710.2768853903106	2003.3480847931555	3901.1277780299774	5714.806100680922	591.0488345618876	17.313219547957925	0.510330194268604	44.92364882629497	3954.5658283594375	135.44203044495643	27.577963393253704	53.64665196106423	99.9999903689	499.999951844
14200.0.	2.502989002068502	997.4969146869313	499.999975922	174.9710394129334	710.2755886168842	2003.3438414914006	3901.1302767790485	5714.809761382567	591.0490102460348	17.313208230710732	0.510327695361236	44.92353973875978	3954.56593994588	135.4420760202503	27.577964202423978	53.64660557659857	99.9999903689	499.999951844
14400.0.	2.502990667382042	997.4969130216177	499.999975922	174.9709068892397	710.2745430695184	2003.34042025185	3901.1322914421726	5714.812712891662	591.0491518944654	17.313199105977127	0.5103256805844321	44.92345178530638	3954.5660299141095	135.44211276613422	27.577964854828707	53.646568178310886	99.9999903689	499.999951844
14600.0.	2.502992010072743	997.4969116789271	499.999975922	174.9708000396352	710.273700077531	2003.3376618145007	3901.13391580237	5714.81509260162	591.0492661010555	17.313191748993695	0.510324056141594	44.923380871437786	3954.5661024524215	135.44214239316432	27.5779653808397	53.646538025270445	99.9999903689	499.999951844
14800.0.	2.502993092642403	997.4969105963575	499.999975922	174.97071389022236	710.2730203996341	2003.3354377733465	3901.135225473219	5714.817011287369	591.0493581821702	17.31318581729142	0.5103227464100151	44.92332369597588	3954.5661609376143	135.44216628049037	27.577965804944135	53.64651371383976	99.9999903689	499.999951844
15000.0.	2.502993965484848	997.4969097235148	499.999975922	174.97064443067447	710.2724723965409	2003.3336445986063	3901.1362814202494	5714.818558264241	591.0494324242628	17.313181034745938	0.510321690417878	44.923277597286074	3954.5662080922957	135.4421855400871	27.577966146885252	53.6464941123017	99.9999903689	499.999951844
15200.0.	2.5029946692305183	997.4969090197693	499.999975922	174.97058842764446	710.2720305587973	2003.3321988178732	3901.137132797359	5714.819805543379	591.0494922833088	17.31317717873037	0.51032083900685	44.92324042942387	3954.5662461115685	135.4422010684899	27.577966422581017	53.64647830820326	99.9999903689	499.999951844
15400.0.	2.502995236639083	997.496908452361	499.999975922	174.970543274143	710.2716743187012	2003.3310331299829	3901.137819236589	5714.8208111862605	591.0495405458003	17.313174069744388	0.510320152541911	44.923210462165734	3954.566276765291	135.44221358855955	27.577966644865636	53.64646556585013	99.9999903689	499.999951844
15600.0.	2.502995694123218	997.4969079948772	499.999975922	174.9705068682755	710.2713870933279	2003.3300932719883	3901.138372691472	5714.821622005251	591.0495794583505	17.313171563065033	0.510319599067392	44.923186300517735	3954.5663014804136	135.44222368310366	27.577966824086587	53.64645529208601	99.9999903689	499.999951844
15800.0.	2.502996062978376	997.4969076260222	499.999975922	174.97047751537323	710.2711555124439	2003.3293354935506	3901.1388189248332	5714.822275743243	591.0496108323126	17.313169542008296	0.5103191528188581	44.92316681975587	3954.5663214074234	135.44223182201628	27.577966968586637	53.646447008674166	99.9999903689	499.999951844
16000.0.	2.502996360375022	997.4969073286256	499.999975922	174.970453849032	710.2709687959025	2003.3287245202398	3901.139178709124	5714.82280283216	591.0496361281766	17.313167912492464	0.5103187930227541	44.92315111302631	3954.5663374739493	135.44223838417227	27.577967085092595	53.64644033001421	99.9999903689	499.999951844
16200.0.	2.5029966001565898	997.4969070888444	499.999975922	174.97043476760908	710.2708182521928	2003.328231911417	3901.1394687919096	5714.823227807417	591.0496565234203	17.313166598665013	0.510318502930713	44.923138449190844	3954.5663504278764	135.442243675028	27.577967179027336	53.64643494522182	99.9999903689	499.999951844
16400.0.	2.5029967934850568	997.4969068955161	499.999975922	174.97041938285082	710.2706968734957	2003.3278347364796	3901.1397026766963	5714.823570451837	591.0496729674812	17.313165539366807	0.510318269038698	44.923128238739054	3954.5663608722202	135.4422479408832	27.57796725476414	53.64643060363104	99.9999903689	499.999951844
16600.0.	2.502996949359561	997.4969067396416	499.999975922	174.9704069786199	710.2705990097895	2003.327514507056	3901.1398912504046	5714.823846714935	591.0496862257887	17.31316468529074	0.5103180804592921	44.92312000638707	3954.5663692931516	135.4422513803012	27.577967315828193	53.64642710314749	99.9999903689	499.999951844
16800.0.	2.502997075036212	997.496906613965	499.999975922	174.9703969774822	710.2705201053229	2003.327256315939	3901.1400432914106	5714.824069457062	591.0496969155382	17.313163996673147	0.5103179284136661	44.92311336890078	3954.5663760826837	135.44225415339628	27.57796736506209	53.64642428081856	99.9999903689	499.999951844
17000.0.	2.502997176365602	997.4969065126355	499.999975922	174.97038891386063	710.2704564870745	2003.3270481444993	3901.1401658776103	5714.824249047525	591.0497055343707	17.313163441462496	0.510317805823927	44.923108017297196	3954.566381556877	135.4422563892608	27.577967404757963	53.64642200525825	99.9999903689	499.999951844
17200.0.	2.5029972580642843	997.4969064309364	499.999975922	174.9703824124184	710.270405193597	2003.326880302049	3901.140264714958	5714.824393845594	591.0497124834641	17.313162993813865	0.5103177069836501	44.923103702466406	3954.566385970548	135.44225819196797	27.577967436763558	53.646420170546165	99.9999903689	499.999951844
17400.0.	2.502997323935303	997.4969063650651	499.999975922	174.9703771705145	710.2703638374115	2003.3267449762266	3901.140344404392	5714.824510591708	591.0497180862884	17.313162632888876	0.510317627292025	44.923100223561185	3954.5663895291445	135.44225964543114	27.57796746256846	53.64641869127682	99.9999903689	499.999951844
17600.0.	2.502997377045382	997.496906311955	499.999975922	174.97037294410515	710.2703304929382	2003.326635866883	3901.1404086558473	5714.8246047209705	591.0497226036982	17.313162341884716	0.510317563038668	44.92309741860757	3954.5663923983516	135.44226081732032	27.577967483374323	53.646417498580824	99.9999903689	499.999951844
17800.0.	2.5029974198664853	997.4969062691339	499.999975922	174.97036953647475	710.2703036083229	2003.3265478951798	3901.1404604599566	5714.824680614701	591.0497262459501	17.313162107256353	0.510317511233167	44.92309515705927	3954.566394711705	135.44226176217927	27.57796750014935	53.64641653694488	99.9999903689	499.999951844
18000.0.	2.5029974543917453	997.4969062346084	499.999975922	174.9703667890139	710.2702819320805	2003.3264769662217	3901.1405022278755	5714.824741805274	591.0497291825884	17.313161918083473	0.510317469464019	44.923093333644196	3954.5663965768895	135.44226252399076	27.577967513674746	53.64641576160926	99.9999903689	499.999951844
18200.0.	2.502997482228196	997.4969062067721	499.999975922	174.97036457383692	710.2702644552783	2003.3264197784874	3901.1405359038035	5714.824791140971	591.0497315502947	17.313161765560398	0.510317435787054	44.92309186349025	3954.5663980807212	135.4422631382121	27.577967524579847	53.64641513648457	99.9999903689	499.999951844
18400.0.	2.5029975046719573	997.496906184328	499.999975922	174.9703627878009	710.2702503643135	2003.326373670029	3901.1405630558284	5714.824830919059	591.0497334593031	17.313161642584948	0.510317408634346	44.9230906781495	3954.566399293216	135.44226363343972	27.577967533372114	53.64641463246384	99.9999903689	499.999951844
18600.0.	2.502997522767559	997.4969061662326	499.999975922	174.97036134778392	710.2702390031792	2003.3263364940733	3901.140584947533	5714.8248629907075	591.0497349984611	17.313161543434173	0.510317386742018	44.923089722448935	3954.5664002708095	135.44226403272208	27.577967540460886	53.64641422608996	99.9999903689	499.999951844
