time	Inh	Inh_T1	T1	T1_alpha	T2	T2_beta	T3	T3_Inh	alpha	alpha_T1	alpha_T1_alpha	alpha_T2	alpha_T2_beta	alpha_alpha_T1	alpha_beta_T2	beta	beta_Inh_T3	beta_T3	beta_T3_Inh
440.0.	0.313743352941083	31.843884016237705	6.6264686898336915	0.008082890177470001	3.862295186858606	0.015005083907675002	2.072210895248806	36.25492224072741	0.09491993984536301	0.001542330876104	0.0030152305699580003	0.000777010798726	0.001943084032833	0.017006842305079	0.009979634402155001	0.05407286754051201	0.11006088814718001	0.00011493388485300001	0.062691041991973
445.0.5.0	0.313709270827568	31.11018454882658	7.3217812075007025	0.018700964349297	3.838781996578009	0.025186755354146002	2.328967143559595	35.98844751487133	0.20264756331197	0.00358967324463	0.00688446842521	0.0016399847268590002	0.003972270811840001	0.038859137653604006	0.020418992529141002	0.07369068790449801	0.11556582353960701	0.000172386763604	0.06684713126609501
451.0.	0.393146123471157	30.467221104134055	7.857767506542427	0.048275400091612006	3.775935806347735	0.052898816779708	2.548717986100748	35.67810847739334	0.49446219168425104	0.009320327812702001	0.017679368477285	0.003923151317958	0.009335500351133001	0.099736292941955	0.047906725203461	0.138563029021067	0.17176090386137902	0.000349938347688	0.101062694297067
456.0.5.0	0.6587379841825001	30.045451759426964	7.977676087884408	0.130572761986869	3.605765979310551	0.12678085227174202	2.665124064270096	35.2777571540667	1.323867841459617	0.02537073002634	0.048483398064417	0.010039503733787002	0.024209284151150003	0.272445262611042	0.12320438053276402	0.324726475168127	0.34869186603843105	0.0008521408625500001	0.20757477476240402
462.0.	1.418416086121621	30.14416137609978	7.145875001247154	0.32005730484563105	3.18218787817111	0.304754710854583	2.5173901456943293	34.64099218033082	3.565674847539246	0.06277065896735	0.126213776115277	0.024132485866078003	0.063486575363029	0.700921882724844	0.315438349745193	0.8309421737215641	0.83827338482568	0.0020600746932840004	0.5012842144560931
467.0.5.0	3.311277296673878	31.19739633831046	5.082581915182346	0.540102715910743	2.443101109487731	0.599257898926127	1.871109139313428	33.45321491343429	7.995054013062053	0.10764443562110601	0.24424730021822702	0.042916134154787004	0.13989945235648002	1.328027294757152	0.6648254050748671	1.948935906148408	1.987436544870849	0.0036326544149220003	1.184606747966729
473.0.	6.554993648198542	33.15070149309364	3.038314823213352	0.508047068399763	1.856526002272612	0.833337973242768	0.914289749959711	31.555807080245845	11.451066809446848	0.102711106720761	0.267353640242032	0.048998937992097	0.20620182401575302	1.432871868330477	0.9449352624767651	3.417401796550551	3.791887050555883	0.0032491921180210002	2.234766927120731
478.0.5.0	9.50115373105448	35.17662071822705	1.918193823950286	0.295428510450337	1.843640785786986	0.9061345479919071	0.342926387433211	29.783564454093618	9.57016479453624	0.05895870193462201	0.16466382241879002	0.041765974014937	0.19685263396517502	0.8861344230189401	0.90160605824099	4.195562835879662	5.294623397680306	0.001707079964577	3.077178680828466
484.0.	10.463404398692223	36.55950408241219	1.35482687540493	0.123854941010023	2.277324969866185	0.8289999930279901	0.18718665222439002	29.347070396467245	5.244639401727354	0.023910228842917002	0.06793588206227101	0.028350039035958	0.13282862257818	0.36996799026766103	0.622496375491681	3.840935118139145	5.69410160865134	0.0010299080197270002	3.270611434637493
489.0.5.0	9.458548575457044	37.18975867495587	1.107873557889552	0.043982708864541004	2.867658412655548	0.6155684185617061	0.176126022843538	30.368797215844946	2.202807929586655	0.008258098307976	0.023102929365061003	0.014939738520378	0.06740674151329	0.12702403061699802	0.32442668874907205	2.835391672201271	5.068880133497704	0.000779713138529	2.885416914675496
495.0.	7.438581604503352	37.3241342442808	1.103983343200075	0.0161988238423	3.338444099797701	0.37840366877687803	0.214927841033655	32.109447537875	0.828446007832725	0.002996670906376	0.008067442009498	0.006506009451864	0.028212230296431003	0.044619475760952	0.138433991677119	1.848837637689525	3.944062479214668	0.00061548604193	2.230946655834974
500.0.5.0	5.352383528907089	37.1899150273618	1.280334374065389	0.006933851979232001	3.608760328774653	0.21269251957638002	0.287355674927877	33.81353373376625	0.317005783700577	0.001273771667814	0.0032885603484230004	0.0026679001455800003	0.011046006833956	0.018254414577332	0.054833244669425005	1.155480180241121	2.813400414829008	0.00048661329793000006	1.585223563179189
506.0.	3.672549037834018	36.891234108392474	1.594057011565257	0.0035233451218170003	3.741579447270879	0.12008472173407701	0.391951200426633	35.120781110840255	0.134322364901723	0.0006456370728940001	0.0016055755710970001	0.001158173291178	0.004529735221055001	0.008934322276433001	0.022647922482804003	0.722193954636214	1.911897741143661	0.00038677313663400004	1.07498317445308
511.0.5.0	2.4716602209979612	36.46837999869685	2.022932513373777	0.002129721274836	3.805840867476211	0.070895899766016	0.5288761494177311	35.9892300060862	0.066415051491843	0.000390639447073	0.000937841852208	0.000574602402909	0.002105659899754	0.005229285355240001	0.010582970455103001	0.456821004884691	1.268917089896833	0.000309103814738	0.712667650784762
517.0.	1.660825316403372	35.941731408135304	2.552110362533184	0.0015413047067620001	3.838706464210896	0.043907826692602	0.697359780096051	36.50017702810054	0.039548734581234	0.00028373000361300003	0.000657878624956	0.00034038364818600003	0.001164911832864	0.0036753159961560003	0.005880413615445001	0.29276647914368903	0.8340545861641321	0.000247371123176	0.46816123451637204
522.0.5.0	1.128236890872554	35.328124427773474	3.166603850098965	0.0013447311051900002	3.8565541835177193	0.028421002068808	0.895109107043026	36.75015898305397	0.028841223666378	0.000248870421477	0.000557522017456	0.000246157193299	0.000787551132775	0.0031205985834150004	0.003991106087392	0.19025179003780202	0.54736941686245	0.00019769823542100003	0.30716479480539904
528.0.	0.7834819801266321	34.64531161972617	3.849223964773423	0.0014183149901020001	3.8664310440415592	0.019347111594432	1.118345387760723	36.81781602759937	0.025903027522966002	0.000264152085665	0.0005723509394560001	0.00021905787792100002	0.000657717246853	0.0032095974851630003	0.0033450692392290003	0.125993027510517	0.361051469011396	0.00015820509376	0.20262891053502202
533.0.5.0	0.5628742291309431	33.912287885326926	4.580870101745472	0.0018040026901670002	3.871400150450698	0.014219718704383	1.362126623641032	36.76048326316507	0.028578916470708003	0.000338247359833	0.000710167667926	0.000239508880812	0.000678526367021	0.003989595209661001	0.00346209559708	0.086252417081787	0.24158284331913202	0.00012840271300700002	0.135678867162039
539.0.	0.42459395144468204	33.14863606345196	5.341088525706276	0.0027474565190730004	3.872488143896436	0.011941636772325001	1.620652952304913	36.61821454167002	0.038416865496718	0.000518618692259	0.0010576598247630002	0.000319175791037	0.0008584300299970001	0.005951675805662001	0.004392613510199	0.06316458684789	0.16702133032306102	0.000109256597611	0.09400191910469101
544.0.5.0	0.343481085894322	32.37459177162224	6.107100486262173	0.004955171742819	3.868958066690836	0.012464152164167	1.887152297038346	36.418034986406134	0.062157829670366004	0.00094145424934	0.001870403988131	0.0005120211046730001	0.001315924206889	0.010540712135339001	0.006749835833428	0.053203646175745	0.124353102671459	0.00010467938842600001	0.070354934495928
550.0.	0.30880192755123603	31.613562264530096	6.84830590917357	0.010425388405518	3.856997822332489	0.017257129460729	2.152610497347199	36.17639315456957	0.11921887740792401	0.001993016236802	0.0038713510967780004	0.0009728341862240001	0.002406666811629	0.021842070557285	0.012365547208921001	0.05772954756997901	0.10869450320779901	0.00012656160418500001	0.06217528327151701
