time	PX	PY	PZ	X	Y	Z
740.0.	2345.9141539472507	274.1494672837987	68.56150336546007	27.094376709651016	0.117860257833425	1.394881352140171
750.0.	1974.0149098994066	142.79118147405313	181.11921672555508	8.048665507218479	0.11700813348828801	4.746796909183715
760.0.	1152.7069992826382	78.26017664911642	556.4200720113854	1.2068342954976221	0.164189363806021	14.129226347775004
770.0.	601.8238458084347	51.74873771539165	1398.0846246649483	0.23636643680077402	0.36216737125937304	28.847507714147785
780.0.	308.65759334026365	61.05424970945435	2279.549949951054	0.12263841764701901	1.121619771695279	29.84471866857767
790.0.	160.0648986420229	148.57983533791148	2111.0769440276804	0.114501884335828	3.830690269043803	10.76292568134506
800.0.	86.497455785464	458.5715669384229	1285.534544657829	0.14979392634142102	11.861104333303876	1.7110963260979561
810.0.	54.17909540069945	1217.5076655666544	677.5881173225146	0.30462773772044205	26.442368449138243	0.29598641880195103
820.0.	55.780246313536985	2173.61643659008	347.6371515510127	0.9044627453089841	31.72739072360303	0.12980307926255
830.0.	122.70295411914972	2226.992384503925	179.64116529954615	3.082062413165833	14.001692311871707	0.11314556541545501
840.0.	376.01442488958054	1427.9070191786916	95.98812464705811	9.854883574670621	2.43096375119264	0.138689821015185
850.0.	1046.6962974439843	762.380841383582	57.60456228225413	23.770100800581833	0.38369981295265604	0.25946884743363
860.0.	2035.0963877277889	391.63814350462883	52.369340943959116	32.64511646584613	0.14029236481023202	0.732357268187787
870.0.	2312.7528940698876	201.80762109466974	102.33453947362923	17.639571612161348	0.112881245996927	2.474837136729401
880.0.	1577.7710085073434	106.85800325427455	307.2649451592799	3.441218252052149	0.130202909267675	8.11647898712663
890.0.	856.938284820366	62.010496149507205	889.4217154471206	0.51284462814647	0.22408572411502603	20.98995164789997
900.0.	441.26835821749575	50.53430136865642	1872.445850355834	0.155535262558701	0.596265820596654	32.60940351027414
910.0.	226.8903166403287	86.49535273315155	2360.522331284748	0.113740246962688	1.9853196130108741	21.44324265426402
920.0.	119.25747682846192	250.6698486896441	1731.7407513274	0.12381406716925901	6.6359040446511806	4.8277833324256445
930.0.	67.41102535269981	747.9950406957333	961.8825703729348	0.19641469725257502	18.236908615923404	0.7027175650407601
940.0.	50.057499334093855	1694.5233632889815	497.1928389210398	0.48886087538064105	31.712845892401884	0.177689292126046
950.0.	74.37006904866081	2365.075234697204	255.257382097402	1.5926856443834692	25.099405030255745	0.11585899155905201
960.0.	204.5585989874653	1884.8325643987175	133.36282484883563	5.392966667455244	6.677445704758091	0.11913104121261701
970.0.	623.4393307600236	1077.6142897185125	73.84643489344717	15.615948647646483	0.980754835916638	0.17482575710209602
980.0.	1509.7732149272676	560.1295426518636	50.779561816605934	30.098999489123628	0.20999425248496903	0.404240220462092
990.0.	2324.815633041305	287.3229303347279	65.29063537644302	28.27775407601278	0.119509134207606	1.2790760993530061
1000.0.	2030.3586997421128	149.378065747888	167.34530458717563	9.058096504592921	0.115867725294265	4.361976761850219
