time	s130	s137	s149	s153	s161	s166	s47	s48	s49	s50	s56	s60	s63	s64	s67	s71	s72	s75	s80	s81	s83	s84	s90	s91
142.0.	0	0.043445866193725	0.000555935645436	0.00019520243489800002	0.0070084276599540005	0.012415836959556	0.000863283621979	0.000250549294715	0	0.00494420538331	0.13087549462091902	0.8097906394676031	0.087540919886436	0	0.24943440975274103	0.0019497417639470001	0.052852902826343	0.014752888051092001	0.9613367505852181	0.015360747434105001	0.029060546787739002	0.016141527495493	1.9353518191897743e-05	0.999329443135417
144.0.	0	0.042943558638624	0.000517734146764	0.00018256518162100002	0.007066370649333	0.012055974567478001	0.0008807243703790001	0.000264981602399	0	0.005222298218683001	0.136138436435627	0.825848950512157	0.085397513255498	0	0.24229466941313202	0.0020178419561770002	0.05303901320097001	0.014758531770392002	0.958279946632945	0.015302365701612001	0.031382639151514	0.016439687038892002	2.082327619264269e-05	0.9992890935552131
146.0.	0	0.042315688607322	0.00048139308701800005	0.00017012795457700003	0.0071421783978660005	0.011698219528246	0.0008978244958910001	0.000281843346211	0	0.00554648281467	0.14209887519264702	0.840451860071837	0.08320920308019501	0	0.235563859734254	0.002086550337565	0.05310911841048101	0.014760960549887	0.954585956746345	0.015254991376504	0.034201621379411004	0.01671753957235	2.2240869195837732e-05	0.9992528064412021
148.0.	0	0.041521560537931004	0.000446273743777	0.00015765801434300001	0.007242187252821001	0.011334127907724001	0.000914474827056	0.000302274887092	0	0.005938325001641	0.14908277603272002	0.853333161978956	0.080949610809353	0	0.229253439508519	0.0021553639455320003	0.053027224720317005	0.014760370235577	0.9499333114785811	0.015216709840658002	0.037775806819702	0.016967658508017	2.35794244136402e-05	0.999221935506796
150.0.	0	0.040489898955686006	0.000411510191105	0.00014481205609800002	0.007377390707099	0.010950651337819	0.000930510334752	0.00032832545974200003	0	0.006436492242231	0.157667247623409	0.8639974041713261	0.07857373074042301	0	0.223393598654713	0.002223468372223	0.05273269210241201	0.014756715347722	0.9437287062824931	0.015185995789972002	0.042590149743629006	0.017178766942415002	2.4807317629761595e-05	0.9991983005564781
152.0.	0	0.039086581534239	0.000375741275857	0.000131025634054	0.007568386429166	0.010525025528805	0.000945655775479	0.000364088645406	0	0.007117965321527001	0.16898218312063001	0.871442770102367	0.075999221556988	0	0.218051597128493	0.0022894380974940003	0.052113976743610006	0.014749567244094002	0.9347526524089371	0.015161680850719	0.049665741158492004	0.017331882966509	2.5890010371805314e-05	0.9991844806674621
154.0.	0	0.037033633291845	0.00033647819357	0.00011526681887800001	0.007857749292382001	0.010012060777045001	0.0009593979442070001	0.000419006597264	0	0.008159266649648	0.18555488555868702	0.873378065229461	0.073060154291143	0	0.21337709669290503	0.0023505106903820004	0.050942228510554	0.014737728875762001	0.920118104155322	0.015142982424590001	0.06150583580917401	0.017391008756656	2.6800772743231383e-05	0.999184377870973
156.0.	0	0.033687828236404004	0.000288556714419	9.549840845300605e-05	0.008343336185749001	0.009309775322593	0.000970667215605	0.000519711570017	0	0.010052243523283001	0.21412029189720402	0.8635794442084791	0.06937724559731501	0	0.20972877941261903	0.002400613711462	0.048684158542734	0.014718034850551	0.8916172024836261	0.015129709394963001	0.08559353705858501	0.017276881523335	2.756891382563418e-05	0.9992042706541161
158.0.	0	0.0274938020613	0.00022147838828900002	6.811859012308381e-05	0.009254632899247	0.008176186616254001	0.000977231506189	0.0007656746256460001	0	0.014574029712002001	0.276669392172172	0.8212304540389771	0.06396240158817401	0	0.208053440981803	0.002424729121806	0.043980701486058	0.014680634489306002	0.820477025162016	0.015123200908195002	0.14984767390171602	0.016781422707673	2.847968436586259e-05	0.9992540471854761
160.0.	0	0.016091897110826002	0.00012836884273900002	3.311559261808333e-05	0.010876081488988	0.006253929886750001	0.000979172518066	0.001681746817096	0	0.030006495495421004	0.452189058781484	0.6687118941697631	0.054327880985274	0	0.21066285671560703	0.0023890658636400003	0.034213762102251	0.014583918700719001	0.5929286139474781	0.015131500210886	0.369734091742903	0.015303480956491	3.0541953013485386e-05	0.9993434989864711
162.0.	0	0.003379819738834	5.3733763526675934e-05	9.382572199864773e-06	0.012416786495977002	0.004159175633618	0.0010538773777580002	0.007136966521727001	0	0.09061427739146201	0.895454820818517	0.24368696711676402	0.038193799148432	0	0.21877581568641302	0.0022821066541090004	0.021443830344502	0.014178557333272002	0.013995137090288	0.015206874033801	0.9817631692465271	0.011802770904277001	3.28153395101989e-05	0.9994659092683221
164.0.	0	0.000528264544764	4.2327184995507286e-05	5.14256795980264e-06	0.012993792534460001	0.003846902572842	0.002140083781415	0.048526647151766	0	0.213680358931741	1.063844273953704	0.043243113511732004	0.026051255154495002	0	0.21445667033114502	0.002333672816155	0.018565809575068003	0.011734313511255002	0.009008337680926001	0.015771396550832	0.990864536750898	0.008639099683042	2.4054235934348295e-05	0.999581523061663
166.0.	0	0.000285890258946	5.665651611573028e-05	6.639966274644053e-06	0.015866017105309	0.005439131466021	0.015727897370580002	0.22620538923867603	0	0.32767049745416604	0.854098461723759	0.015386430706484001	0.019335713999343	0	0.16502846487640302	0.003211588932446	0.022638430180353	0.004194707352276001	0.012075852903682	0.019045541042170003	0.987742592463076	0.008405618932312	1.5516963157383834e-05	0.9996581076978631
168.0.	0	0.001119498235419	0.0011119673985650002	0.00024231618912700002	0.037904838970670006	0.06479124890980201	0.9905334334361091	0.531088560677748	0	0.35192855330253103	0.12866588122674	0.0037939842077910004	0.015216705581334	0	0.069983850219431	0.010520874959836	0.071170565143192	0.0006300496911370001	0.100838447560745	0.028662905049586	0.8972982899685861	0.012481560757049	6.87468050028641e-06	0.999561056104013
170.0.	0	0.002152784309784	0.005860573382888001	0.005743726715165	0.015360203157556	0.666607526308303	0.9968108840526311	0.754584705836962	0	0.280722967700036	0.004726135729876	0.0006527862946090001	0.007207405172456001	0	0.008176153426888001	0.11240929272331301	0.25571436570848805	0.00037850882307	0.565324666763533	0.044116108570186004	0.424468946568115	0.027909453181228002	0.001353973187536	0.00029975371048100003
172.0.	0	0.002862418338777	0.003633097544881	0.005899562700398001	0.011268703351645001	1.194703063188972	0.997246872531875	0.821449491209696	0	0.20448707742607403	0.001942612960452	0.00048260119683500005	0.003351482916173	0	0.003565331738617	0.313964773084631	0.47307987378495103	0.00034077578009	0.9903440664464861	0.060641003847866005	0.0022848585612630003	0.069054499550391	0.0016665283997930002	2.9059550000752584e-05
174.0.	0	0.003170019709979	0.004220653701427	0.009588999785138	0.011405705485869002	1.362560917213691	0.996873403386307	0.7442144682535431	0	0.129458587053965	0.0017241852269190001	0.00046860038884100004	0.00490097415645	0	0.0042290890838570004	0.517767485954273	0.6717788284140841	0.00036601861005700005	0.99978519439747	0.07392899648072601	0.00015824262281500002	0.140351637230921	0.0034380526073650003	6.167876743712648e-05
176.0.	0	0.0037293347616890004	0.004976356212849	0.017669952529292002	0.012328289682438001	1.319852788967427	0.995088915379687	0.5312416504142841	0	0.057930828110204	0.001921811178202	0.0005694810791660001	0.009384686997253	0	0.005391371892669	0.713391122539586	0.8509815876367901	0.00047597099867600006	0.999768501719946	0.08079403399478101	0.00016780776601800002	0.24032032159902303	0.007300780440479	0.00014951285899300002
178.0.	0	0.005067256783691	0.005579344246254001	0.033659622502207005	0.014128528700474001	1.123863720609648	0.9635978357032081	0.19704393232042003	0	0.004430754290069	0.0025829746307600003	0.0009102414690100001	0.021527980647897002	0	0.007141966588657	0.893824101623178	1.005671197029434	0.0008715245351560001	0.9996914925958351	0.078836732057005	0.00021554974742800002	0.366173831179442	0.014689528256134001	0.00044072741608700006
180.0.	0	0.019941639897931	0.004110446497458	0.049320540937875	0.028446116719673002	0.595736208828872	0.00263019710216	1.145015303309767e-05	0	0.00023843080071200002	0.009793110875372001	0.006812878909995001	0.07230662085146701	0	0.01059082807326	0.994808187102107	1.070696587630049	0.0028412932723960002	0.998846072012822	0.06864257213973801	0.00072995081928	0.509519260866725	0.038055114527071006	0.008738760472507
182.0.	0	0.033164380645146	0.001205136689214	0.022123518938825002	0.024565988652892	0.18962838662598902	0.002539580598948	3.424400731362766e-05	0	0.0007014998277050001	0.027042580441947003	0.036304999934701	0.17530616801388701	0	0.014220228405027001	0.993085201949301	0.9242827874958921	0.005040689922581	0.9963514386452711	0.058919432174112	0.001690514754919	0.643223547926143	0.08938808504897901	0.13922314360957402
184.0.	0	0.039980594394202006	0.000692083558488	0.013166290662011	0.019637513039135003	0.10928782659594301	0.002464055074723	5.291413367413352e-05	0	0.0010707167275040002	0.038088122182879006	0.07716525603367301	0.254765187009579	0	0.017572350658424	0.990608826255814	0.7871786256188791	0.006838117194242	0.9943289634405491	0.050959404085074	0.002215382402627	0.757327938766544	0.10051356768547601	0.42126203658286904
186.0.	0	0.043383278122576	0.000541645250458	0.009553893141694001	0.016085712989161	0.07617659129733101	0.002372143422916	6.568404400853816e-05	0	0.001323793570477	0.045326088920338	0.121689349980569	0.324125157441693	0	0.022167506355261	0.986179509397417	0.704358323403603	0.008306790006769	0.992815704227444	0.044442696290571	0.002921327680722	0.8517111606662291	0.07467874257762501	0.681010946374067
188.0.	0	0.044425882795107	0.000505233297825	0.007358113881269001	0.013459617762883002	0.057419534149481005	0.002235851078242	7.580591305001984e-05	0	0.001524456695571	0.050892164206336	0.167258549459627	0.385472073178865	0	0.029917427619332002	0.9749431511094381	0.635423313529012	0.009506813886502001	0.9915272329581081	0.039107573234693	0.003952304832612	0.9227982055891201	0.043689088111037	0.850269597547853
190.0.	0	0.044140216996020006	0.000545855990717	0.005804816899523	0.011522454624942	0.045430431907662	0.002026858345742	8.460170823791047e-05	0	0.001698863340586	0.055657482795288	0.21234635746662503	0.43539141058263603	0	0.044041025109286	0.937444791055809	0.555346674231467	0.010487485943681001	0.99034067748876	0.034739798358313	0.005228206223048	0.9608708113938431	0.021166292672886	0.9405838750706971
192.0.	0	0.043226445303822005	0.0006558704879230001	0.004581214215195	0.010090695257322	0.037258377881893005	0.001738685358675	9.276784848980722e-05	0	0.0018607144007130002	0.060034741569128004	0.25618538424561405	0.46564399169519705	0	0.06925333707784401	0.8163998730163511	0.441734726302111	0.011289222763841	0.9891890579409091	0.031163996014484004	0.006563154587741001	0.9457979733953271	0.00822199369237	0.9811230419846481
194.0.	0	0.042274865245523006	0.0008533066227200001	0.003507944844921	0.009060691423548001	0.031582594833101	0.001393925675591	0.000100591093827	0	0.002015585968117	0.06417067085408701	0.298309097466871	0.458755691369975	0	0.11325377097084201	0.5115084488997901	0.279736532926943	0.011945059686151002	0.988047783657461	0.028236593579598002	0.007789576917246001	0.8456220459695121	0.0023990818820250003	0.99539114913015
196.0.	0	0.041646781855921	0.0012632201902740001	0.0023164888393630003	0.008352531891609	0.027628176956032	0.000995724382989	0.00010817299809600001	0	0.002165521750922	0.06813130634004201	0.338530896646182	0.37044527458395005	0	0.20216392343523001	0.0025380760540230003	0.08546935930862101	0.012481951200344002	0.9869097462150391	0.025840048208294	0.008940435045619	0.622885615529673	0.0005118305067200001	0.9991309078984301
198.0.	0	0.041165042302663005	0.0016217517873410002	0.001307488878095	0.007826839506159	0.024669820237117	0.000744639965838	0.000115649791517	0	0.00231310439302	0.071960532319886	0.37722191072298306	0.24749265085969002	0	0.30712048095542005	0.0015355567822680001	0.05536982620080601	0.012921596306760002	0.985762198386068	0.023878127792607003	0.010120063508803	0.35499236078769303	8.314963899043921e-05	0.9998443803718171
200.0.	0	0.041308926338523004	0.0016859922982760001	0.000834554809743	0.007515095169525	0.022654149497943	0.0006617088956000001	0.00012277342405800002	0	0.0024534719905970003	0.07553662072086101	0.41389441914277303	0.177776608698996	0	0.35928508722128205	0.0012844570114180001	0.048613868487171	0.013280858572275001	0.984645512683142	0.022272041602641002	0.011212313607503	0.17616963454023302	2.292538641351726e-05	0.9999297237683891
