time	Ln_	NRLc	NRLm	NRLn	NRc	NRm	NRn	RE	REL
24.0.3.0	0.004999999999999	0.208955223880596	0.208955223880594	0.40883721043771604	41.79104477611931	41.79104477611934	81.76744208754448	2.626279297982503	1.07372070201749
24.0.599999999999998.0	0.004999999999999	0.208955223880596	0.208955223880594	0.40883721043771803	41.79104477611931	41.79104477611934	81.76744208754448	2.626279297982498	1.073720702017494
24.0.9.0	0.004999999999999	0.208955223880596	0.208955223880595	0.40883721043771903	41.79104477611931	41.79104477611934	81.76744208754448	2.626279297982496	1.073720702017496
25.0.2.0	0.004999999999999	0.208955223880596	0.208955223880595	0.40883721043772003	41.79104477611931	41.79104477611934	81.76744208754448	2.626279297982495	1.073720702017498
25.0.5.0	0.004999999999999	0.208955223880596	0.208955223880596	0.40883721043772003	41.79104477611931	41.79104477611934	81.76744208754448	2.626279297982495	1.073720702017499
25.0.8.0	0.004999999999999	0.208955223880596	0.208955223880596	0.40883721043772103	41.79104477611931	41.79104477611934	81.76744208754448	2.626279297982495	1.0737207020175
26.0.099999999999998.0	0.004999999999999	0.208955223880596	0.208955223880596	0.40883721043772103	41.79104477611931	41.79104477611934	81.76744208754448	2.626279297982495	1.0737207020175
26.0.4.0	0.004999999999999	0.208955223880596	0.208955223880596	0.40883721043772103	41.79104477611931	41.79104477611934	81.76744208754448	2.626279297982495	1.0737207020175
26.0.7.0	0.004999999999999	0.208955223880596	0.208955223880596	0.40883721043772103	41.79104477611931	41.79104477611934	81.76744208754448	2.626279297982495	1.0737207020175
27.0.	0.004999999999999	0.208955223880596	0.208955223880596	0.40883721043772103	41.79104477611931	41.79104477611934	81.76744208754448	2.626279297982495	1.0737207020175
27.0.3.0	0.004999999999999	0.208955223880596	0.208955223880596	0.40883721043772103	41.79104477611931	41.79104477611934	81.76744208754448	2.626279297982495	1.0737207020175
27.0.599999999999998.0	0.004999999999999	0.208955223880596	0.208955223880596	0.40883721043772103	41.79104477611931	41.79104477611934	81.76744208754448	2.626279297982495	1.0737207020175
27.0.9.0	0.004999999999999	0.208955223880596	0.208955223880596	0.40883721043772103	41.79104477611931	41.79104477611934	81.76744208754448	2.626279297982495	1.0737207020175
28.0.2.0	0.004999999999999	0.208955223880596	0.208955223880596	0.40883721043772103	41.79104477611931	41.79104477611934	81.76744208754448	2.626279297982495	1.0737207020175
28.0.5.0	0.004999999999999	0.208955223880596	0.208955223880596	0.40883721043772103	41.79104477611931	41.79104477611934	81.76744208754448	2.626279297982495	1.0737207020175
28.0.799999999999997.0	0.004999999999999	0.208955223880596	0.208955223880596	0.40883721043772103	41.79104477611931	41.79104477611934	81.76744208754448	2.626279297982495	1.0737207020175
29.0.099999999999998.0	0.004999999999999	0.208955223880596	0.208955223880596	0.40883721043772103	41.79104477611931	41.79104477611934	81.76744208754448	2.626279297982495	1.0737207020175
29.0.4.0	0.004999999999999	0.208955223880596	0.208955223880596	0.40883721043772103	41.79104477611931	41.79104477611934	81.76744208754448	2.626279297982495	1.0737207020175
29.0.7.0	0.004999999999999	0.208955223880596	0.208955223880596	0.40883721043772103	41.79104477611931	41.79104477611934	81.76744208754448	2.626279297982495	1.0737207020175
30.0.	0.004999999999999	0.208955223880596	0.208955223880596	0.40883721043772103	41.79104477611931	41.79104477611934	81.76744208754448	2.626279297982495	1.0737207020175
