time	Ln_	NR	NRLc	NRLn	NRc	RE	REL
17.0.4.0	0.031475448695077	201.0977726191542	0.22257214432333902	6.361413189420538	46.36026389821776	0.502621066230743	3.197378933769261
17.0.7.0	0.031475827468864	201.10568671530962	0.22256099320778003	6.361738907213156	46.357876380604104	0.502598799000447	3.197401200999557
18.0.	0.031476042364843006	201.1130029689876	0.22255070949215802	6.362012660371743	46.35567768093161	0.5025800852779551	3.1974199147220492
18.0.3.0	0.031476123224705	201.11976503069795	0.222541226538844	6.362241856157166	46.35365289542465	0.50256441807724	3.197435581922764
18.0.599999999999998.0	0.031476095401883	201.12601356369763	0.22253248272258302	6.362432901063361	46.35178829303359	0.502551359046721	3.197448640953283
18.0.9.0	0.031475980385003	201.13178642106948	0.222524421067393	6.362591332190746	46.35007122362043	0.502540529421583	3.197459470578422
19.0.2.0	0.031475796338107	201.13711881630394	0.22251698890791202	6.3627219316545585	46.34849003327387	0.502531602154428	3.197468397845577
19.0.5.0	0.031475558568538	201.14204348694588	0.22251013757381302	6.362828826197788	46.347033986207464	0.502524295071045	3.197475704928959
19.0.8.0	0.031475279931939	201.1465908510252	0.222503822095924	6.362915573902607	46.345693192735936	0.5025183649181341	3.197481635081869
20.0.099999999999998.0	0.031474971182619	201.15078915611508	0.222498000932767	6.362985239653158	46.3444585428623	0.502513602187297	3.197486397812707
20.0.4.0	0.031474641276464	201.15466462096876	0.22249263571624	6.363040460792344	46.34332164504375	0.502509826614659	3.1974901733853462
20.0.7.0	0.031474297632646	201.15824156976677	0.22248769101526503	6.363083504231449	46.34227476973677	0.502506883268592	3.197493116731412
21.0.	0.031473946359553	201.16154255907787	0.222483134116245	6.363116316110952	46.341310797352314	0.50250463914938	3.197495360850624
21.0.3.0	0.031473592449697003	201.1645884976861	0.22247893481924103	6.363140564970883	46.34042317028003	0.502502980234497	3.197497019765507
21.0.599999999999998.0	0.031473239947693	201.16739875948048	0.222475065248836	6.363157679266696	46.33960584866605	0.5025018089117971	3.197498191088208
21.0.9.0	0.031472892094905	201.1699912896339	0.22247149967871302	6.363168879959968	46.338853269653136	0.5025010417503221	3.197498958249683
22.0.2.0	0.031472551453873	201.17238270432094	0.222468214369017	6.363175208819861	46.33816030981473	0.5025006075649731	3.197499392435031
22.0.5.0	0.031472220015217	201.17458838423957	0.22246518741562302	6.363177552990147	46.33752225053414	0.502500445736882	3.197499554263121
22.0.8.0	0.031471899289384	201.17662256221303	0.222462398610509	6.363176666305375	46.33693474609977	0.502500504756295	3.197499495243709
23.0.099999999999998.0	0.03147159038528	201.17849840515214	0.222459829312443	6.363173187777931	46.33639379430491	0.5025007409590131	3.197499259040991
23.0.4.0	0.031471294077560004	201.18022809066085	0.222457462327268	6.363167657623633	46.335895709356535	0.5025011174311981	3.197498882568808
23.0.7.0	0.031471010864114	201.18182287856558	0.22245528179710902	6.363160531146278	46.33543709691309	0.502501603060576	3.197498396939429
24.0.	0.031470741015108	201.18329317764517	0.22245327309786503	6.363152190760369	46.335014831084784	0.502502171714938	3.197497828285067
24.0.3.0	0.031470484614713	201.18464860783214	0.22245142274439103	6.363142956395419	46.33462603324304	0.502502801531256	3.19749719846875
24.0.599999999999998.0	0.031470241596556	201.18589805814793	0.222449718302817	6.363133094493762	46.334268052497514	0.502503474300926	3.19749652569908
24.0.9.0	0.031470011773753005	201.18704974062652	0.222448148309486	6.363122825786585	46.33393844771005	0.5025041749385081	3.197495825061497
25.0.2.0	0.031469794864281	201.18811124047164	0.22244670219602602	6.363112332008937	46.33363497092519	0.502504891022961	3.197495108977045
25.0.5.0	0.031469590512351	201.18908956268112	0.222445370220116	6.363101761693769	46.33335555210628	0.502505612401802	3.197494387598204
25.0.8.0	0.031469398306348005	201.1899911753631	0.222444143401509	6.363091235166873	46.33309828507446	0.5025063308498681	3.197493669150137
26.0.099999999999998.0	0.031469217793824	201.19082204995797	0.22244301346294001	6.363080848848863	46.33286141455621	0.502507039775406	3.1974929602246
26.0.4.0	0.031469048493978004	201.19158769856526	0.22244197277555303	6.363070678956164	46.332643324253105	0.502507733967236	3.197492266032768
26.0.7.0	0.031468889907979004	201.19229320857394	0.22244101430849703	6.363060784681933	46.33244252585185	0.502508409377431	3.197491590622574
27.0.	0.031468741527458	201.19294327477098	0.22244013158240103	6.363051210926057	46.33225764890201	0.502509062934802	3.197490937065203
27.0.3.0	0.031468602841441005	201.19354222910263	0.22243931862641703	6.363041990635242	46.33208743149296	0.5025096923850261	3.197490307614979
27.0.599999999999998.0	0.031468473341948	201.1940940682492	0.22243856993857003	6.363033146805872	46.33193071166676	0.502510296153806	3.197489703846199
27.0.9.0	0.031468352528476004	201.19460247916413	0.222437880449176	6.363024694195425	46.33178641950923	0.502510873229936	3.19748912677007
28.0.2.0	0.031468239911533004	201.1950708627204	0.22243724548707203	6.36301664078225	46.33165356986589	0.5025114230655671	3.197488576934439
28.0.5.0	0.031468135015371004	201.19550235559828	0.22243666074846602	6.363008989008208	46.331531255633465	0.5025119454912991	3.197488054508706
28.0.799999999999997.0	0.031468037380047005	201.19589985053648	0.2224361222682	6.363001736834157	46.33141864158138	0.5025124406440631	3.197487559355942
29.0.099999999999998.0	0.031467946562927	201.1962660150682	0.22243562639323902	6.362994878634262	46.331314958661864	0.5025129089060061	3.197487091094
29.0.4.0	0.031467862139727	201.19660330884605	0.222435169758216	6.362988405951621	46.33121949876993	0.5025133508528621	3.197486649147144
29.0.7.0	0.031467783705159	201.19691399966305	0.222434749262884	6.362982308134764	46.331131609917435	0.502513767210455	3.197486232789551
30.0.	0.031467710873272	201.19720017825972	0.22243436205132203	6.362976572871884	46.331050691789194	0.5025141588181881	3.197485841181817
