time	LRC_Cave	LRC_EE	LRC_Surf	Smad2c	Smad2n	Smad4c	Smad4n	Smads_Complex_c	Smads_Complex_n	T1R_Cave	T1R_EE	T1R_Surf	T2R_Cave	T2R_EE	T2R_Surf	TGF_beta
165.0.	0.0017846563111630002	0.408329147835204	0.038240344646345	351.5659867382568	200.23346919922545	999.2370381040789	542.8603151017293	63.24647624711962	269.6091418444028	0.035605347813171005	0.034265535641861	0.0019535680659100003	0.5658973616196701	0.390712698110082	0.07701538775036601	0.075742343478178
170.0.	0.0017811682746680002	0.39437716537350703	0.037275664812817	354.8293407692804	201.06491711130673	1002.7148352409251	543.0484336963435	61.81570159855776	263.27995578494233	0.032390559186132005	0.031193025933128	0.0018537489552770002	0.5868926075270321	0.404274647624808	0.07914739970916801	0.075751292005774
175.0.	0.0017797633565590002	0.38145748607226504	0.036397095233763	357.9375822473678	201.8555956220518	1006.0279434976316	543.2245118712318	60.45834091537278	257.23663488949535	0.029582827732208	0.028510876744182	0.0017648931197990002	0.6074527226486041	0.41741735732872404	0.081201228424262	0.07576332732417501
180.0.	0.0017801861771600002	0.369515199141897	0.035597393453710005	360.8884141776226	202.605099757249	1009.1738254909842	543.3888658171358	59.174605410890884	251.4858414769848	0.027128056318762	0.026166880454632002	0.0016855749819190001	0.6275355165751371	0.430135557110765	0.083178472472617	0.07577827271179001
185.0.	0.0017821940710740002	0.35849441795208503	0.034869837924655006	363.68114570800253	203.31342409967215	1012.1516604259413	543.5418799458282	57.96404798733959	246.03099481408051	0.024979403099144003	0.024115890540010003	0.0016145810460030002	0.6471085625584431	0.44242774663036905	0.085080925727334	0.075795964850945
190.0.	0.001785557924598	0.348339217952909	0.034208209467676005	366.31651407240776	203.98091594013547	1014.9621550550047	543.6839929923182	56.825647324136014	240.87259987001687	0.023096334226522002	0.022318890042810003	0.0015508744704620001	0.666147783702228	0.45429548578898205	0.08691052546406701	0.075816252580719
195.0.	0.001790062939779	0.33899438092065104	0.033606768496595	368.79650633675664	204.60822877120452	1017.6073542325009	543.8156850839463	55.757890300533575	236.00858131671293	0.021443790142326002	0.020742173236353002	0.0014935661633850002	0.6846362102516681	0.465742797165942	0.08866931036959601	0.075838995758781
200.0.	0.0017955092926220002	0.33040597399194305	0.033060229628766	371.1241842933724	205.19627695962978	1020.0904546377543	543.9374659264582	54.75885138000116	231.43461602004197	0.019991454831307	0.01935662965406	0.001441891104824	0.702562892206767	0.47677566498490104	0.09035938660766901	0.075864064229264
205.0.	0.001801712652074	0.322521789132153	0.032563734893963005	373.303515406436	205.74619231056195	1022.4156247744554	544.0498642064782	53.826267820426565	227.14445800864692	0.018713117513113	0.018137119800468	0.0013951888708860001	0.7199219516806761	0.48740161669112103	0.091982900446956	0.07589133689133501
210.0.	0.0018085045302280002	0.31529166580843004	0.032112826433828005	375.33921222520155	206.25928310452704	1024.5878338394618	544.1534182617211	52.95760982016328	223.13025075917884	0.017586116666986	0.017061932340985003	0.0013528875482340002	0.7367117600595451	0.497629374802024	0.093542016238778	0.075920700861799
215.0.	0.001815732441568	0.308667716841423	0.031703419340316	377.2365821764587	206.73699605350413	1026.6126915186533	544.2486680268961	52.15014495347352	219.38282255650353	0.016590856924089	0.016112313248325003	0.0013144903948630001	0.7529342259293821	0.507468568240113	0.095038898760691	0.075952050724349
220.0.	0.0018232598585430002	0.302604474777165	0.031331775095454005	379.0013891461921	207.18088149115343	1028.4963002345464	544.3361482260664	51.40099648006788	215.89196162987412	0.015710390113609002	0.015272058168979	0.001279564734235	0.7685941807975981	0.516929493807681	0.096475699126413	0.07598528785785001
225.0.	0.0018309659611970002	0.29705897370003403	0.030994475933273	380.639727782352	207.59256198924066	1030.2451208614018	544.4163827520683	50.707195324335856	212.64666869050603	0.014930052546934	0.014527160097127002	0.001247732672925	0.7836988507668601	0.526022919784512	0.09785454361145601	0.076020319836125
230.0.	0.0018387451887190002	0.29199077922126204	0.030688400337838	382.1579110119325	207.97370448135896	1031.8658524554705	544.4898801507223	50.065725704955575	209.63538536778984	0.014237151423561	0.013865505262023	0.0012186633131150001	0.79825740345716	0.5347599248099021	0.099177524864202	0.076057059892046
235.0.	0.0018465066098170002	0.287361977430102	0.030410699810851004	383.56237087760553	208.3259958787274	1033.3653261332583	544.5571301117475	49.47356455160017	206.8461978334712	0.013620694013747001	0.013276610920094	0.001192066195349	0.812280560578683	0.543151766247924	0.10044669506955901	0.076095426439116
240.0.	0.001854173136054	0.28313713187996103	0.030158776982248003	384.85957246898494	208.65112208251767	1034.7504128768555	544.6186008588836	48.92771497122203	204.2670155966794	0.013071153998327001	0.012751399477911	0.0011676857577680002	0.8257802676077011	0.551209773136465	0.101664060711248	0.07613534264428201
245.0.	0.001861680607354	0.279283216186115	0.029930265092769002	386.0559404542088	208.9507502331853	1036.0279447559606	544.6747373279093	48.42523412241174	201.8857260367735	0.012580270015808002	0.012282004047858001	0.0011452966383700002	0.8387694129950871	0.5589452595966671	0.10283157864291301	0.07617673604623
250.0.	0.0018689767817390002	0.27576952851756004	0.029723008844958	387.15779750846696	209.22651398914348	1037.2046488308401	544.7259600220041	47.963255924460235	199.69032571189712	0.012140872076351	0.011861601151146001	0.001124699679082	0.851261590234426	0.566369455242675	0.103951153230268	0.07621953821395201
255.0.	0.0018760202620020001	0.272567593154034	0.029535046595672004	388.1713137841828	209.48000159368058	1038.287092835985	544.7726644382541	47.53900907080176	197.66902984118988	0.011746732051104	0.011484266832794	0.0011057185161710001	0.863270896931659	0.573493449695014	0.10502463436902201	0.076263684440926
260.0.	0.001882779390893	0.26965105333044004	0.029364593846747004	389.1024664675982	209.71274646867343	1039.2816416351382	544.8152209660345	47.14983083785846	195.810361614782	0.011392434935205	0.011144852942720001	0.001088196662256	0.8748117657516601	0.5803281487771801	0.10605381621788601	0.076309113470718
265.0.	0.0018892311437100002	0.266995558785949	0.029210027979285003	389.95700841206235	209.9262200645556	1040.1944233780098	544.8539751666935	46.7931771835827	194.1032231483363	0.011073268017013001	0.010838880769761	0.0010719950019030002	0.8858988227724871	0.586884240376212	0.107040436514323	0.07635576725030101
270.0.	0.0018953600435170001	0.26457865075575604	0.029069874169872	390.7404448222643	210.12182669618747	1041.0313042697896	544.8892483535924	46.4666296188315	192.5369499803533	0.010785125468857001	0.010562449595821	0.0010569896362700002	0.896546769360082	0.593172168284638	0.107986176363857	0.07640359070781101
275.0.	0.0019011571198930001	0.262379646573471	0.028942792422877003	391.45801697876453	210.30090010183807	1041.7978708788437	544.9213384015819	46.16789931255355	191.10135102403717	0.010524426210313001	0.010312158070187	0.0010430700233270002	0.906770284190447	0.599202112623152	0.10889266041279101	0.07645253155183701
280.0.	0.0019066189275610001	0.260379525576242	0.028827565651048003	392.11469203147675	210.4647014756033	1042.49941894838	544.9505207248748	45.89482886174189	189.78673584457164	0.010288043188394	0.010085036594207	0.001030137369073	0.916583942498691	0.604983975678926	0.109761457329793	0.07650254008969701
285.0.	0.0019117466367570002	0.25856081760973404	0.028723088736396	392.71515794785506	210.61441874063456	1043.1409477374903	544.9770493717098	45.64539212192172	188.58393104986698	0.010073242474496001	0.009878489158601001	0.001018103232559	0.926002150030904	0.6105273721909741	0.11059408053470601	0.076553569062473
290.0.	0.0019165452030430001	0.256907495104028	0.028628358504344004	393.26382277075635	210.7511668501237	1043.7271589898176	545.0011581929217	45.417692455890176	187.48428746976992	0.009877630799843001	0.009690243294157	0.001006888313527	0.9350390895211631	0.6158416232776951	0.111391989123525	0.07660557349484101
295.0.	0.001921022620574	0.255404869424102	0.028542464545943003	393.7648174174496	210.87598892390608	1044.262459708938	545.0230620494216	45.20995971935235	186.47967966552184	0.009699110343399	0.009518306985399001	0.0009964213964560001	0.9437086778178051	0.620935753338	0.11215658894725501	0.076658510557986
300.0.	0.0019251892596600002	0.254039491980714	0.028464580825475	394.222001331045	210.98985804985415	1044.7509680041353	545.0429580305648	45.02054626345045	185.56249916649392	0.009535839752432001	0.009360931559774001	0.0009866384289070002	0.9520245320453501	0.6258184893708151	0.112889233809636	0.07671233944410101
305.0.	0.0019290572869970002	0.252799060411393	0.028393958013622003	394.63897037553124	211.093679600199	1045.196521355112	545.0610266614394	44.84792219703383	184.72564268194122	0.009386200519408	0.009216579705304	0.000977481715467	0.9599999434159041	0.630498262251954	0.11359122675470201	0.07676702125118101
310.0.	0.0019326401649330002	0.25167233000019	0.028329916489525	395.01906644324816	211.18829393299265	1045.6026867268113	545.0774330822861	44.69067011662263	183.9624963872312	0.009248767962541002	0.00908389789035	0.0009688992114510001	0.9676478575007451	0.6349832095857391	0.114263821420177	0.07682251887694301
315.0.	0.001935952224761	0.250649030393067	0.028271839958360002	395.36538831721026	211.27447936773044	1045.9727720439123	545.0923281876068	44.547479479864855	183.26691724088118	0.009122286163824002	0.008961692562927	0.0009608439028540001	0.9749808599428851	0.639281179813869	0.114908223436818	0.07687879692091301
320.0.	0.001939008308117	0.24971978757825303	0.028219169634374004	395.68080339906464	211.3529553414411	1046.3098386075005	545.1058497161168	44.41714076914329	182.6332121537728	0.009005646309873001	0.008848909596044001	0.000953273261071	0.9820111667382011	0.643399737318144	0.11552559185729601	0.076935821593777
325.0.	0.0019418234700110002	0.24887605103363503	0.028171398942636	395.9679599759051	211.4243856672	1046.6167141030883	545.1181232856338	44.2985395659568	182.05611570705258	0.008897867959641	0.008744616521889001	0.0009461487625510001	0.9887506183391761	0.647346168298723	0.11611704060110101	0.07699356063326501
330.0.	0.0019444127368560002	0.24811002589243802	0.028128068696030004	396.22929975532287	211.48938183098008	1046.8960059091928	545.1292633693527	44.19065063375008	181.53076700163976	0.008798082830554001	0.008647987163169	0.000939435464944	0.9952106769441551	0.651127487246982	0.116683639904313	0.07705198322588701
335.0.	0.001946790912916	0.24741460994132702	0.028088762707129	396.46707044791873	211.548506275049	1047.1501144689917	545.1393742118137	44.092532086875146	181.05268612040845	0.008705520752622	0.00855828832597	0.0009331016325280001	1.001402426428587	0.654750443863229	0.117226417765159	0.07711105993395201
340.0.	0.0019489724288470002	0.24678333523891302	0.028053103797624	396.68333822018894	211.6022756268202	1047.3812465343494	545.1485506843215	44.00331970615288	180.6177505939935	0.008619497489759001	0.008474868266479	0.0009271184046670001	1.007336574455104	0.658221530295478	0.11774636137789801	0.077170762627357
345.0.	0.0019509712263990002	0.246210314125505	0.028020750170835003	396.8799998785527	211.65116384127597	1047.5914281320845	545.1568790806651	43.92222144684029	180.22217218238478	0.008539404170195001	0.008397146685043001	0.000921459501928	1.013023456368256	0.6615469885970721	0.11824441854902501	0.077231064419697
350.0.	0.001952800673815	0.24569018938491002	0.027991392115561002	397.0587946777225	211.69560523291372	1047.7825171370907	545.1644378547929	43.84851217245472	179.862474216395	0.008464698104392	0.008324606036169	0.0009161009652140001	1.01847304053887	0.664732818318968	0.11872149909094301	0.07729193960831701
355.0.	0.0019544735069770003	0.24521808831476902	0.027964749012054	397.22131567411503	211.73599737977023	1047.9562153664688	545.1712983026903	43.78152863761149	179.53546968489064	0.008394894800163	0.008256783973175	0.000911020923878	1.023694934873644	0.6677847841675141	0.11917847618925001	0.07735336361794101
360.0.	0.001956001791903	0.244789580462023	0.027940566613306003	397.36902056804706	211.7727038875703	1048.1140801335325	545.177525191091	43.7206647345509	179.23824020447685	0.008329561011575	0.00819326677193	0.0009061993893310001	1.028698394249015	0.6707084236710731	0.11961618774061401	0.077415312947591
365.0.	0.0019573969046930003	0.244400638783684	0.027918614577052	397.50324199756665	211.80605700657023	1048.257535221116	545.1831773358969	43.66536701112968	178.96811596718246	0.008268308681162	0.008133683600159	0.0009016180710970001	1.033492328665416	0.6735090548093291	0.12003543765890001	0.07747776512052301
370.0.	0.0019586695255430003	0.24404760399925302	0.027898684225980002	397.62519726242516	211.83636009734332	1048.3878812504224	545.1883081333245	43.61513046251418	178.72265672768057	0.008210789654693	0.008077701517637	0.000897260212671	1.038085311949806	0.6761917835677981	0.12043699714781	0.077540698636926
375.0.	0.001959829643936	0.243727151909213	0.027880586515534003	397.73599746934184	211.8638899447005	1048.506305435287	545.1929660468365	43.569494594438616	178.49963386379977	0.008156691064657001	0.008025021108714	0.0008931104448660001	1.04248559086148	0.67876151138742	0.12082160593876001	0.07760409292919401
380.0.	0.001960886572501	0.24343626346350303	0.027864150190488	397.8366560997897	211.88889892126184	1048.6138907225702	545.1971950528888	43.528039752502174	178.29701352170412	0.008105731293042	0.007975372662447001	0.0008891546546330001	1.046701094479328	0.68122294248517	0.12118997349313901	0.07766792831956801
385.0.	0.001961848967472	0.243172197374266	0.027849220113093	397.92809700941206	211.91161700399223	1048.7116243279092	545.2010350484705	43.490383709414374	178.11294083937065	0.008057656436464	0.007928512827422001	0.0008853798675770001	1.050739443768475	0.6835805910267041	0.12154278016844501	0.077732185979972
390.0.	0.001962724853981	0.24293246507808303	0.027835655747126	398.0111618742153	211.93225364836704	1048.8004056825653	545.2045222232889	43.45617850022021	177.94572522816856	0.008012237207302	0.007884221678491	0.000881774142633	1.054607961241116	0.685838788136363	0.12188067834805301	0.07779684789391
395.0.	0.0019635216547650002	0.24271480786417501	0.027823329783518	398.0866171031725	211.95099952582308	1048.8810538119906	545.2076893993435	43.4251074942232	177.79382668183172	0.007969266213647	0.00784230014132	0.0008783264775240001	1.058313680640721	0.688001688733333	0.12220429353461401	0.07786189682026701
400.0.	0.001964246221075	0.242517175996269	0.027812126894560002	398.1551602400806	211.96802813083175	1048.9543141701897	545.2105663404793	43.39688269147036	177.6558430743577	0.007928555568715	0.0078025677281040005	0.000875026723809	1.061863356591023	0.690073278185795	0.12251422540729101	0.07792731625890101
405.0.	0.00196490486486	0.242337709667017	0.027801942604794003	398.21742587968146	211.98349726437377	1049.0208649563456	545.2131800343567	43.3712422311802	177.53049840288347	0.007889934787095	0.007764860544188	0.0008718655104710001	1.065263474161645	0.692057378777305	0.122811048843178	0.07799309041791
410.0.	0.001965503391452	0.24217472163472803	0.027792682267816	398.2739911243724	211.99755040083562	1049.0813229416	545.2155549491279	43.34794809930691	177.41663192796852	0.007853248931008	0.007729029530786	0.000868834175113	1.068520258311026	0.6939576559817431	0.123095314903384	0.078059204182475
415.0.	0.001966047132151	0.24202668140271202	0.027784260139157003	398.32538060846076	212.01031794542914	1049.1362488346126	545.2177132669481	43.32678402247687	177.31318816160007	0.007818356974692001	0.00769493891375	0.000865924701927	1.0716396831748871	0.6957776245448251	0.12336755178438501	0.078125643085174
420.0.	0.001966540976262	0.241892200811671	0.027776598536319003	398.372071117018	212.0219183891996	1049.1861522146417	545.2196750963018	43.30755353575544	177.21920765232264	0.007785130359351001	0.007662464832340001	0.0008631296657330001	1.074627481174821	0.697520654371642	0.123628265735298	0.078192393277702
425.0.	0.001966989402215	0.24177002092517702	0.027769627077838	398.41449582606333	212.0324593685502	1049.2314960605797	545.221458664974	43.290078212057864	177.1338185169285	0.007753451714732001	0.007631494125438	0.000860442181433	1.077489151927006	0.699189976220787	0.12387794194184401	0.07825944150389401
430.0.	0.0019673965075290003	0.24165900009746602	0.027763281994023004	398.4530481901679	212.0420386360092	1049.2727009037094	545.2230804953603	43.27419604147207	177.05622866891392	0.007723213726619001	0.007601923255671001	0.000857855858299	1.080229970935601	0.700788687206631	0.124117045377769	0.078326775074002
435.0.	0.00196776603744	0.24155810312135603	0.027757505502645004	398.48808550268615	212.05074494870237	1049.3101486310231	545.2245555636687	43.259759949283975	176.98571869523008	0.007694318132222	0.007573657354436001	0.000855364758614	1.08285499805928	0.7023197561120731	0.124346021624574	0.07839438184014001
440.0.	0.001968101412067	0.24146639136224202	0.02775224524352	398.5199321527844	212.05865888070713	1049.344185964862	545.2258974444521	43.246636442064585	176.92163533458907	0.007666674827819001	0.007546609373092001	0.0008529633602010001	1.085369085742544	0.7037860285147111	0.12456529766040501	0.07846225017284701
445.0.	0.0019684057520510004	0.24138301379165902	0.027747453766457004	398.54888260225874	212.06585356514137	1049.375127643373	545.2271184417766	43.23470437177101	176.86338551261267	0.00764020107504	0.007520699327474001	0.00085064652244	1.08777688700626	0.705190231729898	0.12477528261898602	0.078530368938704
450.0.	0.0019686819026520004	0.241307198841009	0.027743088067556	398.5752041039162	212.0723953715137	1049.4032593250017	545.2282297082344	43.223853808419484	176.8104308913224	0.007614820793927001	0.007495853624545	0.0008484094554270001	1.0900828631941	0.706534979574542	0.12497636851948701	0.078598727478957
455.0.	0.0019689324562790003	0.24123824700262902	0.027739109169330003	398.59913918201175	212.0783445235249	1049.4288402388788	545.2292413529013	43.21398501249221	176.7622828928059	0.007590463932442001	0.007472004461447	0.0008462476919520001	1.0922912914735	0.7078227769558111	0.125168930968226	0.078667315589091
460.0.	0.001969159773508	0.24117552411144802	0.027735481740506003	398.62090789396234	212.08375566217632	1049.452105601599	545.2301625392433	43.205007498834746	176.7184981592753	0.007567065903396001	0.007449089288424001	0.0008441570620160001	1.094406272091332	0.709056024289156	0.125353329833092	0.078736123499304
465.0.	0.0019693660026070003	0.24111845524620001	0.027732173751792003	398.6407098912894	212.0886783587127	1049.473268819555	545.2310015738926	43.1968391843788	176.67867441412514	0.007544567080916001	0.007427050328199	0.000842133669632	1.096431735385803	0.7102370217502321	0.125529909891603	0.078805141855858
470.0.	0.001969553097636	0.241066519194318	0.027729156164199003	398.6587262965102	212.09315758160827	1049.4925234946616	545.2317659871297	43.18940561258247	176.6424466909559	0.0075229123495480004	0.007405834145273	0.0008401738716930001	1.098371448557161	0.711367973365403	0.125699001453453	0.078874361703229
475.0.	0.00196972283518	0.24101924342949402	0.027726402646868	398.6751214114948	212.09723412149688	1049.5100452500396	545.2324626058362	43.1826392480119	176.6094838998253	0.007502050699969001	0.007385391259468001	0.000838274258693	1.100229022200682	0.71245099094561	0.125860920958442	0.07894377446706301
480.0.	0.001969876829792	0.240976199555329	0.027723889321591002	398.69004427166533	212.10094497765544	1049.5259933910033	545.2330976196131	43.176478834994036	176.57948570220896	0.007481934866000001	0.007365675798693001	0.0008364316371340001	1.102007916606115	0.713488097868409	0.126015971550644	0.079013371937852
485.0.	0.001970016548207	0.24093699917256403	0.027721594531533004	398.7036300593198	212.10432370937082	1049.5405124155347	545.2336766406968	43.17086881474702	176.55217966827132	0.0074625209982790005	0.007346645186552	0.0008346430134430001	1.103711447828328	0.714481232712996	0.12616444362964502	0.079083146255343
490.0.	0.001970143322417	0.240901290131133	0.027719498631843004	398.71600138832787	212.1074007552583	1049.5537333873212	545.2342047582505	43.1657587958433	176.52731869207008	0.007443768370504001	0.0073282598609340005	0.0008329055792770001	1.105342793534336	0.715432252753017	0.12630661537968402	0.079153089893609
