time	species_0	species_1	species_2	species_3	species_4	species_5	species_6
14.0.399999999999999.0	0.37719707344020503	0.452246101913986	0.8416546486394191	1.136721074770364	2.042453447611314	3.040511989812891	1.654069118241309
14.0.7.0	0.39903755304155103	0.48695292732299705	0.819936715723218	1.002051011589911	2.210254995630774	3.32057353295555	1.8762893580539752
15.0.	0.43036836730319405	0.5439160497706761	0.8342959369578671	0.8752600751703671	2.4218452662879653	3.577285671852576	2.103973323502124
15.0.299999999999999.0	0.46976762836588304	0.622193299648745	0.884852054617107	0.768951865797866	2.66424847097458	3.769893784238604	2.311784883260985
15.0.6.0	0.5146476074216401	0.719193458194975	0.9706285685745111	0.690039933212642	2.916924494541733	3.8622041594182663	2.4683297536982742
15.0.899999999999999.0	0.561099680838104	0.829755111942977	1.088642421253831	0.640412066855777	3.15254198738169	3.836659966861995	2.5431816714639552
16.0.2.0	0.604128927769767	0.9456315501061191	1.232883504819521	0.619104591400198	3.340855674925104	3.701910842681691	2.517025801354402
16.0.5.0	0.6383959277270921	1.055674350240596	1.393566082755938	0.6243600032727541	3.455262155062433	3.487719837226596	2.390156782745833
16.0.8.0	0.6593318834517731	1.146933648126735	1.557052467554638	0.6546532952545441	3.4797217459961143	3.231529570861848	2.184030378550287
17.0.099999999999998.0	0.664232176318257	1.20670194046534	1.7067809422462301	0.708675176512607	3.412943823077319	2.966785927870756	1.934340419423274
17.0.4.0	0.652872661201094	1.225204995360025	1.8253264427381921	0.784660354058715	3.26794733226627	2.718147225671863	1.679367694415254
17.0.7.0	0.627407936981562	1.198257022251	1.897371741557357	0.879499398835726	3.067526575107083	2.501723712603248	1.449722348315525
18.0.	0.591657680852337	1.128903714472423	1.912928992620845	0.988032949101564	2.838014011703046	2.327000027586061	1.263629696463176
18.0.3.0	0.550133408508615	1.027156500996214	1.8697999926608762	1.102812950657386	2.603929227762406	2.198839068349791	1.127899377763081
18.0.599999999999998.0	0.50717719970535	0.907605002301988	1.774280169401444	1.214412413400487	2.384934891907671	2.119229578814431	1.041945303177425
18.0.9.0	0.466426584309415	0.7857492426478181	1.639683059465371	1.312187862328299	2.195101798600553	2.08872098838782	1.00200672987644
19.0.2.0	0.430627710980833	0.6745811326052721	1.483185549818706	1.385366271986076	2.043670614226704	2.1074620963072	1.00404943741157
19.0.5.0	0.40169819610003304	0.582697482468531	1.322205530415474	1.424403565783654	1.9364001056840072	2.175735692512096	1.045137521038083
19.0.8.0	0.38091107895994203	0.514268378141836	1.171565584739549	1.422591527383589	1.8768669208864721	2.293860993050868	1.12366016181499
20.0.099999999999998.0	0.36909622105623	0.470276584211667	1.04212163300699	1.377755462571241	1.8673879893972791	2.461293354362042	1.238809401271714
20.0.4.0	0.36679357405065005	0.45011964416507405	0.9407983223628701	1.29359790487501	1.9094221581948951	2.6747422252633033	1.389496968894556
20.0.7.0	0.37432098333707803	0.45287801855422005	0.871495841814068	1.179976193277012	2.003373945165599	2.925310738427463	1.572725716370489
21.0.	0.39173400788295604	0.47793792522092104	0.836231387164978	1.051462555286114	2.147740924744219	3.195252631498449	1.781442608491124
21.0.3.0	0.41866585922575	0.5249467345715091	0.8360228073798971	0.924189227945826	2.337619221494248	3.456032044179042	2.002211448400553
21.0.599999999999998.0	0.45405842107756306	0.5932316428169491	0.871241823743888	0.812061182758771	2.562818105951163	3.670433044257466	2.213687612551143
21.0.9.0	0.49584631858828204	0.680901359921247	0.9413723905768201	0.724097991915973	2.806277067634794	3.8009054598113403	2.387561485254678
22.0.2.0	0.5407331607483501	0.7839130925881761	1.044287645761407	0.6640822073158601	3.043948511506141	3.8224915064336713	2.493528601640228
22.0.5.0	0.5842590863152061	0.895410589721896	1.175298097856908	0.6321483962494521	3.247315722821631	3.733225794794322	2.508026531435836
22.0.8.0	0.6213207358206211	1.005625420859795	1.326313874315042	0.626880377310011	3.388758335605034	3.5542494613878572	2.42339021178498
23.0.099999999999998.0	0.647118849728719	1.102583453989304	1.4855024791268001	0.6467144093104451	3.448260694703082	3.319552994652005	2.252286873650055
23.0.4.0	0.6582492994423791	1.173722634707963	1.6377932025714061	0.690311431407931	3.418679047970795	3.063516564230679	2.024272198818055
23.0.7.0	0.653506410923665	1.208266741474805	1.7664374369015552	0.756145317409034	3.307165293463043	2.813601439990348	1.776073269031286
24.0.	0.63406929363366	1.199848599851181	1.855552920999382	0.841714178929525	3.132296189078298	2.588833443656498	1.540824383104354
24.0.3.0	0.603037567783507	1.148547695299232	1.89318795085702	0.9427738521105	2.918563856112762	2.401097752707175	1.341229459262653
24.0.599999999999998.0	0.564571086807308	1.061418635836825	1.8740573069279	1.052919308867317	2.690743626756942	2.257028372320947	1.188357984850292
24.0.9.0	0.5229969832784	0.9510010961718881	1.8009563563323412	1.163677333293336	2.470009798113874	2.159771492354836	1.084482333816604
25.0.2.0	0.48215770718355905	0.8322033737816441	1.684189498328049	1.265082549799844	2.2723371241789883	2.110487553491543	1.027170931161004
25.0.5.0	0.445094527617221	0.7188086926518441	1.539126144276938	1.346616375756631	2.108682040883777	2.109512905474095	1.012626209611858
25.0.8.0	0.414013798041073	0.620996395720507	1.3828033920053922	1.398424892312753	1.9860775428733461	2.157077519724426	1.037589138790871
26.0.099999999999998.0	0.390420194066499	0.544587731184602	1.23081198805442	1.412786510580098	1.908916282535249	2.253461449517188	1.099984733648098
26.0.4.0	0.37530598286667705	0.49178432689427404	1.095370906245942	1.385738118373038	1.879989721066559	2.398443597327921	1.198699324796827
26.0.7.0	0.369318371148858	0.462613087238803	0.984818585680114	1.318546953099922	1.901077913847975	2.5898723134654853	1.332751340799848
27.0.	0.372858413620169	0.45630300823574504	0.9041708467618871	1.218436767808849	1.9729923912941332	2.821279845752513	1.499932731380817
27.0.3.0	0.38608429962039204	0.47214365425710003	0.8561532770415331	1.09788719459647	2.095008086047421	3.078860178566792	1.694934244741719
27.0.599999999999998.0	0.408803220557089	0.5096984804301761	0.8421687841426341	0.9722146535738371	2.263665387839782	3.338984460350267	1.9071452036003382
27.0.9.0	0.44025255598351004	0.568443431875166	0.8628500888239241	0.8560498566180491	2.471083051819796	3.5685151982741923	2.118809621811336
28.0.2.0	0.478808786231102	0.6470091633768841	0.9180540702830431	0.760209534403255	2.703270087491247	3.73040378158867	2.304892471224891
28.0.5.0	0.52172771005892	0.742278100828464	1.006339385540323	0.690422214675222	2.939385460464665	3.7946980004640993	2.436278238690286
28.0.799999999999997.0	0.565087995419813	0.848627165617553	1.124120437547475	0.64817682120978	3.15311741263174	3.750166569076948	2.486875361469139
29.0.099999999999998.0	0.60411665326881	0.9576061226647451	1.264797938054469	0.6326442532812	3.31682385781482	3.608739615216507	2.442614712719921
29.0.4.0	0.633953057285858	1.058307349810782	1.418223431430528	0.6423443082750601	3.407664454243167	3.399251901467191	2.307882505319142
29.0.7.0	0.650676480640295	1.138588022225737	1.570853818951941	0.6758975807102171	3.413451256959553	3.155599378440642	2.105298771592748
30.0.	0.652223662914032	1.187101575031895	1.70685997321753	0.7319089399766421	3.335621878879984	2.907432826846586	1.8684830511940491
