time	A	I1	I2	S
35.0.	2532.4638510401237	8779.135997211304	0.030556822720519003	377.7750801990145
36.0.	2532.453358408063	8779.120690069269	0.021749439630628	377.775884551366
37.0.	2532.445968153735	8779.1099734505	0.015480605708678001	377.77644906638443
38.0.	2532.4407627960445	8779.102470991125	0.011018635752347001	377.7768452569478
39.0.	2532.43709624144	8779.097218910321	0.007842737947575	377.77712331301547
40.0.	2532.4345134921587	8779.093542358587	0.0055822281357500005	377.7773184593328
41.0.	2532.4326941140034	8779.090968817241	0.003973264332923001	377.7774554175702
42.0.	2532.4314124315033	8779.089167449241	0.002828051644499	377.77755153802707
43.0.	2532.430509500008	8779.087906626046	0.00201292323737	377.77761899757127
44.0.	2532.4298733696382	8779.087024184379	0.001432739026328	377.7776663422216
45.0.	2532.4294251874926	8779.086406598295	0.001019781122028	377.77769956977613
46.0.	2532.429109410724	8779.085974394804	0.000725849940384	377.7777228896293
47.0.	2532.4288869142592	8779.085671941792	0.0005166384477750001	377.7777392560319
48.0.	2532.428730136855	8779.085460297785	0.000367727915743	377.77775074234427
49.0.	2532.42861966253	8779.085312205623	0.000261737818002	377.7777588036984
50.0.	2532.428541812842	8779.085208587496	0.00018629721171400002	377.77776446133976
51.0.	2532.428486951031	8779.085136091091	0.000132600826879	377.77776843200047
52.0.	2532.4284482875237	8779.08508537172	9.438133360790785e-05	377.77777121869997
53.0.	2532.4284210385404	8779.08504988978	6.71778324709429e-05	377.77777317446873
54.0.	2532.4284018334038	8779.085025068935	4.78151876327795e-05	377.77777454707143
55.0.	2532.4283882970217	8779.085007706892	3.403343162860787e-05	377.77777551039503
56.0.	2532.4283787557533	8779.084995562942	2.4223986682111786e-05	377.7777761864774
57.0.	2532.4283720302014	8779.084987069322	1.7241914867082485e-05	377.7777766609672
58.0.	2532.4283672892207	8779.084981129146	1.22722833439819e-05	377.7777769939748
59.0.	2532.4283639470627	8779.084976975024	8.73504710097553e-06	377.777777227687
60.0.	2532.4283615909035	8779.084974070123	6.217347311629464e-06	377.7777773917117
61.0.	2532.428359929784	8779.084972038914	4.425323314983517e-06	377.7777775068279
62.0.	2532.4283587586256	8779.084970618715	3.149813812959432e-06	377.77777758761886
63.0.	2532.4283579328735	8779.084969625794	2.241944000502253e-06	377.77777764431994
64.0.	2532.4283573506323	8779.084968931644	1.595749209273272e-06	377.77777768411397
65.0.	2532.4283569400745	8779.084968446405	1.135806932878702e-06	377.77777771204245
66.0.	2532.428356650562	8779.084968107221	8.084336694503754e-07	377.7777777316433
67.0.	2532.428356446398	8779.084967870154	5.754190954307159e-07	377.7777777453996
68.0.	2532.428356302416	8779.084967704472	4.0956623641295274e-07	377.77777775505405
69.0.	2532.4283562008727	8779.084967588691	2.915170930917919e-07	377.77777776182967
70.0.	2532.428356129255	8779.084967507784	2.074932160155008e-07	377.7777777665849
71.0.	2532.4283560787408	8779.084967451248	1.476875137434865e-07	377.77777776992235
72.0.	2532.42835604311	8779.08496741175	1.051195896163809e-07	377.7777777722647
73.0.	2532.4283560179765	8779.084967384159	7.482100443717228e-08	377.7777777739085
74.0.	2532.4283560002477	8779.084967364885	5.325537062518156e-08	377.77777777506225
75.0.	2532.4283559877404	8779.08496735142	3.79055924437231e-08	377.7777777758719
76.0.	2532.4283559789164	8779.084967342016	2.6980075842909212e-08	377.77777777644013
77.0.	2532.428355972691	8779.084967335448	1.9203615869946093e-08	377.777777776839
78.0.	2532.4283559682985	8779.084967330862	1.36685625506621e-08	377.777777777119
79.0.	2532.4283559651994	8779.08496732766	9.728876242597432e-09	377.77777777731546
80.0.	2532.428355963011	8779.084967325423	6.9247247172446436e-09	377.7777777774534
81.0.	2532.4283559614687	8779.084967323866	4.928813072949174e-09	377.77777777755
82.0.	2532.42835596038	8779.084967322777	3.5081825343291015e-09	377.77777777761787
83.0.	2532.428355959612	8779.084967322015	2.497019974589462e-09	377.7777777776656
84.0.	2532.428355959069	8779.084967321487	1.7773045423051652e-09	377.777777777699
85.0.	2532.4283559586866	8779.084967321116	1.265033970633863e-09	377.77777777772246
86.0.	2532.4283559584164	8779.084967320856	9.004168352408524e-10	377.777777777739
87.0.	2532.4283559582254	8779.084967320678	6.408922307306425e-10	377.77777777775054
88.0.	2532.4283559580913	8779.084967320552	4.5616965751442697e-10	377.77777777775856
89.0.	2532.428355957996	8779.084967320465	3.246891543700245e-10	377.77777777776436
90.0.	2532.428355957929	8779.084967320405	2.3110490851133912e-10	377.7777777777683
91.0.	2532.4283559578816	8779.084967320361	1.6449418780760232e-10	377.7777777777711
92.0.	2532.428355957848	8779.084967320332	1.170824886272596e-10	377.77777777777317
93.0.	2532.428355957825	8779.084967320314	8.340190131179187e-11	377.77777777777436
94.0.	2532.428355957809	8779.084967320296	5.969948212548667e-11	377.7777777777755
95.0.	2532.428355957796	8779.084967320285	4.2733176462338e-11	377.7777777777763
96.0.	2532.4283559577893	8779.084967320285	3.058861326004227e-11	377.7777777777764
97.0.	2532.428355957785	8779.084967320285	2.1895476504000617e-11	377.7777777777765
98.0.	2532.428355957781	8779.084967320285	1.567288739968792e-11	377.77777777777663
99.0.	2532.42835595778	8779.084967320285	1.121872818791658e-11	377.77777777777663
100.0.	2532.428355957779	8779.084967320285	8.028679302587005e-12	377.7777777777767
