time	ADP	ATP	BPG	Glc	NAD	NADH	P3G	gap	pep	pyr
19.0.52.0	0.00028890475199000004	9.99971109524801	0.001869764445691	9.444833571356552	0.000288468299602	0.19971153170039702	2.442675338611239	0.920454896943074	9.442964243363232	0.7070357566367761
20.0.74.0	0.00028821426037700003	9.99971178573962	0.0019129531200120001	9.411691807837332	0.000287783923868	0.19971221607613102	2.409491070793432	0.9535959760865581	9.409779285053814	0.740220714946195
21.0.96.0	0.00028750814922400003	9.999712491850772	0.0019551278731570003	9.378745531693664	0.00028708400391700003	0.199712915996082	2.376503319816573	0.9865415523102721	9.376790827965799	0.773209172034207
23.0.18.0	0.00028678618385400003	9.999713213816143	0.001996290680787	9.345995288877054	0.000286368305808	0.199713631694191	2.343712629890443	1.019291079428771	9.343999416074299	0.8060005839257071
24.0.4.0	0.000286048128069	9.999713951871927	0.0020364434816530002	9.313441636373451	0.000285636594056	0.199714363405943	2.311119556297726	1.051844000220621	9.311405604425799	0.8385943955742081
25.0.62.0	0.000285293744188	9.99971470625581	0.0020755881794520003	9.281085142210145	0.000284888631677	0.199715111368322	2.278724665399001	1.084199746421548	9.279009959143195	0.8709900408568151
26.0.84.0	0.000284522793088	9.999715477206912	0.0021137266447140003	9.248926385462497	0.00028412418021700003	0.199715875819782	2.246528534637554	1.116357738717735	9.24681305743065	0.903186942569362
28.0.06.0	0.000283735034252	9.99971626496575	0.002150860716716	9.216965956260378	0.00028334299980600005	0.199716657000193	2.214531752543844	1.148317386739443	9.214815487578104	0.935184512421909
29.0.28.0	0.000282930225813	9.999717069774189	0.002186992205421	9.185204455794079	0.00028254484919800003	0.19971745515080103	2.182734918739447	1.180078089055135	9.183017848965267	0.966982151034746
30.0.5.0	0.000282108124607	9.999717891875394	0.002222122893449	9.153642496319573	0.000281729485826	0.199718270514173	2.151138643940287	1.211639233166267	9.1514207520649	0.9985792479351121
31.0.72.0	0.00028126848623000005	9.99971873151377	0.002256254538081	9.122280701162909	0.000280896665854	0.19971910333414403	2.119743549958963	1.243000195502962	9.120024818445197	1.029975181554814
32.0.94.0	0.000280411065099	9.999719588934902	0.0022893888733010004	9.091119704723512	0.000280046144238	0.19971995385576102	2.088550269705963	1.274160341420741	9.088830680771066	1.061169319228944
34.0.16.0	0.000279535614516	9.999720464385483	0.0023215276118820002	9.060160152476254	0.000279177674788	0.19972082232521102	2.057559447189575	1.305119025198549	9.057838982804089	1.092161017195915
35.0.38.0	0.00027864188673600005	9.999721358113261	0.002352672447511	9.029402700971987	0.00027829101023500003	0.19972170898976302	2.02677173751423	1.335875590038265	9.027050379400965	1.122949620599041
36.0.6.0	0.00027772963304100004	9.999722270366957	0.0023828250569650003	8.998848017836366	0.000277385902307	0.19972261409769201	1.9961878068770842	1.366429368065958	8.996465536510128	1.153534463489882
37.0.82.0	0.00027679860382	9.99972320139618	0.002411987102334	8.968496781766712	0.000276462101799	0.19972353789820002	1.965808332562566	1.396779680335107	8.96608513116639	1.183914868833621
39.0.04.0	0.000275848548653	9.999724151451346	0.002440160233303	8.93834968252662	0.00027551935866400003	0.19972448064133502	1.935634002934636	1.426925836832066	8.935909851483293	1.214090148516718
40.0.26.0	0.000274879216398	9.999725120783602	0.002467346089489	8.908407420938095	0.00027455742209400003	0.199725442577905	1.905665517426496	1.456867136484021	8.905940396642901	1.244059603357114
41.0.48.0	0.000273890355288	9.999726109644714	0.0024935463028430004	8.87867070887091	0.000273576040616	0.199726423959383	1.8759035865274312	1.4866028671697311	8.876177476882727	1.273822523117288
42.0.699999999999996.0	0.000272881713031	9.999727118286971	0.0025187625001170002	8.849140269228844	0.000272574962189	0.19972742503781002	1.8463489317665172	1.516132305733372	8.846621813479553	1.30337818652046
43.0.92.0	0.00027185303691900004	9.999728146963083	0.0025429963054040003	8.819816835932576	0.000271553934313	0.19972844606568602	1.817002285692836	1.545454718001765	8.817274138729763	1.332725861270252
45.0.14.0	0.000270804073937	9.999729195926063	0.0025662493427500003	8.790701153898818	0.000270512704135	0.199729487295864	1.7878643918519082	1.574569358805348	8.788135195925854	1.361864804074163
46.0.36.0	0.000269734570889	9.999730265429113	0.002588523238847	8.761793979015364	0.000269451018574	0.199730548981425	1.758936004757918	1.603475472003241	8.759205739328817	1.3907942606712012
47.0.58.0	0.00026864427451800003	9.999731355725482	0.0026098196258150003	8.733096078111721	0.000268368624438	0.19973163137556102	1.730217889861437	1.6321722905127531	8.730486534135972	1.4195134658640511
48.0.8.0	0.00026753293164900004	9.999732467068352	0.002630140144068	8.704608228924842	0.000267265268563	0.19973273473143602	1.70171082351218	1.660659036343758	8.701978356443846	1.448021643556178
50.0.019999999999996.0	0.000266400289325	9.999733599710675	0.0026494864452790002	8.676331220059666	0.000266140697949	0.19973385930205	1.673415592916402	1.688934920638324	8.673681993205745	1.4763180067942812
51.0.24.0	0.00026524609495800003	9.999734753905043	0.002667860195442	8.648265850943904	0.00026499465991100004	0.199735005340088	1.6453329960885101	1.716999143716052	8.645598242183487	1.504401757816539
52.0.46.0	0.000264070096491	9.999735929903508	0.0026852630780490002	8.620412931776713	0.00026382690223200004	0.199736173097767	1.617463841796388	1.744850895125568	8.617727911892901	1.5322720881071281
53.0.68.0	0.000262872042562	9.999737127957436	0.002701696797366	8.59277328347071	0.000262637173331	0.199737362826668	1.5898089494999672	1.772489353702672	8.590071821542557	1.5599281784574779
54.0.9.0	0.000261651682685	9.999738348317312	0.0027171630818400004	8.565347737586826	0.00026142522243600004	0.19973857477756302	1.5623691492825031	1.799913687635662	8.562630800965218	1.587369199034819
56.0.12.0	0.00026040876743000003	9.999739591232569	0.0027316636876240003	8.53813713626146	0.000260190799766	0.19973980920023301	1.535145281774025	1.8271230545383572	8.535405690541483	1.614594309458552
57.0.339999999999996.0	0.000259143048626	9.999740856951373	0.0027452004022360003	8.511142332125356	0.00025893365672800003	0.19974106634327102	1.508138198066353	1.8541166015314152	8.508397341115002	1.6416026588850272
58.0.56.0	0.000257854279564	9.999742145720434	0.002757775048359	8.484364188213608	0.00025765354611700003	0.199742346453882	1.481348759619093	1.880893465332552	8.481606613898682	1.66839338610135
59.0.78.0	0.000256542215218	9.999743457784781	0.0027693894877830003	8.457803577866073	0.000256350222336	0.199743649777663	1.454777838155921	1.9074527723563	8.455034380371158	1.694965619628868
61.0.	0.00025520661247100003	9.99974479338753	0.0027800456255050003	8.431461384617673	0.00025502344161800004	0.19974497655838103	1.428426315550517	1.933793638823981	8.428681522163007	1.721318477837019
62.0.22.0	0.00025384723036000003	9.999746152769642	0.0027897454139900004	8.405338502077658	0.000253672962267	0.199746327037732	1.402295083701374	1.959915170884638	8.402548930931749	1.7474510690682732
63.0.44.0	0.000252463830329	9.999747536169675	0.0027984908576040002	8.379435833797277	0.00025229854490800004	0.19974770145509102	1.376385044394739	1.985816464747659	8.376637508225084	1.773362491774939
64.0.66.0	0.00025105617649600004	9.999748943823509	0.0028062840172230004	8.353754293124874	0.000250899952752	0.19974910004724802	1.350697109154871	2.011496606827908	8.350948165331385	1.79905183466864
65.0.88.0	0.00024962403593600005	9.999750375964068	0.002813127015036	8.328294803047672	0.000249476951872	0.19975052304812702	1.325232199080736	2.03695467390423	8.32548182311669	1.8245181768833332
67.0.1.0	0.00024816717897700003	9.999751832821028	0.0028190220395430004	8.303058296019334	0.000248029311498	0.199751970688501	1.299991244668259	2.0621897332922	8.300239411847254	1.8497605881527701
68.0.32.0	0.000246685379508	9.999753314620495	0.0028239713507620004	8.278045713772272	0.000246556804322	0.199753443195677	1.274975185617153	2.087200843032088	8.275221870996683	1.874778129003345
69.0.53999999999999.0	0.00024517841531	9.999754821584695	0.0028279772856570004	8.253258007113812	0.000245059206822	0.19975494079317702	1.250184970621294	2.111987052093051	8.250430149036633	1.8995698509634011
70.0.76.0	0.00024364606839800002	9.999756353931607	0.0028310422637930002	8.228696135705055	0.00024353629960100002	0.199756463700399	1.2256215571416211	2.136547400594588	8.225865203210049	1.924134796789986
71.0.98.0	0.00024208812538100002	9.999757911874624	0.0028331687932360004	8.204361067821381	0.00024198786774300003	0.19975801213225602	1.201285911160358	2.160880920046407	8.201527999285767	1.9484720007142662
73.0.2.0	0.000240504377842	9.999759495622166	0.002834359476706	8.180253780093334	0.00024041370119200003	0.19975958629880802	1.1771790069153991	2.184986633607897	8.177419511293262	1.9725804887067642
74.0.42.0	0.00023889462273800002	9.999761105377274	0.002834617017992	8.156375257226776	0.00023881359513700003	0.199761186404862	1.153301826613606	2.208863556368405	8.153540721236368	1.9964592787636621
75.0.64.0	0.00023725866281300003	9.999762741337195	0.00283394422865	8.132726491700735	0.000237187350437	0.19976281264956303	1.129655360121607	2.232510695649747	8.129892618784444	2.020107381215587
76.0.86.0	0.000235596307044	9.999764403692964	0.002832344034996	8.109308483441852	0.00023553477404300002	0.199764465225957	1.106240604632768	2.255927051332239	8.106476200939841	2.043523799060194
78.0.08.0	0.00023390737109700002	9.999766092628912	0.0028298194853970003	8.08612223947371	0.00023385567946300001	0.19976614432053702	1.083058564308802	2.279111616205805	8.083292471679927	2.066707528320107
79.0.3.0	0.00023219167781000002	9.999767808322199	0.002826373757891	8.06316877353958	0.00023214988723600002	0.19976785011276302	1.0601102498944	2.302063376347714	8.060342441572244	2.089657558427797
80.0.52.0	0.00023044905770400003	9.9997695509423	0.002822010168142	8.040449105696945	0.000230417225436	0.19976958277456403	1.037396678303318	2.324781311528546	8.037627127361056	2.112372872638985
81.0.74.0	0.00022867934951200001	9.999771320650492	0.002816732177743	8.017964261882051	0.000228657530196	0.19977134246980402	1.014918872174061	2.347264395648201	8.01514755152361	2.134852448476433
82.0.96.0	0.000226882400741	9.999773117599263	0.002810543402898	7.995715273442574	0.000226870646263	0.199773129353737	0.9926778593933631	2.3695115972037453	7.9929047417941375	2.157095258205902
84.0.17999999999999.0	0.00022505806825300003	9.999774941931749	0.0028034476234710002	7.97370317663663	0.000225056427578	0.199774943572422	0.97067467258553	2.391521879791005	7.970899730653818	2.179100269346223
85.0.39999999999999.0	0.000223206218883	9.999776793781116	0.002795448792464	7.951929012095885	0.00022321473788200003	0.199776785262118	0.9489103485654901	2.41329420264205	7.949133554784407	2.200866445215632
86.0.62.0	0.000221326730081	9.999778673269917	0.00278655104589	7.930393824250806	0.000221345451356	0.19977865454864402	0.927385927753511	2.434827521200604	7.927607254483624	2.222392745516413
87.0.84.0	0.000219419490586	9.999780580509409	0.0027767587131070004	7.909098660715647	0.00021944845328700002	0.199780551546712	0.906102453549204	2.456120787737694	7.9063218730398255	2.243678126960214
89.0.06.0	0.000217484401136	9.99978251559886	0.002766076327598	7.888044571630812	0.000217523640772	0.19978247635922802	0.8850609716623931	2.477172952010014	7.885278456063562	2.264721543936477
90.0.28.0	0.000215521375207	9.999784478624788	0.0027545086382430002	7.8672326089601725	0.00021557092344700002	0.19978442907655303	0.8642625293984341	2.4979829619633263	7.864478050773674	2.285521949226363
91.0.5.0	0.00021353033979	9.999786469660203	0.002742060621067	7.846663825740475	0.000213590224261	0.19978640977573903	0.8437081748950991	2.518549764483836	7.843921705234923	2.306078294765115
92.0.72.0	0.00021151123620400002	9.999788488763787	0.0027287374915330002	7.826339275280289	0.00021158148027900002	0.19978841851972	0.8233989563084291	2.538872306200041	7.8236104675446665	2.326389532455372
93.0.94.0	0.000209464020946	9.999790535979042	0.002714544717371	7.8062600103061985	0.00020954464353000003	0.19979045535647003	0.8033359209452501	2.558949534337383	7.80354538496623	2.34645461503381
95.0.16.0	0.000207388666583	9.999792611333401	0.002699488031974	7.786427082050679	0.000207479681885	0.199792520318115	0.783520114336772	2.578780397631257	7.783727503003388	2.36627249699665
96.0.38.0	0.000205285162687	9.999794714837298	0.002683573448342	7.766841539281917	0.000205386579984	0.199794613420016	0.7639525792535441	2.598363847298119	7.764157864416264	2.385842135583776
97.0.6.0	0.00020315351680300002	9.999796846483179	0.002666807273677	7.7475044272699645	0.000203265340206	0.19979673465979403	0.744634354656031	2.617698838070295	7.744837508172868	2.40516249182717
98.0.82.0	0.00020099375548000002	9.999799006244505	0.0026491961245930003	7.728416786686195	0.000201115983676	0.199798884016324	0.725566474577875	2.636784329297534	7.72576746833339	2.424232531666647
100.0.03999999999999.0	0.000198805925325	9.999801194074658	0.0026307469429600002	7.709579652432495	0.000198938551326	0.19980106144867402	0.7067499669381571	2.655619286118884	7.7069487728635195	2.44305122713652
101.0.25999999999999.0	0.00019659009412700002	9.999803409905855	0.0026114670124380004	7.690994052396273	0.000196733105002	0.19980326689499803	0.688185852278779	2.674202680708783	7.688382442372944	2.461617557627094
102.0.48.0	0.00019434635201500002	9.999805653647966	0.0025913639756910004	7.672661006127289	0.000194499728615	0.19980550027138502	0.669875142422929	2.692533493601379	7.670069488774982	2.479930511225055
103.0.7.0	0.000192074812672	9.99980792518731	0.0025704458523140004	7.654581523432124	0.00019223852935000002	0.19980776147064902	0.651818839050405	2.710610715097277	7.652010913863116	2.4979890861369203
104.0.92.0	0.00018977561460700002	9.999810224385376	0.0025487210574940003	7.636756602881914	0.00018994963892400002	0.19981005036107602	0.634017932185441	2.728433346757061	7.634207707800088	2.515792292199949
106.0.14.0	0.000187448922471	9.999812551077516	0.002526198421416	7.619187230228854	0.00018763321489500003	0.19981236678510503	0.6164733985924861	2.746000402986093	7.616660847514996	2.533339152485039
107.0.36.0	0.000185094928433	9.999814905071553	0.002502887209432	7.601874376726793	0.00018528944203300001	0.199814710557966	0.599186200075268	2.7633109127152933	7.599371295003741	2.550628704996293
108.0.58.0	0.00018271385361800003	9.999817286146367	0.002478797143011	7.584818997351085	0.000182918533745	0.19981708146625501	0.5821572816742671	2.780363921182713	7.582339995527926	2.567660004472107
109.0.8.0	0.000180305949591	9.999819694050391	0.002453938421471	7.568022028912706	0.00018052073355200003	0.19981947926644802	0.5653875697576191	2.797158491820899	7.565567875707252	2.58443212429278
111.0.02.0	0.000177871499911	9.999822128500071	0.0024283217445170003	7.55148438806153	0.00017809631663300002	0.19982190368336702	0.548877970000315	2.813693708255156	7.5490558415002695	2.600944158499763
112.0.24.0	0.000175410821737	9.999824589178246	0.002401958335567	7.535206969173505	0.000175645591425	0.19982435440857502	0.532629365246447	2.829968676417974	7.532804776068228	2.6171952239318053
113.0.46.0	0.00017292426749600001	9.999827075732489	0.0023748599658880002	7.519190642116374	0.00017316890128100002	0.19982683109871802	0.5166426132491371	2.845982526784962	7.516815537516678	2.633184462483355
114.0.67999999999999.0	0.00017041222660800002	9.999829587773375	0.002347038979518	7.503436249888501	0.000170666626192	0.199829333373808	0.5009185442827221	2.861734416737747	7.501088956509375	2.6489110434906573
115.0.89999999999999.0	0.00016787512727800002	9.999832124872704	0.002318508318976	7.487944606125283	0.000168139184561	0.19983186081543902	0.485457958621675	2.8772235330593343	7.485625833749001	2.664374166251032
117.0.12.0	0.000165313438338	9.999834686561643	0.0022892815517270002	7.472716492467621	0.00016558703505	0.19983441296495003	0.47026162388077103	2.8924490945674863	7.470426937319158	2.6795730626808743
118.0.34.0	0.00016272767115	9.999837272328831	0.0022593728973880002	7.457752655786884	0.000163010678467	0.19983698932153202	0.455330272210953	2.907410354891641	7.455492999882153	2.694507000117879
119.0.56.0	0.000160118381561	9.999839881618419	0.002228797255619	7.443053805260904	0.000160410659728	0.19983958934027202	0.440664597345481	2.9221066053988802	7.440824715727094	2.709175284272939
120.0.78.0	0.00015748617191800002	9.999842513828062	0.0021975702346760002	7.428620609295591	0.00015778756985100002	0.19984221243014902	0.42626525149098504	2.936537178274317	7.426422737662959	2.7235772623370753
122.0.	0.00015483169312500002	9.999845168306855	0.002165708180533	7.414453692286925	0.000155142048023	0.199844857951976	0.41213284205828604	2.9507014497611572	7.412287673751466	2.737712326248566
