time	ASL_b	ASL_c	ASL_m	ASLoOH_b	ASLoOH_c	ASLoOH_m	ASLpOH_b	ASLpOH_c	ASLpOH_m	AS_b	AS_c	AS_m	ASoOH_b	ASoOH_c	ASoOH_m	ASpOH_b	ASpOH_c	ASpOH_m
546.0.	1944.1097639515735	548.3367595516103	43.293392854477055	1597.3378770237805	450.53127127803555	37.66418485357614	2139.405794919253	603.4221740454553	17.38995775350567	57354.365691191626	16176.776919953325	2413.873360811918	29337.592759515857	8274.693631253098	3598.611348174731	49712.13706765942	14021.387063204515	1423.5410684601984
552.0.	1919.7950078220617	541.4787251452848	42.76862580936533	1598.1273592899272	450.75391895100245	37.749782824491035	2139.5088100685243	603.4511920319997	17.416998586276748	56142.10665960537	15834.858662061146	2372.527083773355	29182.99849887351	8231.089935081254	3634.5311696592175	49902.59613103218	14075.105989707306	1440.3010560312266
558.0.	1895.148886572005	534.52722940288	42.236400899935475	1598.569575985592	450.87861913428054	37.82907345520782	2139.1250720732082	603.3429195353597	17.4409430668488	54942.13943982976	15496.407339234858	2331.475688950475	29026.00823981011	8186.81044256547	3670.199789953813	50089.232639525486	14127.74675370665	1456.9895498569322
564.0.	1870.1797066390234	527.4846152256195	41.696881202471985	1598.6544370048096	450.9025259005193	37.901859622963606	2138.2401201613743	603.0932778803373	17.461684036365682	53754.64027978187	15161.472662467682	2290.7236303754066	28866.597681436797	8141.848299637454	3705.614150869759	50271.96918166256	14179.287521066379	1473.6047647006671
570.0.	1844.8965478927705	520.3534436637033	41.15024622595405	1598.3718675861683	450.8227976528077	37.96794004473764	2136.839568029473	602.6982093992209	17.47911304559973	52579.78584762539	14830.10446126501	2250.2754147568767	28704.74294324567	8096.196770806754	3740.7711622220313	50450.72677118106	14229.706013493196	1490.1448824882941
576.0.	1819.309281504676	513.1364989563277	40.59669235107161	1597.7118412258544	450.63660640802163	38.0271097167789	2134.9091513051903	602.1536908190144	17.493120585457692	51417.75297984289	14502.352612586226	2210.1355991290984	28540.420682512948	8049.8492722751735	3775.667702454103	50625.425019855094	14278.97955728211	1506.6080516825773
582.0.	1793.4285855208047	505.8367929238358	40.03643322663375	1596.6644149285316	450.3411477395641	38.079160388430374	2132.4347784556853	601.4557476204403	17.503596336704078	50268.71840768121	14178.266963686541	2170.3087881786582	28373.608220900453	8002.799407645618	3810.300619433683	50795.982320386254	14327.085134901923	1522.9923867874672
588.0.	1767.2659578134233	498.4575686205046	39.46970011663261	1595.2197668221675	449.93365138686147	38.12388107226294	2129.402585172842	600.6004693776434	17.510429439926185	49132.85846121298	13857.897248645375	2130.7996312286186	28204.283680795437	7955.041006377699	3844.6667314325314	50962.3160404476	14373.999439726478	1539.2959679881394
594.0.	1740.8337260756605	491.0023031533079	38.89674219092566	1593.3682361412777	449.41139253287366	38.16105859238518	2125.7989922347942	599.5840260783799	17.51350878666654	48010.34875034783	13541.292998393359	2091.6128188589673	28032.426131882716	7906.568165129424	3878.762828304225	51124.342728909745	14419.698934202017	1555.5168409332937
600.0.	1714.145054515641	483.47470956973285	38.31782675225345	1591.1003655583309	448.77170374390295	38.19047817261249	2121.610766806062	598.4026854140659	17.51272333253014	46901.36382223959	13228.503444081693	2052.7530791425515	27858.015748386584	7857.375292108326	3912.585672874317	51281.97833521186	14464.159911722089	1571.6530166668338
