time	species_0	species_1	species_10	species_11	species_12	species_13	species_14	species_15	species_2	species_3	species_4	species_5	species_6	species_7	species_8	species_9
25.0.2.0	8.744343246733578	2.318949477485825	0.7604268555114341	0.168786578887367	0.08301559744113901	0.31947732120029804	0.055783594752146004	0.020395013501239	0.8902258023421631	1.780808758039724	3.408064084366374	1.7073279194757611	0.623317356255347	2.310375613725883	0.8916336588369631	0.11507129536823
25.0.919999999999998.0	8.556781666266364	2.358905937728914	1.134404779648439	0.19171596394999602	0.144244550343674	0.32487893887114605	0.08280207207649201	0.040440645028697	0.8948615745846541	1.87468400112397	3.953783808042124	1.8884001183851602	0.635851907204658	2.6460596085853902	0.9620753424319671	0.11731409455050801
26.0.64.0	8.358240565828856	2.3824010708405883	1.555793893524938	0.208276243219176	0.22943863868966702	0.328941861498233	0.110255191658401	0.07295607580475201	0.899280018497659	1.916281998168123	4.493374788527293	2.059709482707991	0.6474886834552991	2.9730505637605633	1.013649777876579	0.11872696317978701
27.0.36.0	8.159690197629924	2.386106901958165	2.009192084079895	0.220111166357943	0.33963251705102404	0.331694529176681	0.135341668254815	0.12100242872463501	0.903397053318962	1.895532750074442	5.026720243965516	2.222025827017317	0.6581306469517301	3.290774199691229	1.052620887889651	0.11966363299133
28.0.08.0	7.973189943691041	2.367563776081031	2.483886623970137	0.22858986974436402	0.47684619794812405	0.33309863772435805	0.15696819285796001	0.186675275035407	0.9071221094209251	1.808772794999852	5.552447602865313	2.375638988681865	0.6677770437819991	3.597998757040772	1.082918742521715	0.12031856785570201
28.0.799999999999997.0	7.811326522237841	2.325917958917563	2.972516213967287	0.23471962438777402	0.6461927774582681	0.33303220800079303	0.17512238352196102	0.270205175699479	0.910359729385635	1.659970799602372	6.068396825680494	2.5200025571965	0.676472974288942	3.891804100024478	1.106782109398302	0.12079675947634601
29.0.52.0	7.6862474920132815	2.262456450681687	3.469646845525394	0.23920872995817402	0.8567346282188311	0.331252644273395	0.190233201383524	0.368591237288281	0.913013186392952	1.460440820877448	6.571716175254779	2.652769500748127	0.684284001820418	4.165158189998409	1.1250581462904239	0.12115246694289601
30.0.24.0	7.6077792632400225	2.180817192184897	3.969677166584416	0.24254573238425903	1.121114889828369	0.32733810653677103	0.20280169535255202	0.47415561157595104	0.9149904999989771	1.227966940684372	7.058065759152354	2.767033063532342	0.691282554848036	4.400559624650268	1.136795390946969	0.12140496378640601
30.0.959999999999997.0	7.580522463674983	2.086817819451842	4.462188667391643	0.24506274275505302	1.453521417203448	0.320618073278618	0.21325130414996202	0.5740852969663041	0.9162137490655171	0.985359753996865	7.518571291760366	2.843436508378842	0.6975395661296291	4.554265772735937	1.137573535734178	0.121533976920719
31.0.68.0	7.6013019595892715	1.9878409899594711	4.921169726728034	0.246978195299441	1.864228004835859	0.31015034644140704	0.22189532673644602	0.6523377484314771	0.9166323255674851	0.757529228860459	7.930367340680277	2.832215599723861	0.703116719467968	4.533304935953617	1.11658158027546	0.12144988828503901
32.0.4.0	7.65968270688093	1.89177200884252	5.29001533767632	0.24842198767633503	2.3487455657934673	0.294918778794213	0.22895468190782503	0.694679716797572	0.9162389064999391	0.566217244650546	8.23624842989423	2.647458559527859	0.708054163747697	4.233493428202117	1.059872838236649	0.12096131569929301
33.0.12.0	7.742394140458197	1.8056392063117892	5.492971031894886	0.24945609708059402	2.875853349433178	0.274525875475628	0.23459547349799803	0.6953218792011041	0.915083472617169	0.423410675717155	8.341300300485111	2.256229559718746	0.7123541637789901	3.683614328043201	0.970285071838873	0.11986805451860601
33.0.839999999999996.0	7.8383323525360975	1.734306324377573	5.48842014085872	0.25010723752791303	3.389886012181001	0.250230816654543	0.238972839246529	0.6603262502547701	0.9132774137696681	0.32771809192718504	8.17206441343168	1.7458091059534522	0.7159792065852071	3.016376810819806	0.8694293957057081	0.11816180832217801
34.0.56.0	7.940528432062237	1.679797084679353	5.288063246035473	0.250395114787451	3.83090575889192	0.22511960227086003	0.242258100518939	0.603582314267579	0.9109812378878711	0.26820882235304905	7.7188914613156605	1.214205995979914	0.7188663733742761	2.321785232238893	0.7715769908148621	0.11597837946049601
35.0.28.0	8.045321395341627	1.641677586490128	4.9280309662229405	0.25033351177295304	4.152981412258603	0.202650721368362	0.24463251074921902	0.5390105940716721	0.9083788788857231	0.23266558565452003	7.02146323617959	0.72381437187874	0.72092938739273	1.640747297124264	0.677778725072749	0.113374499356546
36.0.	8.150894388696214	1.6181151010660222	4.448237889604123	0.24991649838590901	4.329466880087725	0.18505419591299002	0.24626367670725202	0.476204646364198	0.9056506073893291	0.212494916616699	6.160411951183667	0.333362573548082	0.722047986048295	1.002942632042986	0.583003125777874	0.11019379969816201
36.0.72.0	8.256292614086602	1.606842771002791	3.890707907286782	0.24910587991420102	4.351043551910095	0.17299332883856802	0.24728646685414402	0.42030163186594705	0.9029543848883751	0.202871448653155	5.263592711079452	0.10519715295378601	0.7220760806756621	0.45822652410538606	0.48216476659994106	0.10598606261821901
37.0.44.0	8.360937070025528	1.60570292110801	3.305245750263291	0.24782770614516503	4.223702085280439	0.166121813503486	0.24779497025917202	0.37317120142222204	0.9004174291721431	0.20134612298575802	4.463615555233013	0.026401018995611	0.720905806327475	0.11316056470752901	0.382507821919058	0.10015612772849201
38.0.16.0	8.464400405785504	1.612860128768788	2.750141758376647	0.24599215270655903	3.968401964017729	0.163709718354401	0.24784313075072603	0.334547923913043	0.898135167614396	0.20676242832173103	3.793661777747305	0.009588985652783	0.7185085222789741	0.01526548979621	0.311120092883282	0.09332841033847301
38.0.879999999999995.0	8.566294656459998	1.626842713188469	2.264464688363452	0.24353094283096702	3.617713826299248	0.16499281243176803	0.247449766507248	0.302996443076381	0.8961742704865711	0.21866632430722902	3.212710567247944	0.0075301130868960005	0.714832525227265	0.004706935272785	0.26978604109972504	0.087481446978157
39.0.6.0	8.666198920729016	1.646520331299579	1.8484868905543599	0.24037126792434502	3.20508137350775	0.16930002346876402	0.24659866064955702	0.276566250745139	0.8945774084269291	0.23714240682506602	2.691397538700539	0.009143847593462	0.709705040705989	0.0049950217897910005	0.241099289574238	0.082945362970214
40.0.32.0	8.763586185092677	1.671080230435865	1.487908196195918	0.236356370982884	2.75743510058867	0.17609740479843	0.24522562456813501	0.253123357739904	0.8933684845585521	0.262900334496792	2.218228926899665	0.013053548774871	0.7028005252099451	0.0072007745615810005	0.21635206692868303	0.078967056071991
41.0.04.0	8.85772419145615	1.70001713382802	1.170128512001406	0.23116755568076003	2.295103821047675	0.184987391908739	0.24319075268172002	0.230543074625589	0.89255778610449	0.29739962685179705	1.78886535228269	0.020431242100469	0.6935871454515811	0.011453552147962	0.19238176440993202	0.074908453520172
41.0.76.0	8.94752555234076	1.7331342768023612	0.88735778437803	0.22421241889638402	1.834090169066649	0.19567168270654903	0.24022434121465003	0.20681139411033503	0.892146745335717	0.343016709067728	1.403355840222709	0.034435071979819	0.681221018510853	0.019698867374214002	0.168174713549224	0.070366318848221
42.0.48.0	9.031309413694435	1.770555316474773	0.636421808024353	0.21439872494699003	1.388437599980171	0.20789700499427802	0.23581030521835702	0.18009054288914	0.8921321399215171	0.403279065805047	1.067742072313918	0.061719800824202004	0.664411951782313	0.036427197425757	0.144323836472616	0.06516101616120701
43.0.199999999999996.0	9.106424626466426	1.812740668499146	0.41852887218140206	0.199646298080697	0.972425314651125	0.22139675493767902	0.22890831581998403	0.148900780876242	0.8925096405513181	0.483088506296633	0.7987001433151301	0.115103785073923	0.641513610788058	0.071720384188192	0.123860354974911	0.059622756743636006
43.0.92.0	9.168703625290416	1.860477213365858	0.239937186371618	0.175942351875044	0.6029041112293401	0.235834616801077	0.217216184180778	0.112686692596244	0.8932765134934301	0.5886175060263971	0.62916345064953	0.21407789172003402	0.612033755149969	0.146440741154775	0.114174526426598	0.055408244555692
44.0.64.0	9.211872627602173	1.9147466860878462	0.11340813510030101	0.13711348973271	0.302563934860597	0.250756019062405	0.195036832248831	0.073147842664013	0.894432858040008	0.7259335391944871	0.604909163136195	0.373768949950226	0.581330204043165	0.29288681820370804	0.12953054818575702	0.056242560840341
45.0.36.0	9.227595649775273	1.976229409751663	0.051602669199647004	0.086001540283012	0.10405060457916601	0.26555371588527305	0.148718872674964	0.036459525760991006	0.8959797450607421	0.8960130563739711	0.762520943501886	0.5850618052213551	0.5613125987016211	0.532232239799414	0.19068148554264802	0.065356179061305
46.0.08.0	9.20778632609853	2.044060295732549	0.045916679665567006	0.054129511583527	0.027202427678745002	0.27947172138255	0.07469860953138001	0.013114361146491001	0.897910996554894	1.085438952321203	1.103009460944663	0.8183607127968741	0.5576123189752521	0.8448370487073501	0.311515436381189	0.080041296497894
46.0.8.0	9.148807339363742	2.114773380140527	0.08864742176312501	0.06084711089457501	0.013925215534032	0.29181662027729205	0.027910842402202003	0.004984921805865	0.900198079724265	1.273604966726309	1.580784310166529	1.049460350570808	0.565665915850396	1.1908626152771111	0.47624886646650605	0.09408173891066701
47.0.519999999999996.0	9.05167637252991	2.183909823703778	0.19894481347716703	0.092625319064081	0.018669339416345	0.302315877738536	0.019371436823073	0.004197637443345	0.902783168820619	1.4517051739917322	2.127163018328417	1.269008166681225	0.579320365897186	1.54493927809424	0.6446146523339751	0.104327586620439
48.0.239999999999995.0	8.919893394841024	2.24759450030402	0.39966358807446	0.130309431271761	0.037324859003668005	0.311038686188124	0.029584168739255002	0.007931516784940001	0.9055888631259351	1.614180513597494	2.6901691419675	1.475464551678265	0.594750292332316	1.896527317633327	0.784622459385751	0.110878608869152
48.0.96.0	8.758854432111924	2.302416470379746	0.6909436089759591	0.162776382664264	0.07305524609717001	0.31815475719964104	0.050440861717662	0.017386948819831	0.9085290183616491	1.752392373494829	3.248362683848567	1.669608842875111	0.6100950419558101	2.241634016324381	0.8882377085237131	0.11484627069932801
49.0.68.0	8.575827894796772	2.345016426485912	1.054294601782706	0.187417106588839	0.12988644811802402	0.323818959393184	0.07703140422613301	0.035309091605957	0.9115136059521151	1.854326307897236	3.798512196011805	1.852673714694794	0.624556698566966	2.578777480686938	0.9620643300258931	0.11723749497572801
50.0.4.0	8.379911246513124	2.3718984360225592	1.468555419003496	0.205250902111443	0.210494869076973	0.32813267030595805	0.104808927584128	0.065026894491617	0.9144492216840431	1.906582624416263	4.341944372125528	2.025787245886166	0.6378406358819131	2.9073354416524	1.015327373652736	0.118721361503272
51.0.12.0	8.181803058885915	2.379658829879266	1.917177542918176	0.21798018709467	0.316008557836971	0.3311349968971	0.130594711449027	0.109698578932681	0.917237892560799	1.898147768612034	4.8790833687008615	2.1897813456906112	0.649880178270533	3.226758193629647	1.055021864348964	0.11968888919809902
51.0.839999999999996.0	7.993393778986658	2.365612912035245	2.3886335175995272	0.22707524405168902	0.44803758134936206	0.33279954012074303	0.15299331579035402	0.17163703909753802	0.919776445935327	1.8239551220556822	5.408858847379531	2.3450437544898373	0.6607101629770731	3.535964675671324	1.0855568591397051	0.12035537242034101
52.0.559999999999995.0	7.82722503787036	2.328549692167179	2.8750535699046633	0.233628448496657	0.610974141948147	0.333020717766055	0.171843619277183	0.251488549905629	0.9219576407926041	1.686512939485885	5.929253345853641	2.49121395735864	0.670409002933499	3.832426944898191	1.109466035827477	0.12083661125295601
53.0.28.0	7.69562021563569	2.26932124982782	3.37077622680017	0.238409784111997	0.813103892363047	0.331580830383141	0.18753363759480002	0.34695747047912	0.9236733338576191	1.495813175622505	6.437550732263404	2.62637489020727	0.679071263372792	4.110103442821393	1.127843552239301	0.12119283939277702
54.0.	7.6089970318216515	2.1911183968185	3.8704433234361453	0.241950488036688	1.066456726474164	0.32809514814676705	0.200573660026439	0.45132311956442905	0.9248199546349221	1.268514983509146	6.929770905467996	2.7447613911741398	0.6867939951491051	4.354076117502903	1.140109856826977	0.12144819240241801
54.0.72.0	7.573109523925323	2.09937309597153	4.365010934101958	0.24461213761337902	1.385149950947307	0.32194235677361505	0.21141167349681403	0.5527047686469281	0.925307102898096	1.026640199440219	7.398212399145294	2.830161866251695	0.69366906280576	4.526905104149767	1.142622605949673	0.12158995457642001
55.0.44.0	7.586266121801268	2.001227797659377	4.832320013748327	0.246634361226607	1.7807172856151152	0.312225045473495	0.22038493376072302	0.635438854838687	0.9250700522873291	0.794997271577731	7.82359601143796	2.839765359014459	0.6997766495359641	4.545023432294219	1.125808367588688	0.12154342058036201
56.0.16.0	7.639131308771312	1.9045501865853631	5.221735576725549	0.24816336144515003	2.252241149318958	0.297908354807693	0.22773179569914903	0.6845540915417301	0.924085404634804	0.596352689427262	8.156287081049134	2.691229455613697	0.7051748676573161	4.297192192276051	1.075213455307421	0.12113397967521401
56.0.879999999999995.0	7.7185760004306285	1.816611394051837	5.457683880417818	0.24927230085992202	2.773714964213784	0.278410357982669	0.233627113569911	0.692365479095838	0.922385915968089	0.44487633030455404	8.305394496081297	2.3325565900085152	0.7098838472508511	3.782206325534549	0.989337499738944	0.120147078480622
57.0.599999999999994.0	7.812895499485118	1.742734782482005	5.489188553037469	0.24999212009267802	3.292742296553338	0.25463787052638404	0.23822655191580303	0.662885155315702	0.920066939224888	0.34156434914593503	8.188656398293272	1.8350773257796091	0.7138804110844711	3.127344271432902	0.8883404629980751	0.118532737967697
58.0.32.0	7.914412079734656	1.685459955468842	5.320156670081804	0.250343234344241	3.7485902198478813	0.22942016832924403	0.24169901386839301	0.6091489130115441	0.9172771200366281	0.27665296598002403	7.785597050368921	1.302341518582168	0.7171120430482211	2.434088684481543	0.7890276346953811	0.11641614121143201
59.0.04.0	8.018995680269093	1.644733859354826	4.984634808687148	0.25034139772520203	4.092204936709614	0.206292163257233	0.24422615060850303	0.545509923369983	0.9141942498013781	0.237664596889016	7.128617962753841	0.801325296997708	0.719502595040427	1.749088042524071	0.6942633446094231	0.11387928768259101
59.0.76.0	8.124593116391388	1.618904036765834	4.522488525208755	0.249985010896341	4.293663693379383	0.187767470350852	0.245980033155511	0.482385605202358	0.9109973637998671	0.21526719421820903	6.290884525018026	0.389324596716875	0.720942437969853	1.101914987523934	0.5996052948530051	0.11080724380594001
60.0.48.0	8.230143460667168	1.605739520133867	3.975182305239739	0.24924166411039303	4.340875647252644	0.17475994878803502	0.247102383210259	0.425577770953238	0.9078461178418631	0.204067733281243	5.39253883624304	0.131271665380919	0.7212903820103591	0.536713670790113	0.49945413395810906	0.10680178975875
61.0.199999999999996.0	8.335021991041279	1.603048973372335	3.390952481728843	0.24804239833336802	4.237306659307556	0.167050216374329	0.247694639856531	0.37739440269863805	0.9048705803232251	0.201293949235948	4.5727231232817385	0.03317592520116	0.720428863230244	0.150300822723604	0.39770735913391503	0.10124171632323901
61.0.919999999999995.0	8.43878372336261	1.608940151332834	2.827682812992081	0.24629651158854401	4.001473726484664	0.16394100609061502	0.24781733188897803	0.33782561091150903	0.9021690603376551	0.205618895575398	3.884841582318746	0.010801250126817001	0.7183217511284311	0.021032409837573002	0.320166093664672	0.09442215445754601
62.0.64.0	8.541037924953441	1.621882964136781	2.330322714607363	0.243930553810487	3.6646364565014933	0.16465926618610102	0.24749479907569302	0.305553653394789	0.8998105744013251	0.216490963921035	3.2928610903577002	0.0075471552795170005	0.71493188193733	0.005099633101912001	0.275071320965734	0.08831513819006001
63.0.36.0	8.641371954158918	1.640693031719103	1.904327888579422	0.24087642492702901	3.260823571603323	0.16851169007025502	0.24671681813558802	0.278676048220165	0.8978393891615991	0.233903297365149	2.763626952340082	0.008765990902722	0.710109606494662	0.004799060168649	0.245024482686221	0.08358906083266
64.0.08.0	8.739279724551526	1.664506615290572	1.536154028024609	0.236994338727526	2.8181614017346	0.174938342926822	0.24542775527816302	0.25507545624293504	0.896280208654442	0.258458313217773	2.283705899802316	0.012285304660175	0.7035558948259181	0.006760869970477001	0.21982449210950902	0.07954702177565101
64.0.8.0	8.834067678196092	1.692768780161924	1.212550810156941	0.23199425219107803	2.357926843939178	0.18351924553995402	0.24350122807981503	0.232625467664291	0.895143365171259	0.29149009905064804	1.847963647300289	0.018986224914079003	0.6947753196660561	0.010615513260654	0.19574052617359303	0.07550786548667801
65.0.52.0	8.924714445580221	1.725232877206203	0.9249552964208171	0.225332391261183	1.896681567238071	0.193941723646216	0.24069115433621802	0.209302010055015	0.894429669071331	0.33522146892633603	1.4557501575277492	0.031663514032554005	0.6829776663159931	0.018048673957639	0.17149927047059602	0.07103378711267
66.0.24.0	9.009648761685057	1.7619708809048311	0.6694999234654591	0.21600767751721903	1.44867035932296	0.20594747120161502	0.236527793390077	0.18324583418057902	0.8941347203537311	0.392988731617175	1.111975911937223	0.056287453072523	0.666940583567843	0.033027246973247	0.147422593516772	0.06590186789567401
66.0.96.0	9.086396725835057	1.803389960659067	0.44671101217615006	0.202122669843865	1.028038268925678	0.21927402347457603	0.230073527526114	0.15291269051754602	0.8942525807881311	0.46947645818439704	0.8313292934339921	0.104579820672693	0.6450232669931241	0.06449214202066901	0.126079650432186	0.06032900820735
67.0.67999999999999.0	9.151060253080308	1.850229507601387	0.262008396395988	0.18000197566466403	0.6511212638843961	0.23359745214368802	0.21928460756905402	0.11755982406078401	0.8947786410642461	0.5706962760173371	0.644133417486872	0.19532725143908	0.6163275294672701	0.13134501223598502	0.114044663009965	0.055708099100323004
68.0.39999999999999.0	9.197712961052712	1.9034570540009992	0.12720388168764102	0.143572162890087	0.339519695414138	0.248481973378562	0.199175951193616	0.07843789917358701	0.8957111504705391	0.702896006695644	0.5952314809908791	0.34564987831453103	0.585011633356589	0.264822993783746	0.124414857868229	0.05549883257938801
