time	A	E	G	R
81.0.60000000000001.0	0.06057634453107601	281.00216653689824	113123.40703448444	57.70484953113533
83.0.2.0	0.05733644195812201	265.9466152894156	107062.00573711132	54.536621756404905
84.0.80000000000001.0	0.054271329637490005	251.70604751054321	101328.76770161412	51.54789089332875
86.0.4.0	0.051371421010492004	238.23547634455429	95905.57329208478	48.72791281470572
88.0.	0.048627671625350005	225.4924890898724	90775.34021372681	46.06664527034771
89.0.60000000000001.0	0.046031546789188006	213.43709045267184	85921.9602918279	43.55469618260781
91.0.2.0	0.04357499132368901	202.0315563155999	81330.24049732999	41.18327630988291
92.0.80000000000001.0	0.041250401270266	191.24029721924887	76985.84789442379	38.944155858016835
94.0.4.0	0.039050597403595004	181.02973082454383	72875.25821417743	36.829624664530535
96.0.	0.036968800424045004	171.36816268767302	68985.7077839197	34.83245562034724
97.0.60000000000001.0	0.034998607710142	162.225674736388	65305.14856526955	32.945871028829366
99.0.2.0	0.033133971521818004	153.5740208881153	61822.20607460615	31.163511633065
100.0.80000000000001.0	0.031369178553943	145.38652929695488	58526.1399786589	29.4794080699335
102.0.4.0	0.029698830747524003	137.63801075884868	55406.80717498387	27.887954533975368
104.0.	0.028117827273222002	130.30467284243068	52454.62718256863	26.383884455860287
105.0.60000000000001.0	0.026621347608365	123.36403934775964	49660.54968184699	24.96224801962173
107.0.2.0	0.025204835634661003	116.79487472663878	47016.024056154	23.618391360087664
108.0.80000000000001.0	0.023863984689276002	110.57711312687914	44512.970798243274	22.347937297334028
110.0.4.0	0.022594723506953	104.69179174895746	42143.75465604612	21.146767478739907
112.0.	0.021393202995424	99.12098822730084	39901.15940147003	20.011005811517975
113.0.60000000000001.0	0.020255783790566	93.84776177014444	37778.36411481589	18.93700307960026
115.0.2.0	0.019179024541595	88.85609781174675	35768.920885414984	17.921322648622684
116.0.80000000000001.0	0.018159670880147	84.1308559488948	33866.73383642415	16.960727171600006
118.0.4.0	0.017194645030309	79.65772095025918	32066.03938843854	16.052166215831047
120.0.	0.016281036019694002	75.42315664239574	30361.387682740493	15.192764738719221
121.0.60000000000001.0	0.015416090454360001	71.41436249018415	28747.62509065756	14.379812346625721
123.0.2.0	0.014597203822958002	67.61923270234628	27219.877740696793	13.610753276667936
124.0.80000000000001.0	0.013821912297798	64.02631770451158	25773.535999899013	12.88317704660328
126.0.4.0	0.013087885002714001	60.62478783318435	24404.239850255613	12.194809722659215
128.0.	0.01239291671958	57.404399113999666	23107.86510508207	11.543505759436684
129.0.6.0	0.01173492100721	54.35546099691374	21880.510413982047	10.927240369875056
131.0.20000000000002.0	0.011111923708068001	51.46880592952106	20718.48500848701	10.344102386763627
132.0.8.0	0.010522056819809	48.73576065759255	19618.297143647036	9.792287580455337
134.0.4.0	0.009963552710147	46.148119149237566	18576.64319379893	9.27009240031616
136.0.	0.009434738654916001	43.69811704586268	17590.397363470885	8.775908110058284
137.0.6.0	0.008934031680456	41.37840754937086	16656.601976914004	8.308215289482971
139.0.20000000000002.0	0.008459933692643001	39.18203866086392	15772.458312099327	7.865578677323534
140.0.8.0	0.008011026875980001	37.10243169151185	14935.317947198917	7.446642331851801
142.0.4.0	0.007585969347202	35.13336097127014	14142.674589593713	7.050125087710334
144.0.	0.007183491048773001	33.268934685791656	13392.15635933364	6.674816289075982
145.0.6.0	0.006802389868588001	31.503576776220513	12681.51850072632	6.3195717807615335
147.0.20000000000002.0	0.006441527972975001	29.832009840596292	12008.636497361213	5.98331014023597
148.0.8.0	0.00609982834092	28.249238979364733	11371.499567395362	5.6650091348017195
150.0.4.0	0.005776271488110001	26.75053653100061	10768.204517342823	5.3637023893199665
152.0.	0.0054698923701100004	25.331427647026953	10196.949933931706	5.078476250933108
153.0.60000000000002.0	0.005179777454603	23.987676658772337	9656.03069482594	4.808466838204425
155.0.20000000000002.0	0.0049050619532150005	22.715274191066367	9143.83278016136	4.552857262987914
156.0.8.0	0.004644927204007001	21.51042498074465	8658.828367922739	4.310875014162489
158.0.4.0	0.004398598196254	20.369536360333342	8199.571197195863	4.081789493121081
160.0.	0.004165341229576	19.28920736966435	7764.69218428853	3.86490969161096
