time	G1	G2	T1	T2
280.0.	12.139605993272864	12.353973171933891	2.4307326863684042	1.5389810182685242
290.0.	8.595632306863166	10.324588712434403	4.038843849795643	3.4608037272175802
300.0.	7.270127225983176	7.600319036477487	2.105684845387587	3.034164562105145
310.0.	8.821418717908719	8.183502202012429	0.790594633261245	1.1399239576317601
320.0.	11.205827459674818	10.370897772324826	0.5390789103095951	0.5737610767346041
330.0.	13.185631396417598	12.607622794582792	0.8999115309571881	0.7077041432083451
340.0.	12.418557947980114	13.053724370380365	2.857890529761362	2.036423964222918
350.0.	7.622945948646225	8.755870784859342	4.813473176828995	4.967559546500851
360.0.	6.642787918881938	6.455232197195695	1.8321273591898941	2.4864023986265122
370.0.	8.741649060945171	8.186126934793633	0.53888808724853	0.642576762642111
380.0.	11.531339556061218	10.971164732137035	0.354300158396456	0.335170484956046
390.0.	13.941521866732735	13.599992464776802	0.683185740824092	0.537873192305192
400.0.	13.277508007223577	13.932659038504385	3.002308944916552	2.298864440273078
410.0.	6.801912663357799	7.5465113819912055	6.103418606040092	6.556294874776851
420.0.	5.804137038776487	5.526240216180457	1.7729505308881621	2.2283575596846372
430.0.	8.261689804147075	7.825578499065853	0.378351476201262	0.41516748015786503
440.0.	11.364518726543952	10.946173355240681	0.206644944381653	0.19075088737738802
450.0.	14.292829135708283	13.989671999222445	0.38075702881693	0.30792193168549303
460.0.	15.042222212290037	15.374302167271011	2.081773392895736	1.6108256797657332
470.0.	7.25752367866647	8.135557569956198	8.022608404546897	8.127179981099781
480.0.	4.728017224355989	4.524343466117932	2.55046452844924	3.09018559505336
490.0.	7.1357618652227774	6.785733457138977	0.369278208166233	0.406633620459312
500.0.	10.38457772067937	10.038054275493689	0.12994199325118502	0.12405062631006401
510.0.	13.66608694063204	13.36088836447137	0.164614070691703	0.140029324495402
520.0.	16.184880622400975	16.09875360477835	0.7507132917693281	0.5934135918937711
530.0.	11.65759358981989	12.755548691454468	6.767011283439494	5.893118678786903
540.0.	3.981869986337322	4.00264644373889	5.904235175382315	6.7922581059153195
550.0.	5.419983996745861	5.1500955396594374	0.717974200438615	0.822756587708236
560.0.	8.60775026124437	8.318288035100874	0.12983886350501	0.13206582352659701
570.0.	12.018206074729168	11.740737008205517	0.081805064650753	0.07474303266934901
580.0.	15.289041756550619	15.060198754498948	0.19875502129039702	0.167244607335505
590.0.	16.7496988492072	16.920227185882837	1.6891066357837352	1.368501724563986
600.0.	6.649591787015101	7.396327846326987	10.82044996484317	10.858328465729974
610.0.	3.707005741550826	3.566749273203269	2.916200490091832	3.365901182033647
620.0.	6.322047412482859	6.091027153292154	0.29286985110589203	0.317842932331917
630.0.	9.702367871286338	9.469351516590677	0.074896203497887	0.07371789909330201
640.0.	13.151484007890778	12.930046406261765	0.07301523883748501	0.06627134257388301
650.0.	16.33327585788799	16.17003002207285	0.27872508136031104	0.23808179326716802
660.0.	15.953227343464228	16.389737327271348	3.405843041883226	2.889770538629112
670.0.	4.250977365257417	4.504641219898004	10.386966657285607	11.010008991184302
680.0.	4.045243046567371	3.894557837063131	1.539404378693281	1.7289048617364302
690.0.	7.068970057557845	6.882535582099661	0.167128948302832	0.175192082695759
700.0.	10.512914365123581	10.327952901031548	0.057365262579037006	0.055746871043348
710.0.	13.96571948263234	13.791830836965836	0.07732100413710201	0.070665256990984
720.0.	16.99305293423352	16.88875857133107	0.407892178951527	0.35654699298866704
730.0.	14.069208906184663	14.668603041353652	5.851723640659718	5.238083844001769
740.0.	3.393769494254148	3.4522093578100073	8.406507099066593	9.002266415179138
750.0.	4.492109228116597	4.359989200104208	0.9155600538513281	0.9979138451404331
760.0.	7.698201593648967	7.550397632493481	0.115631821959533	0.11861189844451801
770.0.	11.16846818489474	11.02300811928968	0.050949997452593	0.049320182151339
780.0.	14.609073054949697	14.474497378097734	0.08926034486020101	0.082486811887755
790.0.	17.39923377460825	17.34731931829026	0.6066411776666071	0.5429466786264581
800.0.	11.540957878070197	12.12822400077314	8.61000856365709	8.09908227271101
810.0.	3.130227690279623	3.118967323784541	6.380657237166098	6.806182667127708
820.0.	4.960710070522025	4.851471220105613	0.5917292522727791	0.6291416785193781
830.0.	8.266470286575867	8.150146554532876	0.08887528712559	0.08993290782079301
840.0.	11.74877058305324	11.634984932005574	0.049105946060584	0.047544599986454
850.0.	15.165313111692319	15.062491942299593	0.108492216095041	0.10143148037364001
860.0.	17.59545991467258	17.59043467809261	0.9145863462311331	0.8362946987135461
870.0.	8.917841024080756	9.35665295467757	10.944649198096998	10.688199175824412
880.0.	3.133660650192798	3.098157706500044	4.655730459704116	4.924351961461164
890.0.	5.439013510015681	5.3508524683115475	0.40324286338942805	0.42071794722487804
900.0.	8.807054472679653	8.71582031900006	0.072760422976057	0.073003908233018
910.0.	12.294177073204889	12.205458022913337	0.049878389227874007	0.048394542681465
920.0.	15.673649165759482	15.596227365533553	0.137006655643563	0.129481779606884
930.0.	17.553985822734948	17.591761612193622	1.398042789048336	1.302451398482368
940.0.	6.68485705443839	6.94699276736738	12.180609117956768	12.170450343632545
950.0.	3.288278540861104	3.246582451893355	3.293494372376624	3.4497478211800843
960.0.	5.926218107791893	5.8559297125125145	0.28535832714804304	0.29363316492769703
970.0.	9.336202925130465	9.264777545335514	0.06228178877375701	0.062169687151245004
980.0.	12.823306398792958	12.75430483905405	0.052740642216366006	0.051322830710520004
990.0.	16.14835341901279	16.091255528677433	0.17886196982979602	0.170662617612198
1000.0.	17.188965658278885	17.265820035336493	2.159578257617672	2.044619971740962
