time	ADP	ATP	BPG	P3G	gap	glc	nadp	nadph	pep	pyr
14.0.399999999999999.0	0.00015246598174400002	9.999847534018263	0.004726822658496	2.548113134744558	0.307368587976099	9.553162512181919	0.00032255477883500003	0.199677445221164	4.499704536685372	0.9002954633146141
15.0.6.0	0.000153529523103	9.999846470476903	0.004735629432841001	2.51117577470268	0.32314331136427404	9.516234355080162	0.00032295094462200005	0.199677049055377	4.458587134142176	0.941412865857808
16.0.8.0	0.00015460476944400002	9.999845395230562	0.004742781810093	2.474337711603255	0.337800137617908	9.47940384097335	0.000323347559991	0.199676652440008	4.417561995701508	0.9824380042984721
18.0.	0.000155691597625	9.99984430840238	0.004748371004119001	2.437598858028822	0.35141159092383	9.442670972225521	0.000323743192581	0.19967625680741802	4.376630454949455	1.023369545050523
19.0.2.0	0.00015678987343600002	9.999843210126569	0.004752480898603	2.40095929238578	0.36404533686467705	9.406035909718367	0.00032413643399200004	0.19967586356600703	4.335793933957814	1.064206066042162
20.0.4.0	0.00015789944995900002	9.999842100550046	0.004755188563122	2.364419252886777	0.375764502960718	9.369498967344528	0.000324525894639	0.19967547410536002	4.295053943511131	1.104946056488843
21.0.599999999999998.0	0.00015902016583800002	9.999840979834167	0.0047565647258	2.327979132221678	0.38662797779127905	9.33306060714628	0.00032491019881600004	0.199675089801183	4.25441208358568	1.145587916414292
22.0.8.0	0.000160151843468	9.999839848156537	0.0047566742063660005	2.29163947287466	0.39669069012283	9.296721435060967	0.000325287979963	0.199674712020036	4.213870044074555	1.186129955925416
24.0.	0.00016129428708800002	9.999838705712914	0.004755576313061	2.255400963049553	0.40600386937422506	9.26048219723867	0.000325657876084	0.19967434212391502	4.173429605754415	1.226570394245555
25.0.2.0	0.000162447280759	9.999837552719244	0.004753325206458	2.219264433169657	0.41461528865955705	9.224343776901392	0.000326018525311	0.199673981474689	4.13309264149071	1.266907358509258
26.0.4.0	0.000163610586231	9.999836389413773	0.004749970232983	2.183230852922109	0.422569491565268	9.18830719171663	0.00032636856157500005	0.199673631438424	4.092861117679389	1.307138882320578
27.0.599999999999998.0	0.000164783940666	9.999835216059338	0.004745556230609	2.147301328820255	0.42990800374005106	9.152373591661199	0.000326706610376	0.199673293389623	4.052737095924228	1.347262904075736
28.0.799999999999997.0	0.000165967054233	9.999834032945774	0.004740123808986	2.111477102260692	0.43666953030327804	9.116544257354247	0.000327031284616	0.199672968715383	4.012722734949998	1.387277265049964
30.0.	0.000167159607531	9.999832840392475	0.0047337096060310006	2.075759548054533	0.44289014000984006	9.080820598841	0.00032734118048500003	0.19967265881951402	3.9728202927526883	1.4271797072472752
31.0.2.0	0.00016836124885400003	9.999831638751148	0.004726346522807	2.040150173415154	0.448603437046016	9.045204154811291	0.00032763487338400004	0.19967236512661501	3.933032128989002	1.4669678710109642
32.0.4.0	0.00016957159125900002	9.999830428408742	0.004718063938348001	2.00465061738714	0.453840721272019	9.009696592239285	0.00032791091385600004	0.199672089086143	3.893360707608304	1.506639292391664
33.0.6.0	0.000170790209447	9.999829209790557	0.004708887905941	1.969262650703509	0.45863113767184505	8.974299706432909	0.00032816782352	0.19967183217647902	3.853808599731085	1.5461914002688841
34.0.8.0	0.00017201663641400002	9.999827983363591	0.004698841332213001	1.933988176060408	0.463001815719758	8.939015421483544	0.000328404090986	0.199671595909013	3.814378486778935	1.585621513221037
36.0.	0.00017325035988000002	9.999826749640125	0.004687944140273	1.898829228800551	0.46697799932486805	8.903845791108491	0.00032861816773300005	0.19967138183226601	3.775073163861877	1.6249268361380982
37.0.199999999999996.0	0.000174490818457	9.99982550918155	0.0046762134180160005	1.863787977998527	0.47058316797063204	8.86879299988042	0.000328808463945	0.199671191536054	3.735895543429811	1.664104456570165
38.0.4.0	0.000175737397552	9.999824262602454	0.004663663552622	1.8288667279429531	0.473839149624425	8.833859364839777	0.000328973344274	0.199671026655725	3.696848659195627	1.703151340804351
39.0.6.0	0.00017698942497700002	9.999823010575028	0.004650306352184001	1.794067920012099	0.476766225953467	8.799047337487744	0.000329111123537	0.199670888876462	3.657935670338405	1.742064329661576
40.0.8.0	0.00017824616624200002	9.999821753833762	0.0046361511553	1.759394134941271	0.47938323034712105	8.764359506158806	0.00032922006231300005	0.199670779937686	3.619159865995947	1.780840134004036
42.0.	0.000179506819519	9.999820493180485	0.004621204929416	1.724848095481728	0.48170763921172105	8.729798598773499	0.000329298362438	0.199670701637561	3.580524670056698	1.819475329943288
43.0.199999999999996.0	0.000180770510242	9.999819229489763	0.00460547235863	1.6904326694523921	0.48375565697249706	8.69536748597332	0.000329344162386	0.199670655837613	3.542033646261889	1.857966353738097
44.0.4.0	0.00018203628532400003	9.99981796371468	0.0045889559216080004	1.656150873186975	0.485542295187709	8.661069184641006	0.000329355532515	0.199670644467484	3.503690503629547	1.89630949637044
45.0.6.0	0.00018330310696200002	9.999816696893042	0.004571655960221	1.622005875380459	0.48708144615257803	8.626906861810756	0.000329330470174	0.199670669529825	3.465499102212725	1.9345008977872622
46.0.8.0	0.00018456984601000003	9.999815430153992	0.004553570739448	1.588001001340107	0.48838595134497403	8.592883838974107	0.00032926689465600004	0.19967073310534403	3.4274634592050752	1.972536540794912
48.0.	0.000185835274877	9.999814164725127	0.004534696499085	1.5541397376473172	0.489467665040889	8.559003596788278	0.000329162641984	0.19967083735801502	3.389587755407524	2.010412244592463
49.0.199999999999996.0	0.00018709805993400003	9.99981290194007	0.004515027497731	1.520425737237744	0.490337513405448	8.525269780194892	0.000329015459529	0.19967098454047003	3.351876342070467	2.04812365792952
50.0.4.0	0.0001883567534	9.9998116432466	0.00449455604953	1.48686282490806	0.491005549344431	8.491686203957912	0.000328823000438	0.19967117699956202	3.314333748126432	2.085666251873555
51.0.6.0	0.00018960978466600002	9.999810390215336	0.004473272554097	1.453455003258612	0.49148100338197603	8.45825685863046	0.00032858281787100004	0.19967141718212802	3.276964687828683	2.123035312171303
52.0.8.0	0.00019085545103200003	9.999809144548971	0.0044511655200760005	1.420206459082002	0.49177233081217203	8.424985916960999	0.000328292359047	0.19967170764095202	3.239774068811539	2.160225931188448
54.0.	0.00019209190783700002	9.999807908092167	0.004428221582745	1.38712157020823	0.491887255355588	8.391877740749925	0.000327948959077	0.199672051040922	3.202767000588481	2.197232999411506
55.0.199999999999996.0	0.00019331715792900002	9.99980668284208	0.004404425516103001	1.354204912817449	0.49183280953637604	8.35893688816802	0.00032754983460200004	0.199672450165397	3.165948803504156	2.234051196495831
56.0.4.0	0.000194529040467	9.999805470959544	0.0043797602398700005	1.321461269231688	0.49161537198132504	8.32616812154864	0.00032709207722	0.199672907922779	3.12932501815625	2.270674981843737
57.0.599999999999994.0	0.00019572521902200003	9.99980427478099	0.004354206821863001	1.288895636196845	0.49124070182919305	8.293576415665278	0.000326572646713	0.19967342735328603	3.092901415302842	2.307098584697145
58.0.8.0	0.000196903168945	9.999803096831066	0.004327744476228	1.256513233666017	0.490713970426622	8.26116696650618	0.00032598836408200005	0.19967401163591703	3.056684006270115	2.343315993729872
60.0.	0.00019806016399700002	9.999801939836017	0.0043003505580580005	1.224319514094576	0.49003979047612006	8.228945200556883	0.00032533590439900003	0.1996746640956	3.020679053874286	2.379320946125701
61.0.199999999999996.0	0.00019919326220900003	9.999800806737802	0.004272000554967	1.192320172256376	0.48922224279179005	8.196916784600685	0.00032461178949700004	0.19967538821050201	2.984893083870037	2.41510691612995
62.0.4.0	0.00020029929098400003	9.999799700709028	0.0042426680762690005	1.160521155588942	0.488264900809795	8.165087636045573	0.000323812380519	0.19967618761948003	2.949332896935728	2.450667103064259
63.0.599999999999994.0	0.00020137483142400003	9.999798625168589	0.004212324840486	1.128928675073356	0.48717085299303403	8.133463933784046	0.00032293387036500004	0.199677066129634	2.9140055812028822	2.4859944187971053
64.0.8.0	0.00020241620190600002	9.999797583798108	0.004180940662016	1.097549216651725	0.48594272326306204	8.102052129589651	0.000321972276075	0.199678027723924	2.878918525333988	2.521081474665999
66.0.	0.00020341944093000002	9.999796580559083	0.004148483437901001	1.066389553181434	0.48458268958712303	8.070858960050375	0.000320923431208	0.19967907656879103	2.844079432148167	2.5559205678518193
67.0.2.0	0.00020438028929000001	9.99979561971072	0.004114919135805	1.035456756920691	0.483092500844286	8.03989145903461	0.000319782978286	0.199680217021713	2.809496332788696	2.590503667211291
68.0.39999999999999.0	0.000205294171617	9.999794705828394	0.004080211784466	1.004758212533976	0.48147349209211404	8.009156970679646	0.00031854636138300003	0.199681453638616	2.7751776014194443	2.624822398580543
69.0.6.0	0.00020615617740900002	9.999793843822602	0.004044323468103001	0.9743016305987231	0.47972659835436704	7.978663162885615	0.000317208818973	0.19968279118102603	2.741131970428834	2.658868029571153
70.0.8.0	0.00020696104166000002	9.999793038958352	0.0040072143265070005	0.944095061585523	0.477852367050821	7.9484180412890115	0.000315765377171	0.19968423462282903	2.707368546109493	2.692631453890494
72.0.	0.000207703125244	9.999792296874768	0.0039688425628150005	0.914146910273198	0.475850969192853	7.918429963679328	0.00031421084350800004	0.19968578915649102	2.67389682476921	2.726103175230777
73.0.2.0	0.00020837639528400003	9.999791623604729	0.003929164461328001	0.8844659505467221	0.473722209472959	7.888707654809307	0.000312539801452	0.19968746019854702	2.640726709213605	2.759273290786382
74.0.39999999999999.0	0.00020897440574500003	9.999791025594266	0.003888134418083	0.8550613405099131	0.47146553538329106	7.859260221533688	0.00031074660589000005	0.199689253394109	2.607868525522644	2.792131474477343
75.0.6.0	0.00020949027859300002	9.999790509721423	0.0038457049873780002	0.8259426378254691	0.46908004550778204	7.830097168192499	0.00030882537984800004	0.199691174620151	2.57533304002122	2.8246669599787673
76.0.8.0	0.000209916685924	9.99979008331409	0.0038018269479460002	0.7971198151718341	0.46656449714492604	7.801228412132373	0.000306770012787	0.199693229987212	2.543131476318055	2.856868523681933
78.0.	0.00021024583355	9.999789754166468	0.0037564493930570004	0.7686032756788641	0.46391731343415604	7.7726642992325665	0.00030457416083800004	0.19969542583916103	2.511275532256144	2.888724467743843
79.0.2.0	0.00021046944663500003	9.999789530553382	0.0037095198495300003	0.740403868171646	0.46113659017845804	7.744415619270447	0.00030223124946800005	0.19969776875053102	2.479777396581394	2.920222603418593
80.0.39999999999999.0	0.00021057875811200002	9.999789421241905	0.003660984431391	0.712532902013281	0.458220102579913	7.716493620923557	0.00029973447908100004	0.19970026552091802	2.4486497650929833	2.951350234907005
81.0.6.0	0.00021056450071800002	9.9997894354993	0.003610788034773	0.6850021612921281	0.455165312133864	7.6889100261609205	0.000297076834217	0.199702923165782	2.4179058559883098	2.9820941440116773
82.0.8.0	0.00021041690366400002	9.999789583096355	0.003558874581628	0.657823918045904	0.45196937396190606	7.661677043724394	0.00029425109706	0.19970574890293902	2.3875594240562332	3.012440575943754
84.0.	0.00021012569513600003	9.99978987430488	0.0035051873208910003	0.6310109441531	0.44862914490465405	7.634807381339926	0.000291249866133	0.19970875013386602	2.357624773303364	3.042375226696624
85.0.2.0	0.000209680111987	9.99979031988803	0.0034496691969060004	0.604576521450324	0.44514119274281705	7.608314256228191	0.00028806558115800003	0.19971193441884103	2.3281167675184182	3.071883232481569
86.0.39999999999999.0	0.00020906891825800002	9.99979093108176	0.003392263296173	0.578534449551256	0.441501806970276	7.582211403402452	0.00028469055521900005	0.19971530944478003	2.299050838187653	3.100949161812335
87.0.6.0	0.00020828043433500002	9.999791719565684	0.0033329133848060003	0.55289905074774	0.43770701160616604	7.556513081147886	0.000281117015536	0.19971888298446303	2.270442989069197	3.129557010930791
88.0.8.0	0.00020730257885800003	9.999792697421158	0.0032715645504810004	0.5276851712652351	0.433752580604914	7.531234072969831	0.00027733715431300005	0.19972266284568702	2.242309796614418	3.157690203385569
90.0.	0.000206122925731	9.99979387707429	0.0032081639639600004	0.502908178022442	0.42963405650400704	7.5063896851775205	0.000273343191317	0.199726656808683	2.214668405289618	3.185331594710369
91.0.2.0	0.000204728778852	9.999795271221172	0.0031426617765720004	0.478583949908148	0.42534677303900204	7.481995739134547	0.000269127450026	0.19973087254997401	2.187536516700866	3.2124634832991212
92.0.39999999999999.0	0.00020310726744300002	9.999796892732581	0.0030750121710870003	0.45472886243716604	0.42088588255312404	7.458068557057411	0.000264682449356	0.19973531755064303	2.160932371258978	3.23906762874101
93.0.6.0	0.000201245465073	9.999798754534948	0.003005174584117	0.43135976448282803	0.41624638913357803	7.434624940079895	0.00026000101314700003	0.19973999898685202	2.134874720941643	3.265125279058344
94.0.8.0	0.000199130535635	9.999800869464389	0.002933115118385	0.408493945608051	0.411423188515794	7.411682137125922	0.000255076399684	0.199744923600315	2.109382791518285	3.290617208481703
96.0.	0.000196749909614	9.999803250090412	0.0028588081625160002	0.386149092334427	0.406411115906454	7.389257802950371	0.00024990245362300004	0.19975009754637602	2.084476232404786	3.315523767595202
97.0.2.0	0.000194091493934	9.999805908506094	0.002782238234291	0.364343231505663	0.40120500298036404	7.367369943522383	0.00024447378262400005	0.19975552621737502	2.060175052117058	3.339824947882929
98.0.39999999999999.0	0.000191143918409	9.99980885608162	0.0027034020598900002	0.34309465872715705	0.395799745396745	7.34603684674768	0.00023878596082800002	0.19976121403917102	2.036499537104966	3.363500462895022
99.0.6.0	0.00018789682132600003	9.999812103178703	0.0026223108962910003	0.32242184971117904	0.39019038224565505	7.32527699636823	0.00023283576095500002	0.199767164239045	2.013470151586386	3.386529848413602
100.0.8.0	0.000184341175838	9.99981565882419	0.0025389930958270002	0.30234335224512704	0.38437218885962204	7.305108966756928	0.00022662141616800003	0.199773378583831	1.9911074158854092	3.408892584114579
102.0.	0.00018046965757600002	9.999819530342455	0.002453496900478	0.282877656452997	0.37834078438893903	7.285551296265162	0.00022014291188000002	0.19977985708811902	1.969431760735735	3.430568239264253
103.0.2.0	0.00017627705205600002	9.999823722947975	0.0023658934378270003	0.264043041068525	0.372092255416112	7.266622336812462	0.00021340230630400003	0.19978659769369503	1.9484633550743822	3.451536644925606
104.0.39999999999999.0	0.000171760698032	9.999828239301992	0.002276279870256	0.24585739362094003	0.36562329664458504	7.248340077567626	0.00020640407662400002	0.199793595923375	1.928221905064262	3.471778094935727
105.0.6.0	0.00016692095975200002	9.99983307904027	0.002184782623112	0.228338002796855	0.35893136930294806	7.230721940904943	0.000199155485165	0.19980084451483401	1.9087264224974212	3.491273577502568
106.0.8.0	0.00016176171715000001	9.99983823828287	0.0020915605860940003	0.21150132183686401	0.35201487731776404	7.213784549379505	0.00019166695673600003	0.199808333043263	1.88999496140094	3.510005038599049
108.0.	0.00015629085825000002	9.999843709141771	0.001996808145129	0.19536270270890302	0.34487336048427003	7.197543463308267	0.000183952454424	0.19981604754557503	1.8720443226556762	3.527955677344312
109.0.2.0	0.000150520752712	9.999849479247308	0.0019007578607070001	0.17993610202704902	0.33750770276584	7.182012889724159	0.00017602983659100003	0.19982397016340803	1.854889727803362	3.545110272196628
110.0.39999999999999.0	0.00014446867959200002	9.999855531320426	0.0018036825652230002	0.16523376129903802	0.329920352452489	7.167205365036864	0.00016792117279200002	0.19983207882720802	1.8385444650081841	3.561455534991805
111.0.6.0	0.000138157176632	9.999861842823387	0.001705896610277	0.15126586611200601	0.32211554919908303	7.15313141571329	0.000159652991195	0.19984034700880401	1.823019512379076	3.5769804876209133
112.0.8.0	0.00013161427327900002	9.999868385726739	0.001607755960965	0.138040191289545	0.31409955097359604	7.13979920367567	0.00015125642534800002	0.19984874357465202	1.808323146531001	3.591676853468988
114.0.	0.00012487356616600002	9.999875126433848	0.0015096568157690002	0.12556174180387	0.305880851753737	7.127214165844048	0.000142767224597	0.19985723277540202	1.794460547288121	3.6055394527118683
115.0.19999999999999.0	0.00011797409506900001	9.999882025904945	0.00141203243748	0.11383240215762801	0.297470378562869	7.115378660186162	0.000134225591243	0.19986577440875603	1.781433412644998	3.61856658735499
116.0.39999999999999.0	0.00011095998073200001	9.999889040019276	0.0013153479231980002	0.10285060982100501	0.28888165435913404	7.104291633553671	0.00012567580965800002	0.199874324190341	1.769239601238632	3.630760398761356
117.0.6.0	0.000103879794601	9.999896120205403	0.001220092729612	0.09261107078161701	0.280130911693658	7.093948329150531	0.00011716563949200001	0.19988283436050702	1.757872822269658	3.642127177730329
118.0.8.0	9.678564528914673e-05	9.999903214354712	0.001126770909675	0.08310453690977901	0.271237141311276	7.084340053276849	0.000108745457584	0.19989125454241502	1.747322394575449	3.652677605424538
120.0.	8.973198771790135e-05	9.99991026801228	0.001035889207938	0.074317665182849	0.262222060387382	7.075454021542242	0.00010046715164600001	0.19989953284835302	1.737573096877873	3.662426903122115
