time	A	E	G	R
60.0.800000000000004.0	0.22206636603661803	1029.2831108064352	414344.5890223104	226.01356514023453
62.0.400000000000006.0	0.210238694766635	974.4038803054901	392251.582440394	212.94372796919995
64.0.	0.199044194861576	922.4689538044624	371343.9926938393	200.68101917655702
65.0.60000000000001.0	0.188448617634756	873.3183316948245	351557.3887476007	189.17057287448105
67.0.2.0	0.17841960662658302	826.8009415701621	332830.9360350265	178.36172176630458
68.0.8.0	0.168926588495647	782.774112922245	315107.18464750313	168.20763481037093
70.0.4.0	0.159940670736368	741.1030859918366	298331.87131774344	158.66498948033808
72.0.	0.15143454573290802	701.6605521667154	282453.7341411126	149.6936750784766
73.0.60000000000001.0	0.14338240070160602	664.3262235629448	267424.3390782574	141.25652393043546
75.0.2.0	0.13575983311219	628.9864296414922	253197.91736998828	133.319067626052
76.0.80000000000001.0	0.128543771212134	595.5337389044714	239731.21307332956	125.84931577274622
78.0.4.0	0.121712399309174	563.8666038866154	226983.33999713694	118.81755499826188
80.0.	0.115245087494604	533.8890278106147	214915.64737773634	112.1961661806845
81.0.60000000000001.0	0.10912232551489001	505.5102514120921	203491.59369061654	105.95945809857163
83.0.2.0	0.10332566052171901	478.6444585630088	192676.62804406675	100.0835158853189
84.0.80000000000001.0	0.097837638451002	453.2104994330453	182438.07864550856	94.54606284209864
86.0.4.0	0.09264174879997601	429.13163002833835	172745.04787171193	89.32633431514151
88.0.	0.08772237258842201	406.3352670371778	163568.3135106087	84.40496247787713
89.0.60000000000001.0	0.083064733305463	384.75275699400845	154880.23577550641	79.76387097840487
91.0.2.0	0.07865485065748601	364.3191588472302	146654.66972250937	75.38617851959017
92.0.80000000000001.0	0.074479496945641	344.97303908374664	138866.88272924526	71.25611053428
94.0.4.0	0.070526155913192	326.65627862467744	131493.4767178545	67.35891820302326
96.0.	0.066782983913879	309.3138907627423	124512.3148278834	63.68080413742713
97.0.60000000000001.0	0.06323877326240801	292.89384946315886	117902.4522654735	60.20885411993114
99.0.2.0	0.059882917637448005	277.34692739690445	111644.07107424027	56.93097435122496
100.0.80000000000001.0	0.056705379415953	262.6265431183516	105718.41859067578	53.83583371060054
102.0.4.0	0.053696658825541005	248.6886168389572	100107.74936293568	50.91281058291315
104.0.	0.050847764808858005	235.49143428521106	94795.27032662655	48.15194384915863
105.0.60000000000001.0	0.048150187500650005	222.99551816273888	89765.08904481468	45.54388767651809
107.0.2.0	0.045595872224458	211.16350677954887	85002.16483203346	43.0798697785588
108.0.80000000000001.0	0.043177194921671005	199.96003941018137	80492.26259368146	40.75165284755284
110.0.4.0	0.040886938931057	189.35164800915135	76221.90922295263	38.55149888896629
112.0.	0.038718273041887005	179.3066549067562	72178.3524074027	36.47213621342101
113.0.60000000000001.0	0.036664730748472006	169.79507614324447	68349.52170650523	34.50672886414664
115.0.2.0	0.034720190638236004	160.78853011862674	64723.99177013992	32.648848278385
116.0.80000000000001.0	0.032878857849563	152.26015125521687	61290.94757594597	30.89244699962819
118.0.4.0	0.031135246539404002	144.18450838843552	58040.1515709135	29.231834274174208
120.0.	0.029484163304203004	136.53752761858817	54961.9126095151	27.661653380459004
121.0.60000000000001.0	0.027920691501007	129.29641937236926	52047.05658714806	26.176860553144486
123.0.2.0	0.026440176418723003	122.43960943780593	49286.8986736916	24.772705376152356
124.0.80000000000001.0	0.025038211252408002	115.94667375034356	46673.21705762298	23.444712529872838
126.0.4.0	0.023710623836179	109.79827672085405	44198.22811640993	22.18866478776339
128.0.	0.022453464092907	103.976112908581	41854.56293382823	21.00058716659
129.0.6.0	0.021262992161236	98.4628518535017	39635.245089474665	19.876732142753255
131.0.20000000000002.0	0.020135667162738003	93.24208589331613	37533.66965007158	18.81356585456235
132.0.8.0	0.019068136574096003	88.29828080034555	35543.58329621765	17.807755217054595
134.0.4.0	0.018057226171241	83.61672908306143	33659.065522044024	16.856155882069494
136.0.	0.017099930514177002	79.1835058058354	31874.510848808888	15.955800981840648
137.0.6.0	0.016193403943034	74.98542678881647	30184.611996814572	15.103890599416285
139.0.20000000000002.0	0.015334952057514001	71.0100090576682	28584.34396318473	14.29778191381291
140.0.8.0	0.014522023653438002	67.24543342024539	27068.94895599934	13.534979971988937
142.0.4.0	0.013752203091611001	63.68050905420085	25633.922138069538	12.813129043535117
144.0.	0.013023203075536002	60.3046399960181	24274.998136255126	12.13000451745463
145.0.6.0	0.012332857815869002	57.107793428079844	22988.13827469073	11.483505303575463
147.0.20000000000002.0	0.011679116560677001	54.08046966614479	21769.518492607775	10.871646704034935
148.0.8.0	0.011060037471759002	51.2136737550293	20615.517909624505	10.292553722922728
150.0.4.0	0.010473781828328001	48.498888585398035	19522.708003433534	9.744454784589918
152.0.	0.009918608540441002	45.92804944938557	18487.84236675704	9.225675833348504
153.0.60000000000002.0	0.009392868955464	43.493519957304976	17507.847012265756	8.734634789315836
155.0.20000000000002.0	0.008895001941811	41.188069241981374	16579.811195882765	8.269836337020692
156.0.8.0	0.008423529235063001	39.00485038128027	15700.978730516643	7.829867025095788
158.0.4.0	0.007977051032345	36.937379973207925	14868.739763802065	7.413390656950517
160.0.	0.0075542418216650005	34.9795188015698	14080.622994879333	7.019143953763537
