time	ATP	Ade	DNA	GTP	Gua	HX	IMP	PRPP	RNA	SAM	SAMP	UA	XMP	Xa	dATP	dGTP
17.0.5.0	2479.610036576364	0.9884297570813321	5179.345159449495	410.4205755124714	5.529170246708567	11.327104667067461	105.53184711834477	5.001991527967685	28684.48530638355	3.993268324581486	0.20426505170731502	100.1059617871032	25.21092717624844	5.551795708645309	6.013887439756982	3.026017017899292
18.0.200000000000003.0	2479.747156225306	0.9886886876429771	5179.3453463062215	410.41604181003527	5.535046632620901	11.286914444743843	105.27969497776267	5.001152115228096	28684.50591301661	3.993314827251858	0.204075094861975	100.19686718962966	25.217765969410404	5.562203202110914	6.013900565045817	3.026008770929881
18.0.900000000000002.0	2479.877808028626	0.9889093054973391	5179.345532927196	410.4116666418206	5.5398722975911	11.245031662037807	105.0375362201142	5.000496381825365	28684.527785328424	3.993359122685953	0.20389232772564703	100.28602722219374	25.224127685503827	5.569248818740304	6.013913853341031	3.026000398315849
19.0.6.0	2480.0023663056095	0.9890970230515971	5179.345719287879	410.40746202193526	5.543807533665628	11.201963563810681	104.8048166657551	4.999996390290676	28684.55065949768	3.993401341227937	0.20371637024022501	100.372976481409	25.230032725316804	5.573344000000861	6.013927274447026	3.025991922902821
20.0.3.0	2480.1211684082346	0.9892564721991961	5179.345905367972	410.40343607169734	5.5469883822497295	11.158137315345712	104.58103123260445	4.999628206862018	28684.57431518474	3.993441600080237	0.203546874989146	100.4573320645188	25.2355004754776	5.574865117290979	6.013940799466167	3.025983366203421
21.0.000000000000004.0	2480.2345200346613	0.9893916241028051	5179.346091150802	410.3995937809413	5.549530482722876	11.113911177029774	104.36571829859021	4.999371320586482	28684.598568153084	3.9934800052068073	0.203383523588607	100.53878459099374	25.240549387794054	5.574154452595387	6.013954400870159	3.025974748426471
21.0.700000000000003.0	2480.342699676257	0.9895058881205291	5179.346276622812	410.39593765205836	5.551532257751521	11.069584194783339	104.1584547341837	4.999208152556332	28684.623264176684	3.993516652927312	0.20322602347593402	100.61708985894165	25.245197049926716	5.571521648502325	6.013968052543904	3.025966088515075
22.0.400000000000002.0	2480.445962337523	0.9896021942439671	5179.346461773129	410.39246823336055	5.553077561733844	11.025404599672042	103.95885153114085	4.999123639438794	28684.648274016967	3.993551631250871	0.20307410505699303	100.69206114732683	25.249460248402354	5.567245468493618	6.013981729805494	3.025957404190674
23.0.1.0	2480.544542650003	0.989683062308173	5179.346646593198	410.38918455411385	5.554237892167757	10.981577084262305	103.76654996036599	4.9991048787221715	28684.6734892827	3.993585020992147	0.20292751917756702	100.76356215808539	25.253355024868473	5.561575746565582	6.013995409406494	3.025948712000918
23.0.8.0	2480.638657483185	0.9897506604515021	5179.346831076476	410.38608447540025	5.555074243226027	10.938269101265272	103.58121819828189	4.999140825585173	28684.698819015233	3.9936168967064782	0.20278603488624	100.83150058043242	25.256896726390934	5.554735434753475	6.014009069516603	3.02594002736963
24.0.500000000000004.0	2480.728508138842	0.9898068547415291	5179.347015218169	410.3831649706987	5.555638664923741	10.895616311153267	103.40254836715457	4.999222033209582	28684.72418686779	3.993647327475033	0.20264943745879502	100.8958222516133	25.260100050507557	5.54692268006215	6.014022689696167	3.025931364647671
25.0.200000000000003.0	2480.8142822006726	0.989853251472467	5179.347199015019	410.38042234878714	5.555975578854098	10.853727289187276	103.23025394044933	4.999340429845649	28684.74952877084	3.9936763775658353	0.20251752665647302	100.9565058830886	25.262979085668647	5.538312880169556	6.014036250859749	3.025922737163778
25.0.900000000000002.0	2480.896155098618	0.9898912333338291	5179.347382465112	410.3778524299051	5.556122891722181	10.812687588233658	103.0640674694785	4.99948912711153	28684.774790994998	3.9937041069920323	0.202390115192727	101.0135583179298	25.265547347622547	5.529060681204965	6.014049735233201	3.025914157274715
26.0.6.0	2480.9742914367203	0.9899219904188681	5179.347565567711	410.37545068439704	5.556112940205068	10.772563241532264	102.9037385923465	4.999662254939469	28684.79992853942	3.993730571985087	0.202267027385256	101.06701028351661	25.26781781223818	5.51930189177081	6.014063126306337	3.025905636414307
27.0.300000000000004.0	2481.048846124676	0.9899465468635841	5179.347748323137	410.37321234144093	5.555973294546693	10.73340377893168	102.74903229051998	4.999854819329093	28684.82490378699	3.99375582539737	0.202148097972243	101.11691260306834	25.26980294519767	5.509155295832871	6.014076408782764	3.025897185141008
28.0.000000000000004.0	2481.119965346031	0.9899657837684971	5179.347930732625	410.37113247405864	5.555727443405703	10.695244820806156	102.59972736227003	5.000062579674108	28684.84968537895	3.993779917046062	0.20203317107367103	101.16333282981445	25.271514728939525	5.498724353655359	6.014089568528204	3.025888813183833
28.0.700000000000003.0	2481.1877873900853	0.9899804589457101	5179.348112798241	410.36920606539246	5.5553953785460575	10.65811030572965	102.45561508577484	5.000281942924026	28684.87424727012	3.9938028940081614	0.201922099280526	101.20635226848697	25.27296468718614	5.488098784999367	6.014102592518204	3.025880529486516
29.0.400000000000002.0	2481.252443369741	0.9899912239460701	5179.348294522775	410.36742806022767	5.554994094787663	10.622014400851194	102.31649804785869	5.000509872251087	28684.898567933564	3.9938248008745982	0.20181474285641102	101.2460633501268	25.27416390734783	5.477356032645264	6.014115468785975	3.025872342249843
30.0.1.0	2481.314057843617	0.9899986387500681	5179.3484759096655	410.36579340491784	5.554538018059251	10.586963137663803	102.18218911720265	5.000743808231935	28684.92262968902	3.993845679970099	0.20171096903777602	101.28256732780535	25.275123061059038	5.4665626071864875	6.014128186370928	3.025864258972139
30.0.800000000000004.0	2481.3727493575398	0.9900031844479531	5179.348656962934	410.36429707821077	5.5540393722951205	10.552955810376545	102.05251054342064	5.000981600837821	28684.946418134397	3.993865571544208	0.20161065142046303	101.31597226266746	25.27585242306985	5.4557753161692855	6.014140735268248	3.025856286487931
31.0.500000000000004.0	2481.428630917912	0.990005274186424	5179.348837687111	410.362934114932	5.553508494195166	10.519986169291712	101.92729316567636	5.001221450766435	28684.969921663218	3.993884513938008	0.201513669421636	101.34639127162468	25.276361888687486	5.445042382176462	6.014153106379808	3.025848431004826
32.0.2.0	2481.481810407332	0.9900052626192021	5179.349018087183	410.3616996240691	5.552954103449033	10.488043437375019	101.8063757165443	5.001461858851374	28684.99313105416	3.9939025437302402	0.20141990780746202	101.37394101000446	25.2766609899374	5.434404455499311	6.014165291466611	3.025840698138632
32.0.900000000000006.0	2481.5323909511085	0.9900034540651621	5179.349198168539	410.3605888024612	5.552383534851173	10.45711317451498	101.68960420861842	5.001701582457942	28685.01603912113	3.993919695865944	0.201329256278019	101.39874036444712	25.276758910591546	5.423895527711968	6.014177283102856	3.02583309294682
33.0.6.0	2481.58047124185	0.9900001095492871	5179.349377936926	410.35959694503504	5.551802937757526	10.427178010736196	101.57683139296391	5.001939597921855	28685.038640414376	3.993936003770185	0.20124160910195202	101.4209093332985	25.276664500192197	5.413543752839278	6.014189074631731	3.025825619960351
34.0.300000000000004.0	2481.6261458281933	0.989995452877593	5179.349557398406	410.3587194523271	5.551217447519508	10.398218266805262	101.46791627991098	5.00217506821421	28685.06093096487	3.993951499449054	0.20115686479430703	101.44056807364905	25.276386287182948	5.403372182959261	6.014200660122929	3.02581828321397
35.0.	2481.6695053727053	0.9899896758765541	5179.349736559314	410.3579518358655	5.550631332847655	10.370212478198965	101.36272371392866	5.002407315125459	28685.082908065273	3.993966213579718	0.20107492583181902	101.45783609599638	25.275932491243687	5.393399425058765	6.014212034331932	3.025811086275024
35.0.7.0	2481.7106368832565	0.989982942909933	5179.3499154262245	410.3572897218637	5.550048122482158	10.34313783625002	101.26112399540024	5.002635795355389	28685.10457008208	3.993980175591081	0.200995698400624	101.47283158924448	25.275311034913805	5.383640225809318	6.014223192660988	3.025804032270853
36.0.400000000000006.0	2481.7496239214497	0.989975394770753	5179.350094005922	410.35672885357695	5.549470714061651	10.316970558407546	101.16299254307725	5.002860079977844	28685.12591629442	3.99399341373633	0.20091909217206103	101.48567086039304	25.274529554576596	5.374105990685154	6.014234131121824	3.025797123914852
37.0.1.0	2481.786546791175	0.9899671520330121	5179.350272305369	410.35626509260027	5.548901467669753	10.291686197914668	101.06820959181904	5.003079836819586	28685.14694675546	3.9940059551584373	0.20084502010275102	101.4964678748033	25.273595410868264	5.364805243534525	6.014244846299992	3.025790363531241
37.0.800000000000004.0	2481.821482709884	0.9899583179365201	5179.350450331673	410.3558944193246	5.548342286188846	10.267259901783916	100.97665992095386	5.003294815354105	28685.16766217338	3.99401782594958	0.20077339825568802	101.50533388435449	25.272515698566686	5.355744032361698	6.014255335320833	3.02578375307862
38.0.50000000000001.0	2481.8545059647954	0.9899489808683801	5179.350628092079	410.3556129327239	5.54779468429204	10.243666624716703	100.88823260923107	5.003504833764464	28685.188063808982	3.994029051205236	0.20070414563949002	101.51237713212554	25.2712972560077	5.346926286697883	6.014265595817011	3.025777294172362
39.0.2.0	2481.8856880559238	0.9899392164962001	5179.350805593925	410.355416849608	5.547259847649189	10.220881305542381	100.80282081288455	5.003709767875524	28685.20815338764	3.9940396550736312	0.200637184063363	101.5177026234516	25.269946674070624	5.338354131548628	6.01427562589753	3.025770988105892
39.0.900000000000006.0	2481.9150978275516	0.9899290896007361	5179.35098284463	410.3553025034496	5.5467386837043655	10.198879011824884	100.7203215638054	5.003909541696129	28685.227933023554	3.994049660801136	0.200572438005644	101.52141195431813	25.26847030476914	5.33002816251353	6.014285424118225	3.02576483587092
40.0.6.0	2481.942801589526	0.9899186556493251	5179.351159851683	410.3552663428752	5.546231865194693	10.17763505748248	100.64063558523891	5.004104119346765	28685.247405154725	3.994059090774069	0.20050983449412402	101.52360318906871	25.266874269479167	5.321947686289581	6.014294989453641	3.025758838176657
41.0.300000000000004.0	2481.968863229583	0.9899079621458531	5179.35133662261	410.3553049298857	5.545739867419403	10.157125097572722	100.56366712277799	5.004293498178558	28685.266572486937	3.994067966557357	0.20044930299656202	101.52437078032654	25.265164466831422	5.314110930397709	6.014304321270248	3.025752995468094
42.0.00000000000001.0	2481.9933443177165	0.9898970497882691	5179.351513164966	410.3554149378641	5.545263000129109	10.137325203796227	100.48932378873634	5.004477702915817	28685.285437945742	3.994076308930409	0.200390775320051	101.52380552486056	25.263346580292588	5.306515225617556	6.014313419300959	3.025747307943341
42.0.7.0	2482.016304203491	0.9898859534603981	5179.3516894863205	410.3555931494187	5.544801434786019	10.118211923756988	100.41751641825266	5.004656780677238	28685.304004635214	3.994084137920506	0.20033418551808602	101.52199454988107	25.26142608545655	5.2991571642807465	6.014322283620872	3.025741775570122
43.0.400000000000006.0	2482.0378001070585	0.989874703081238	5179.351865594239	410.35583645409775	5.544355227842611	10.099762326572652	100.34815893570783	5.004830796750745	28685.32227580257	3.994091472834	0.20027946980433703	101.51902132492427	25.25940825706411	5.292032737259824	6.014330914624201	3.02573639810142
44.0.1.0	2482.0578872045376	0.9898633243317261	5179.352041496272	410.3561418460052	5.543924340597414	10.081954037046136	100.28116823023541	5.0049998310141	28685.340254807874	3.994098332285541	0.200226566472284	101.51496569508916	25.257298175767847	5.285137452199206	6.014339313002352	3.025731175090338
44.0.800000000000004.0	2482.076618708348	0.9898518392762531	5179.352217199947	410.3565064213459	5.543508656109751	10.064765260281765	100.21646403927845	5.005163974908398	28685.35794509811	3.994104734225534	0.20017541581999101	101.50990393193209	25.255100734656555	5.278466435266378	6.014347479723069	3.025726105904209
45.0.50000000000001.0	2482.0940459429844	0.9898402668938281	5179.352392712752	410.35692737592035	5.54310799358894	10.048174798347405	100.15396883928926	5.005323328884467	28685.375350185026	3.994110695966022	0.200125960079395	101.50390879880403	25.2528206455524	5.272014518455699	6.014355416010654	3.025721189737976
46.0.2.0	2482.1102184166734	0.9898286235317381	5179.352568042127	410.357402002586	5.542722120616184	10.032162060342603	100.09360774279808	5.005478000253313	28685.39247362626	3.994116234205126	0.200078143349593	101.49704962784323	25.25046244509229	5.265776314252818	6.014363123327152	3.025716425626883
46.0.900000000000006.0	2482.125183889295	0.989816923292763	5179.352743195454	410.3579276887026	5.542350763507828	10.01670706702607	100.03530840118228	5.00562810138149	28685.40931900928	3.994121365050184	0.20003191153365701	101.48939240621455	25.24803050060393	5.259746279264106	6.014370603354503	3.02571181245852
47.0.6.0	2482.138988436897	0.9898051783654851	5179.352918180059	410.358501913573	5.5419936160858825	10.001790450979009	99.97900091256128	5.005773748180576	28685.425889937716	3.994126104039723	0.19998721227861502	101.48099986951998	25.24552901578605	5.253918768231306	6.014377857977629	3.025707348984234
48.0.300000000000004.0	2482.1516765130923	0.9897933993058681	5179.353093003179	410.3591222458886	5.54165034708482	9.987393453129648	99.92461773432109	5.005915058847152	28685.442190019818	3.994130466164333	0.19994399491825302	101.4719316006001	25.24296203620113	5.248288079685726	6.014384889268373	3.025703033829934
49.0.00000000000001.0	2482.1632910076028	0.9897815952771741	5179.353267671989	410.35978634119067	5.541320606391605	9.973497916335464	99.87209359984	5.006052152815881	28685.458222858677	3.994134465886566	0.199902210418462	101.46224413220492	25.240333454588754	5.242848494347444	6.014391699470278	3.025698865506341
49.0.7.0	2482.1738733021625	0.989769774254255	5179.353442193566	410.36049193935486	5.541004030288454	9.960086276609736	99.82136543904497	5.006185149893682	28685.473992044066	3.9941381171599213	0.19986181132489603	101.45199105223935	25.237647016006346	5.237594307241681	6.014398290984181	3.025694842418679
50.0.400000000000006.0	2482.1834633239873	0.9897579431974061	5179.353616574899	410.3612368621039	5.54070024584402	9.947141552485155	99.77237230247735	5.006314169547537	28685.489501145512	3.994141433446984	0.199822751712726	101.4412231104868	25.234906322804246	5.2325198543856954	6.014404666354558	3.025690962875849
51.0.1.0	2482.192099596975	0.9897461082002521	5179.353790822882	410.3620190105545	5.540408874578095	9.93464733292797	99.72505528858908	5.006439330322519	28685.504753706624	3.994144427736792	0.19978498713832502	101.42998832588789	25.23211483944089	5.227619534793739	6.01441082825661	3.025687225099107
51.0.800000000000004.0	2482.1998192908077	0.989734274615474	5179.353964944305	410.36283636280376	5.540129535507315	9.922587764148178	99.67935747402615	5.006560749369957	28685.51975324032	3.994147112561475	0.199748474592731	101.41833209360203	25.22927589714408	5.222887828453813	6.014416779484045	3.025683627230273
52.0.50000000000001.0	2482.2066582680773	0.989722447161645	5179.354138945856	410.36368697155706	5.539861847664011	9.910947535594051	99.63522384668688	5.006678542068639	28685.534503224946	3.994149500012217	0.19971317245674602	101.40629729121014	25.226392698423453	5.218319310846766	6.014422522937534	3.025680167339477
53.0.2.0	2482.212651129565	0.9897106300139731	5179.354312834109	410.36456896180226	5.539605432167261	9.899711865370469	99.59260124136864	5.00679282172445	28685.54900710111	3.9941516017545853	0.19967904045758902	101.3939243835307	25.22346832143924	5.213908664505041	6.014428061613789	3.02567684343248
53.0.900000000000006.0	2482.217831257784	0.9896988268813571	5179.354486615525	410.3654805285309	5.53935991391384	9.888866485279397	99.55143827783942	5.006903699336005	28685.56326826913	3.994153429043264	0.19964603962697003	101.38125152561832	25.22050572423207	5.209650688043442	6.014433398595272	3.025673653457583
54.0.60000000000001.0	2482.2222308588816	0.9896870410717781	5179.354660296456	410.36641993450894	5.539124922947022	9.878397625646034	99.5116853011889	5.007011283415664	28685.57729008699	3.994154992736229	0.199614132260537	101.36831466359949	25.217507748818257	5.205540303037616	6.014438537040476	3.025670595312142
55.0.300000000000004.0	2482.225881002991	0.9896752755477891	5179.354833883127	410.3673855080993	5.538900095552832	9.868292000064674	99.47329432433078	5.00711567985692	28685.59107586881	3.99415630330839	0.199583281878592	101.35514763307125	25.214477125154783	5.201572559075775	6.014443480174752	3.025667666848711
56.0.00000000000001.0	2482.2288116631207	0.9896635329735971	5179.35500738165	410.36837564113506	5.538685075126134	9.858536790173607	99.43621897254121	5.007216991840519	28685.604628883655	3.994157370864734	0.19955345318803702	101.34178225485189	25.211416474978225	5.197742637265404	6.014448231281681	3.025664865880824
56.0.7.0	2482.231051752631	0.9896518157549841	5179.355180798011	410.36938878684714	5.538479512842725	9.849119630547504	99.40041442993076	5.007315319772757	28685.617952354645	3.994158205152993	0.19952461204547903	101.32824842792414	25.20832831552129	5.194045852438525	6.014452793694949	3.025662190188443
57.0.400000000000006.0	2482.2326291614004	0.9896401260731871	5179.355354138075	410.37042345784346	5.538283068168352	9.840028593778221	99.36583738775693	5.007410761250498	28685.63104945842	3.994158815575853	0.19949672542144903	101.3145742194577	25.205215063110938	5.190477654265372	6.014457170790694	3.025659637523078
58.0.10000000000001.0	2482.2335707907046	0.9896284659136191	5179.355527407577	410.37147822414255	5.538095409230957	9.831252175800243	99.33244599449355	5.007503411048202	28685.643923324766	3.9941592112027413	0.19946976136569103	101.3007859518346	25.202079036651515	5.187033627457296	6.0144613659803134	3.025657205612596
58.0.800000000000004.0	2482.233902586893	0.989616837090253	5179.35570061213	410.3725517112599	5.537916213078592	9.82277928150473	99.30019980757976	5.007593361123028	28685.6565770365	3.994159400781189	0.19944368897347903	101.28690828663427	25.198922460996442	5.18370949121425	6.014465382703719	3.025654892165741
59.0.50000000000001.0	2482.233649573902	0.9896052412663111	5179.355873757222	410.37364259834663	5.537745165842065	9.814599210675935	99.26905974677928	5.007680700634654	28685.66901362948	3.99415939274781	0.199418478352928	101.27296430556045	25.19574747021184	5.180501098050066	6.014469224423009	3.02565269487638
60.0.2.0	2482.2328358846535	0.9895936799718351	5179.35604684821	410.3747496163827	5.537581962818524	9.806701644275119	99.23898804908481	5.007765515977031	28685.681236092747	3.994159195238896	0.19939410059326002	101.25897558831616	25.192556110735282	5.177404432109601	6.014472894616514	3.025650611427462
60.0.900000000000006.0	2482.231484791381	0.9895821546186211	5179.356219890323	410.3758715464184	5.537426308489781	9.799076631090099	99.209948225108	5.007847890819677	28685.693247368847	3.994158816100652	0.19937052773400601	101.24496228744972	25.18935034443287	5.174415607075157	6.014476396773246	3.025648639494747
61.0.60000000000001.0	2482.2296187349352	0.9895706665129301	5179.356392888662	410.3770072178715	5.5372779164869765	9.79171457476274	99.18190501689895	5.007927906156516	28685.70505035418	3.994158262899078	0.199347732735102	101.23094320021123	25.186132051557603	5.171530863745199	6.014479734387703	3.025646776750287
62.0.300000000000004.0	2482.2272593530975	0.9895592168663111	5179.356565848207	410.3781555068721	5.537136509511538	9.78460622120181	99.15482435714402	5.008005640360612	28685.716647899455	3.994157542929524	0.19932568944786103	101.2169358374704	25.18290303361207	5.168746567355904	6.014482910954991	3.025645020865664
63.0.00000000000001.0	2482.224427507942	0.9895478068048361	5179.356738773801	410.37931533465735	5.537001819220717	9.777742646384798	99.12867332969213	5.008081169243369	28685.72804281024	3.9941566632259153	0.199304372586795	101.20295648975679	25.179665016118317	5.166059204705429	6.014485929966308	3.025643369515037
63.0.7.0	2482.2211433122807	0.989536437377004	5179.356911670166	410.3804856660162	5.5368735860847895	9.771115244548952	99.10342013136403	5.008154566117063	28685.739237847505	3.994155630569677	0.199283757702261	101.18902029049104	25.17641965129765	5.163465381131409	6.01448879490471	3.025641820377954
64.0.4.0	2482.217426155224	0.9895251095605061	5179.357084541896	410.38166550778055	5.536751559221846	9.76471571676933	99.07903403500104	5.008225901859701	28685.75023572825	3.994154451498345	0.19926382115391	101.17514127648205	25.173168520663086	5.160961817384326	6.014491509241173	3.02564037114199
65.0.10000000000001.0	2482.2132947268933	0.9895138242680461	5179.3572573934625	410.3828539073637	5.536635496215154	9.758536059919528	99.0554853537113	5.008295244981432	28685.761039126173	3.994153132313902	0.19924454008491801	101.1613324457686	25.16991313752711	5.158545346432476	6.014494076430954	3.025639019505185
65.0.80000000000001.0	2482.208767042302	0.9895025823523591	5179.357430229205	410.3840499513448	5.536525162917287	9.752568556009098	99.03274540627463	5.008362661691814	28685.771650672297	3.9941516790908302	0.19922589239697402	101.14760581288819	25.16665494942732	5.156212910228437	6.014496499910186	3.02563776317831
66.0.5.0	2482.2038604644467	0.9894913846105551	5179.357603053347	410.38525276409695	5.536420333244524	9.746805761890396	99.01078648366781	5.008428215967411	28685.78207295573	3.994150097683891	0.19920785672601501	101.1339724616571	25.163395340472324	5.153961556461877	6.014498783092745	3.025636599886965
67.0.2.0	2482.1985917266293	0.9894802317878991	5179.357775869983	410.38646150646065	5.536320788964427	9.74124049932664	98.98958181667466	5.008491969619273	28685.79230852433	3.994148393735657	0.19919041241867302	101.12044259554689	25.160135633610516	5.15178843531922	6.014500929367347	3.025635527373516
67.0.9.0	2482.1929769540375	0.989469124581109	5179.357948683085	410.3876753744574	5.536226319479054	9.735865845412158	98.96910554454558	5.008553982359913	28685.802359885427	3.994146572683778	0.199173539509438	101.10702558574403	25.15687709282388	5.149690796267105	6.014502942094877	3.025634543398886
