	CDK2cycA	CDK2cycA_star_	Cdk2	CyclinA
47	1.64480211033311e-08	2.3420453309383187e-08	6.013152558728578e-08	3.601315255872854e-07
48	1.6439912047635735e-08	2.3456498752156398e-08	6.010358920020792e-08	3.601035892002075e-07
49	1.6432465049786238e-08	2.3489604853973926e-08	6.00779300962399e-08	3.6007793009623945e-07
50	1.6425625983048718e-08	2.35200113652283e-08	6.005436265172304e-08	3.600543626517226e-07
51	1.6419345157314338e-08	2.35479384713508e-08	6.003271637133492e-08	3.6003271637133446e-07
52	1.6413576953651328e-08	2.357358839090119e-08	6.001283465544756e-08	3.600128346554471e-07
53	1.6408279489237462e-08	2.3597146842892276e-08	5.999457366787034e-08	3.5999457366786986e-07
54	1.6403414310104384e-08	2.3618784394085393e-08	5.99778012958103e-08	3.5997780129580983e-07
55	1.6398946109348906e-08	2.3638657696105762e-08	5.99623961945454e-08	3.5996239619454495e-07
56	1.639484246866967e-08	2.3656910621413872e-08	5.994824690991652e-08	3.5994824690991607e-07
57	1.6391073621272453e-08	2.3673675306423843e-08	5.993525107230376e-08	3.599352510723033e-07
58	1.638761223435544e-08	2.3689073109376813e-08	5.992331465626781e-08	3.599233146562674e-07
59	1.638443320953901e-08	2.3703215489951107e-08	5.991235130050994e-08	3.599123513005095e-07
60	1.638151349974394e-08	2.3716204817016728e-08	5.99022816832394e-08	3.5990228168323896e-07
61	1.637883194114919e-08	2.3728135110415098e-08	5.989303294843578e-08	3.5989303294843535e-07
62	1.637634224714703e-08	2.3739090266625515e-08	5.988456748622752e-08	3.598845674862271e-07
63	1.6374077633489638e-08	2.3749151963320425e-08	5.987677040319e-08	3.598767704031896e-07
64	1.6372002049377233e-08	2.3758393464116142e-08	5.986960448650667e-08	3.598696044865063e-07
65	1.637009656117124e-08	2.376688171105696e-08	5.986302172777185e-08	3.598630217277715e-07
66	1.636834659742228e-08	2.37746781195882e-08	5.985697528298957e-08	3.598569752829892e-07
67	1.6366739335611583e-08	2.3781839084746043e-08	5.985142157964242e-08	3.5985142157964207e-07
68	1.6365263110802685e-08	2.3788416401555955e-08	5.984632048764141e-08	3.598463204876411e-07
69	1.6363907231968288e-08	2.379445764229573e-08	5.984163512573602e-08	3.598416351257357e-07
70	1.6362661884735625e-08	2.380000650122843e-08	5.983733161403599e-08	3.598373316140357e-07
71	1.6361518056273702e-08	2.3805103110868073e-08	5.983337883285827e-08	3.5983337883285794e-07
72	1.6360467469143947e-08	2.3809784332381383e-08	5.982974819847472e-08	3.598297481984744e-07
73	1.635950252112142e-08	2.381408402229199e-08	5.982641345658665e-08	3.598264134565863e-07
74	1.6358616230048316e-08	2.3818033277431953e-08	5.982335049251979e-08	3.5982335049251946e-07
75	1.6357802183217944e-08	2.3821660659917788e-08	5.982053715686433e-08	3.59820537156864e-07
76	1.635705449090004e-08	2.382499240378126e-08	5.981795310531877e-08	3.598179531053184e-07
77	1.635636774366455e-08	2.3828052604751574e-08	5.981557965158394e-08	3.598155796515836e-07
78	1.6355736973192072e-08	2.3830863394563563e-08	5.981339963224442e-08	3.5981339963224407e-07
79	1.635515761628535e-08	2.3833445101053918e-08	5.981139728266079e-08	3.5981139728266043e-07
80	1.6354625481819756e-08	2.3835816395204765e-08	5.980955812297553e-08	3.598095581229752e-07
81	1.6354136720392356e-08	2.3837994426199096e-08	5.980786885340859e-08	3.598078688534083e-07
82	1.635368779644881e-08	2.3839994945465715e-08	5.980631725808552e-08	3.598063172580852e-07
83	1.6353275462685487e-08	2.384183242061163e-08	5.980489211670293e-08	3.598048921167026e-07
84	1.635289673654084e-08	2.3843520140066507e-08	5.98035831233927e-08	3.598035831233924e-07
85	1.6352548878605256e-08	2.3845070309196538e-08	5.980238081219824e-08	3.5980238081219796e-07
86	1.635222937279266e-08	2.384649413858328e-08	5.980127648862409e-08	3.5980127648862377e-07
87	1.6351935908129936e-08	2.3847801925106332e-08	5.980026216676377e-08	3.5980026216676345e-07
88	1.6351666362032025e-08	2.38490031264165e-08	5.979933051155152e-08	3.597993305115512e-07
89	1.6351418784941405e-08	2.38501064293384e-08	5.979847478572023e-08	3.597984747857199e-07
90	1.6351191386220528e-08	2.3851119812697383e-08	5.979768880108212e-08	3.597976888010818e-07
91	1.635098252119494e-08	2.385205060502527e-08	5.979696687377981e-08	3.597969668737795e-07
92	1.6350790679253152e-08	2.385290553756253e-08	5.979630378318435e-08	3.59796303783184e-07
93	1.635061447291702e-08	2.3853690792940193e-08	5.979569473414282e-08	3.5979569473414244e-07
94	1.6350452627803466e-08	2.38544120498938e-08	5.979513532230276e-08	3.5979513532230235e-07
95	1.635030397340473e-08	2.385507452433276e-08	5.979462150226253e-08	3.597946215022621e-07
96	1.635016743462046e-08	2.385568300706229e-08	5.979414955831728e-08	3.5979414955831683e-07
97	1.6350042023980265e-08	2.3856241898430697e-08	5.979371607758907e-08	3.597937160775886e-07
98	1.6349926834500374e-08	2.3856755240152744e-08	5.979331792534691e-08	3.597933179253464e-07
99	1.6349821033122744e-08	2.38572267445392e-08	5.979295222233808e-08	3.597929522223376e-07
100	1.6349723854689068e-08	2.385765982134403e-08	5.979261632396692e-08	3.5979261632396647e-07
