time	A1	A2	C1	C2	IPTG
240.0.	1.30004580419273	14.787132282038568	2.753881936831257	62.688946581051546	1000
243.0.	1.6938845844893442	14.211263806354877	3.802023832310611	58.56051462627681	1000
246.0.	2.312545516012813	13.340664854018845	5.62570356923223	52.278530217648594	1000
249.0.	3.37526208885126	12.038000265734023	9.067306909290535	43.17143946410787	1000
252.0.	5.320208053264921	10.219702411783162	15.512874655640513	31.78930157325185	1000
255.0.	8.671309681594373	8.03143850392132	24.78047696099071	20.718508356970514	1000
258.0.	12.95811140310484	5.8593890195204885	30.351230309814788	12.569602486836082	1000
261.0.	15.84780260008042	4.071307542331807	24.942808460338316	7.936084875725016	1000
264.0.	15.37530586455881	2.811274534623322	12.911673280378801	5.8085683624777005	1000
267.0.	12.34901713849992	2.020094822387061	4.158333426291641	4.982696621489297	1000
270.0.	8.891565662741566	1.5639924793259259	0.8980450199751131	4.756857901153229	1000
273.0.	6.128690191981028	1.330654439881351	0.14888709166986303	4.953950607035121	1000
276.0.	4.171245271364018	1.2670241946272789	0.02165027489271	5.772997742933874	1000
279.0.	2.8306391346555033	1.388166588541101	0.003117612329829	7.760688576726912	1000
282.0.	1.919715067822276	1.788283158145548	0.0005217718497900001	11.916486853960153	1000
285.0.	1.301771897890978	2.649037042714391	0.00013269083905900002	19.560758571938887	1000
288.0.	0.8827186924269421	4.175367567970385	6.718173246104645e-05	31.203992179648107	1000
291.0.	0.598563371642283	6.380758070430339	6.208819271111607e-05	44.75221382336976	1000
294.0.	0.40588658431955105	8.908115313975522	7.36923788669884e-05	56.35163336969325	1000
297.0.	0.27524131146817105	11.235028245535714	9.04747963003011e-05	63.9480511859553	1000
300.0.	0.18665868668578903	13.03853033214554	0.000109101974789	68.0913413387873	1000
