	I	Ip	S	Sp
55	27082.723154857966	3743.40869725545	963256.9396371677	264734.1052649909
56	26637.141190885937	3675.5892659117967	968033.2155489675	265628.9678265629
57	26204.555630865572	3609.9030569966844	972696.7822073951	266498.3128481716
58	25784.395519691054	3546.2533913799216	977249.8506529154	267342.84740532463
59	25376.12118960161	3484.550680060916	981694.6535362888	268163.2668226917
60	24979.22534866778	3424.70859213456	986033.4487503706	268960.25449210644
61	24593.227797641543	3366.6471736711774	990268.5004442162	269734.4808722702
62	24217.67637697203	3310.2891832380546	994402.0820520881	270486.6034144627
63	23852.14246361859	3255.5631310693857	998436.4610092624	271217.2658393012
64	23496.221816407487	3202.399768525432	1002373.9013394918	271927.0981536054
65	23149.53070350936	3150.7350507538727	1006216.6513806928	272616.71614861564
66	22811.706677025286	3100.506767283629	1009966.9460561782	273286.7214935792
67	22482.40521257155	3051.657431119657	1013626.9970441279	273937.70140979707
68	22161.300433716722	3004.131039313859	1017198.994828748	274570.2288275248
69	21848.082169860125	2957.875891056693	1020685.1008530619	275184.8621985768
70	21542.456655886297	2912.8414668926334	1024087.449406478	275782.1457066359
71	21244.143913724238	2868.9811800063035	1027408.1414095149	276362.60918516014
72	20952.878455587015	2826.2493646057605	1030649.2461665269	276926.7683725393
73	20668.406923844104	2784.6039614552137	1033812.7964838129	277475.1249111083
74	20390.488803875876	2744.0036087209137	1036900.7903236211	278008.1666366763
75	20118.894277174186	2704.41026318548	1039915.1870031945	278526.3676402391
76	19853.40494635664	2665.786386769647	1042857.9087761602	279030.18858265795
77	19593.811865544707	2628.0975051774158	1045730.8379075262	279520.076804279
78	19339.916278253477	2591.3094840210197	1048535.8181988962	279996.46665683045
79	19091.52779646805	2555.391026558251	1051274.6527731384	280459.7796490996
80	18848.46515085993	2520.311034040572	1053949.1055529988	280910.42478930677
81	18610.554495755703	2486.0410441376316	1056560.899620334	281348.7987573541
82	18377.63017032499	2452.5526707028775	1059111.7186530526	281775.2862520261
83	18149.533111152472	2419.8199844478527	1061603.205748917	282190.2601822199
84	17926.111622570585	2387.8170277945096	1064036.9648227277	282594.0820143066
85	17707.219882085854	2356.5201393499683	1066414.5598049741	282987.1019762721
86	17492.718717795495	2325.9055399111785	1068737.5159993297	283369.65940145147
87	17282.474194699447	2295.9516022881926	1071007.3195828402	283742.08294072945
88	17076.358397070788	2266.6365048625894	1073225.4189227752	284104.6908996315
89	16874.248085875093	2237.940448306026	1075393.2243183542	284457.79145471513
90	16676.0254840057	2209.8433733828333	1077512.1092755313	284801.6829816677
91	16481.57699676333	2182.3271261057585	1079583.4104411	285136.6542728156
92	16290.793997782463	2155.373236712176	1081608.4288341107	285462.98485446593
93	16103.57160657591	2128.965034834574	1083588.429931342	285780.9452030575
94	15919.809473270168	2103.0854868013557	1085524.6448538736	286090.7970504391
95	15739.410604713055	2077.719262201791	1087418.270574007	286392.7935969678
96	15562.282151871024	2052.850627092415	1089270.4710506226	286687.179803508
97	15388.33427557551	2028.4654633731825	1091082.377533754	286974.1926001759
98	15217.480936017755	2004.5492153368907	1092855.08964808	287254.06116454705
99	15049.638795119568	1981.088863453752	1094589.6757711607	287527.00712478155
100	14884.728005592957	1958.0709219002856	1096287.174066446	287793.24482388684
